年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H30,構造,20,図あり,図に示す土質柱状図の地盤において、地階を有しない地上3階建ての鉄骨造の事務所を計画する場合、基礎の設計に関する次の記述のうち、最も不適当なものはどれか。,表土下部の細砂層を支持地盤とした直接基礎(べた基礎)とする場合は、細砂層の許容応力度及び即時沈下量の検討に加えて、粘性土層の許容応力度及び圧密沈下量の検討も行う。,粘性土層まで貫入させた摩擦杭と、直接基礎(べた基礎)からなるパイルド・ラフト基礎とする場合は、摩擦杭の効果により基礎の沈下を抑えられることから、沈下量の検討を省略できる。,砂礫層を支持地盤とした杭基礎とする場合は、粘性土層における負の摩擦力の検討を行う。,砂礫層を支持地盤とした杭基礎とする場合、細砂層が地震時に液状化するおそれがあると判定されたときは、液状化層の水平地盤反力係数を低減して杭の設計を行う。,2
H30,構造,21,図あり,図に示す鉄筋コンクリート造の擁壁の設計に関する次の記述のうち、最も不適当なものはどれか。,地表面に作用する上載荷重は、擁壁背面側に作用する土圧として考慮しない。,擁壁底版の直上の土の重量は、擁壁の転倒に対する抵抗要素として考慮する。,擁壁底版とその直下の地盤との間に生じる滑動抵抗力を、擁壁背面側に作用する土圧等の水平成分の1.5倍以上となるように設計すれば、使用限界状態での擁壁の変形等の検討は省略できる。,擁壁の滑動抵抗を大きくするために、擁壁底版の底面に突起を設けることもある。,1
H30,構造,22,,壁式鉄筋コンクリート造の建築物の設計に関する次の記述のうち、最も不適当なものはどれか。,耐力壁の面外座屈に対する安全性を確保するために、鉛直支点間距離に対する耐力壁の厚さの比の最小値が規定されている。,使用するコンクリートの設計基準強度を高くすると、一般に、必要壁量を小さくすることができる。,階高が3.5mを超える場合は、保有水平耐力計算によって安全性を確かめる必要がある。,耐力壁の長さの算定において、住宅用の換気扇程度の大きさの開口は、補強をしなくても、開口がないものとみなすことができる。,4
H30,構造,23,,建築構造に関する次の記述のうち、最も不適当なものはどれか。,プレストレスト鉄筋コンクリート構造は、PC鋼材によってコンクリートにプレストレスを導入することにより、曲げひび割れの発生を許容しない構造である。,制振構造に用いられる制振部材のうち、鋼材ダンパーは、金属素材の塑性変形能力を利用したものである。,免震建築物の性能は、一般に、アイソレータとダンパーとの組合せによって決定され、ダンパーのエネルギー吸収量が少ないと免震層の応答変位が過大となることがある。,鉄筋コンクリート造の柱及び梁の主筋の継手に機械式継手を用いる場合、鉄筋径より継手部の外径のほうが大きくなるため、継手部に配置するせん断補強筋の外面から必要かぶり厚さを確保しなければならない。,1
H30,構造,24,,建築物の構造計画及び構造設計に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の建築物の腰壁と柱との間に完全スリットを設けることにより、柱の剛性評価において腰壁部分の影響を無視することができる。,高強度コンクリートや高強度鉄筋の実用化等により、高さ100mを超える鉄筋コンクリート造の建築物が建設されている。,鉄筋コンクリート造の多層多スパンラーメン架構の建築物の1スパンに連層耐力壁を設ける場合、連層耐力壁の浮上りに対する抵抗力を高めるためには、架構内の中央部分に設けるより、最外端部に設けるほうが有効である。,片流れ屋根の屋根葺き材の構造設計において、風による吹上げ力は、屋根面の中央に位置する部位より、縁に位置する部位のほうを大きくする。,3
H30,構造,25,,建築物の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,鉄骨造の建築物において、張り間方向を純ラーメン架構、桁行方向をプレース架構とする場合、方向別に異なる耐震計算ルートを採用してもよい。,鉄筋コンクリート構造において、部材のせん断耐力を計算する場合のせん断補強筋の材料強度は、JIS規格品の鉄筋であっても、せん断破壊に対する余裕度を確保するために基準強度の割増しはしない。,保有水平耐力は、建築物の一部又は全体が地震力の作用によって崩壊形を形成するときの、各階の柱、耐力壁及び筋かいが負担する水平せん断力の和としてもよい。,各階の保有水平耐力の計算による安全性の確認において、ある階の偏心率が所定の数値を上回る場合、全ての階について必要保有水平耐力の割増しをしなければならない。,4
H30,構造,26,,建築物の構造設計に関する次の記述のうち、最も不適当なものはどれか。,制振構造において、ダンパーのエネルギー吸収効率は、一般に、主架構とダンパーとの接合の構造形式を間柱型とするより、プレース型とするほうがよい。,免震構造において、積層ゴムアイソレータの2次形状係数S (全ゴム層厚に対するゴム直径の比)は、主に座屈荷重や水平剛性に関係する。,プレストレストコンクリート造の梁は、一般に、鉄筋コンクリート造の梁に比べて、地震後の残留変形が大きい。,コンクリート充填鋼管(CFT)構造の柱は、鉄骨構造の柱に比べて塑性変形能力が優れているため、軸力比制限や鋼管の幅厚比制限を緩和することができる。,3
H30,構造,27,,木材の防腐に関する次の記述のうち、最も不適当なものはどれか。,木材の腐朽は、木材腐朽菌の繁殖条件である酸素・温度・水分・栄養源のうち、いずれか一つでも欠くことによって防止することができる。,木材は、一般に、含水率が25~35%を境にして腐朽しやすくなるため、構造用製材(未仕上げ材)の含水率は、25%以下とされている。,心材は、辺材に比べて耐腐朽性に優れていることから、腐朽しやすい箇所には、心材が多く含まれる木材を使用する。,防腐剤を加圧注入した防腐処理材は、継手や仕口の加工が行われた部分について、その加工面の防腐処理を再度行わずに使用することができる。,4
H30,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,乾燥収縮によるひび割れは、水セメント比が同じ場合、単位セメント量が多いコンクリートほど発生しにくい。,AE剤を用いたコンクリートは、AE剤により連行された空気がコンクリート中で独立した無数の気泡となることから、凍結融解作用に対する抵抗性が増す。,コンクリートの圧縮強度は、一般に、コンクリート供試体の形状が相似の場合、供試体寸法が小さいほど大きくなる。,コンクリートの引張強度は、一般に、コンクリートの圧縮強度が大きいほど大きくなる。,1
H30,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,鋼材は、一般に、炭素含有量が多くなるほど、破断に至るまでの伸びが小さくなる。,建築構造用低降伏点鋼材LY225は、一般構造用圧延鋼材SS400に比べて降伏点が低く、延性が高いことから、履歴型制振ダンパーの材料に用いられている。,降伏点 350 N/mm?、引張強さ490 N/mm?である鋼材の降伏比は、1.4である。,建築構造用圧延鋼材SN490B(板厚12mm以上)は、「降伏点又は耐力」の上限値及び下限値が規定されている。,3
H30,構造,30,,建築物の構造計画及び構造設計に関する次の記述のうち、最も不適当なものはどれか。,建築物の耐震性を向上させる手段として、構造体の強度を大きくする方法、構造体の塑性変形能力を高める方法、建築物の上部構造を軽量化する方法等がある。,特定天井のうち、天井と周囲の壁等との間に隙間を設けない構造方法では、天井と壁等とが一体となって動くので、地震時における天井材の脱落に対する安全性の検討を省略することができる。,銑鉄の製造時に副生する高炉スラグを利用した高炉セメントを構造体コンクリートに用いることは、環境に配慮した建築物を実現することにつながる。,鉄筋コンクリート造の建築物の耐久性を向上させる手段として、コンクリートの設計基準強度を高く設定する方法、鉄筋に対するコンクリートのかぶり厚さを大きく設定する方法等がある。,2
H30,施工,1,,監理者が行う一般的な監理業務に関する次の記述のうち、最も不適当なものはどれか。,工事監理の着手に先立って工事監理体制その他の工事監理方針について建築主に説明し、その説明後、工事監理方法に変更の必要が生じた場合には、工事施工者に承認を受けたことをもって、工事監理方法を変更する。,工事施工者から工事に関する質疑書が提出された場合には、設計図書に定められた品質(形状、寸法、仕上り、機能、性能等を含む。)確保の観点から技術的に検討し、必要に応じて建築主を通じて設計者に確認のうえ、回答を工事施工者に通知する。,工事施工者の行う工事が設計図書の内容に適合しない疑いがあり、かつ、破壊検査が必要と認められる相当の理由がある場合にあっては、工事請負契約の定めにより、その理由を工事施工者に通知のうえ、必要な範囲で破壊して検査する。,工事施工者から提出される工事費の最終支払いの請求について、工事請負契約に適合しているかどうかを技術的に審査し、建築主に報告する。,1
H30,施工,2,,工事施工者が行う工事現場の管理に関する次の記述のうち、最も不適当なものはどれか。,現場代理人は、現場に常駐し、現場の運営、取締りを行う者であり、受注者の代理としての権限の他、一般に、請負代金額の変更、請負代金の請求及び受領の権限が与えられている。,発注者から直接建築一式工事を請け負った特定建設業者は、当該工事を施工するために締結した下請契約の請負代金の額が6000万円以上になる場合には、監理技術者を置かなければならない。,建築物の解体工事の事前調査においてPCBを含有する蛍光灯安定器が発見された場合、その安定器は、建築物の所有者の責任において保管・処分するため、当該所有者に引き渡すこととなっている。,建設工事に係る資材の再資源化等に関する法律において、特定建設資材には、「コンクリート」、「コンクリート及び鉄から成る建設資材」、「木材」及び「アスファルト・コンクリート」が該当する。,3
H30,施工,3,,材料管理及び品質管理に関する次の記述のうち、最も不適当なものはどれか。,鉄骨工事において、鉄骨溶接構造の400N及び490N級炭素鋼で板厚が60mmであったので、認定グレードMの鉄骨製作工場が選定されていることを確認した。,鉄筋工事において、鉄筋の表面に発生した錆のうち、浮いていない赤錆程度のものについては、コンクリートとの付着を阻害することがないので、除去しなかった。,防水工事において、アスファルトルーフィングの保管については、雨露や湿気の影響を受けにくい屋内の乾燥した場所に、たて積みとした。,鉄骨工事における吹付けロックウールの耐火被覆の施工において、吹付け厚さの確認に用いる確認ピンについては、施工後もそのまま存置した。,4
H30,施工,4,,建築工事等に関する届出に関する組合せとして、最も適当なものは、次のうちどれか。,労働安全衛生法に基づく「クレーン設置届」 - 事業者 - 工事の開始の日の10日前まで - 労働基準監督署長,建設工事に係る資材の再資源化等に関する法律に基づく対象建設工事の「届出書」 - 発注者又は自主施工者 - 工事に着手する日の7日前まで - 都道府県知事,騒音規制法に基づく「特定建設作業実施届出書」 - 工事施工者 - 作業の開始の日の7日前まで - 労働基準監督署長,消防法に基づく「消防用設備等設置届出書」 - 特定防火対象物の関係者 - 工事が完了した日から10日以内 - 消防長又は消防署長,4
H30,施工,5,,仮設工事等に関する次の記述のうち、最も不適当なものはどれか。,切ばり上部に設けた作業用通路に設ける手摺については、高さを75cmとし、高さ30cmの中桟が設けられていることを確認した。,建築物の内部に工事用機械を仮設置する計画であったので、当該建築物の構造的な補強方法や工事用機械の搬出後の復旧方法等を含む仮設工事計画書を作成させた。,単管足場の壁つなぎの設置間隔を、垂直方向5.0m、水平方向5.4mとし、地上第一の壁つなぎが地上より4.5mの位置に設けられていることを確認した。,特定建設作業に該当する杭打ち作業により発生する著しい振動について、近隣に影響を及ぼす振動の規制基準の管理のための測定場所を、特定建設作業場所の敷地境界線とした。,3
H30,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,山留め壁・支保工の検討を行うに当たり、山留め壁外周上への掘削土の仮置きや大型の重機械を据え付ける作業がない範囲については、作業荷重及び資材仮置き時の積載荷重として考慮する上載荷重を10kN/m?とした。,山留め支保工の地盤アンカー工法において、地盤アンカーの引抜き耐力が、全数について設計アンカー力の1.1倍以上であることを確認した。,掘削工事において、盤ぶくれの発生が予測されたので、止水性のあるソイルセメント壁を、盤ぶくれの原因となる被圧滯水層の砂礫層に延長して根入れした。,粘性土地盤に設置した山留め壁の撤去に当たり、地盤沈下を引き起こすおそれがあったので、鋼矢板を引き抜いた跡に直ちに砂を充填した。,2
H30,施工,7,,地業工事に関する次の記述のうち、最も不適当なものはどれか。,場所打ちコンクリート杭工事において、特記がなかったので、本杭の施工における各種管理基準値を定めるための試験杭を、最初に施工する1本目の本杭と兼ねることとした。,セメントミルク工法による既製コンクリート杭工事において、支持層の出現深度の確認については、掘削機の電流計の値から換算したN値によることとした。,アースドリル工法による場所打ちコンクリート杭工事において、支持層の確認については、ケリーバーの振れや掘削機の回転抵抗等を参考にしつつ、バケット内の土砂を近傍のボーリング調査における土質柱状図及び土質資料と比較して行った。,セメントミルク工法による既製コンクリート杭工事において、根固め液及び杭周固定液の管理試験に用いる供試体を作製するに当たり、根固め液についてはグラウトプラントで混練した液を、杭周固定液については杭挿入後の掘削孔からオーバーフローした液を、それぞれ採取した。,2
H30,施工,8,,鉄筋工事に関する次の記述のうち、最も不適当なものはどれか。,スラブの配筋において、特記がなかったので、上端筋、下端筋それぞれにスペーサーをスラブ1m?当たり1.3個程度配置した。,普通コンクリート (設計基準強度27N/mm?) の耐力壁の脚部におけるSD295Aの鉄筋の重ね継手については、特記がなかったので、フックなしとし、その重ね継手の長さを40dとした。,機械式継手を用いる大梁の主筋の配筋において、隣り合う鉄筋の継手位置をずらして配筋するに当たり、カップラーの中心間で400mm以上、かつ、カップラー端部の間のあきが40mm以上となるように組み立てた。,D22の主筋のガス圧接継手の外観検査において、鉄筋中心軸の偏心量の合格基準値を5mmとした。,1
H30,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート打放し仕上げ以外に使用するせき板については、特記がなかったので、「合板の日本農林規格」第5条「コンクリート型枠用合板の規格」による板面の品質がB-Cのものが使用されていることを確認した。,型枠の構造計算におけるコンクリートの施工時の水平荷重については、鉛直方向の荷重に対する割合で定めることとし、地震力については考慮しなかった。,外壁の地中部分等の水密を要する部分の貫通孔に用いるスリーブについては、特記がなかったので、硬質ポリ塩化ビニル管が使用されていることを確認した。,防水下地となるコンクリート面における型枠緊張材(丸セパB型)のコーン穴の処理については、水量の少ない硬練りモルタルでコンクリート面と同一になるように充填されていることを確認した。,1
H30,施工,10,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,普通ポルトランドセメントを使用したコンクリート (設計基準強度 27N/mm?) の調合管理強度については、特記がなく、コンクリートの打込みから材齢28日までの期間の予想平均気温が7℃であったので、構造体強度補正値を 6 N/mm? とした。,普通コンクリートにおける構造体コンクリートの圧縮強度の試験については、コンクリートの打込み日ごと、打込み工区ごと、かつ、150m?又はその端数ごとに1回行った。,調合管理強度 36N/mm? スランプ 21cmと指定された高性能AE減水剤を使用したコンクリートにおいて、現場受入れ時のスランプ試験の結果が19.0cmであったので、合格とした。,構造体コンクリート強度の検査において、標準養生による3個の供試体の材齢28日における圧縮強度の平均値がコンクリートの設計基準強度以上であったので、合格とした。,1
H30,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,暑中コンクリート工事の適用期間に関して特記がなく、コンクリートの打込み予定日の日平均気温の平年値が25℃を超えていたので、暑中コンクリート工事として施工計画書を提出させた。,柱、梁、スラブ及び壁に打ち込むコンクリートの粗骨材については、特記がなかったので、最大寸法 25mmの砕石が使用されることを確認した。,コンクリートの打継ぎ面のレイタンスについては、高圧水洗やワイヤーブラシ掛けにより除去し、健全なコンクリート面が露出していることを確認した。,柱や壁の打込み後のコンクリートの養生において、透水性の小さいせき板で保護されている部分については、湿潤養生されているものとみなして、湿潤養生を省略した。,2
H30,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,計画供用期間の級が「標準」の建築物において、プレキャスト部材の屋外側の鉄筋に対するコンクリートの設計かぶり厚さは、特記がなかったので、柱・梁・耐力壁については45mm、床スラブ・屋根スラブについては35mmとした。,プレキャスト部材の現場受入れ時の検査において、製造工場における製品検査に合格した部材であっても、運搬中に起こり得るひび割れ、破損、変形や先付金物の状態等を確認した。,プレキャスト部材を現場打ちコンクリートに接合する部分については、現場打ちコンクリート部分の精度に影響されるため、「プレキャスト部材の位置の許容差」を、特記がなかったので、「現場打ちコンクリート部分の位置の許容差」と同じ値とした。,プレキャスト部材の組立精度の検査は、柱・壁の垂直部材と梁・床の水平部材とも、それぞれ±10mmを判定基準として行った。,1
H30,施工,13,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,高力ボルト接合における摩擦面は、すべり係数値が0.45以上確保できるように、ミルスケールを添え板全面の範囲について除去したのち、一様に錆を発生させることとした。,I形鋼のフランジ部分における高力ボルト接合において、ボルト頭部又はナットと接合部材の面が 1/20 以上傾斜していたので、勾配座金を使用した。,溶接接合において、引張強さ490N/mm?以上の高張力鋼及び厚さ25mm以上の鋼材の組立溶接を被覆アーク溶接(手溶接)とするので、低水素系溶接棒を使用した。,スタッド溶接において、スタッドの仕上り精度については、仕上り高さを指定された寸法の±5mm、スタッドの傾きを15度以内として管理した。,3
H30,施工,14,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,保有水平耐力計算を行わない鉄骨造において、柱脚を基礎に緊結するに当たり、露出形式柱脚としたので、鉄骨柱のベースプレートの厚さをアンカーボルトの径の1.3倍以上とした。,鉄骨造の柱脚部を基礎に緊結するために設置するアンカーボルトについては、特記がなかったので、二重ナット締めを行ってもボルトのねじが3山以上突出する高さで設置した。,完全溶込み溶接部の内部欠陥の検査については、浸透探傷試験により行った。,溶融亜鉛めっき高力ボルト接合において、ナット回転法で行ったので、締付け完了後、ナットの回転量が不足しているものについては、所定の回転量まで追締めを行った。,2
H30,施工,15,,木工事に関する次の記述のうち、最も不適当なものはどれか。,造作材に使用するJISによる「Nくぎ」の代用品として、「FNくぎ」を使用した。,現場における木材の含水率の測定に当たり、測定箇所については、1本の製材の異なる2面について、両小口から300mm以上離れた2箇所及び中央部1箇所とし、計6箇所とした。,構造用合板による大壁造の耐力壁において、山形プレートを用いて土台と柱とを接合する箇所については、山形プレート部分の構造用合板を切り欠き、その近傍の釘打ちについては増し打ちを行った。,軸組構法(壁構造系)において、基礎と土台とを緊結するアンカーボルトの埋込み位置の許容誤差を、±5mmとした。,4
H30,施工,16,,防水工事に関する次の記述のうち、最も不適当なものはどれか。,アスファルト防水工事において、コンクリート下地の乾燥状態については、高周波水分計で測定するとともに、コンクリート打込み後の経過日数により判断した。,アスファルト防水工事において、平場部の防水層の保護コンクリートに設ける伸縮調整目地の割付けについては、パラペット等の立上り部の仕上り面から600mm程度とし、中間部は縦横の間隔を5m程度とした。,シーリング工事において、外部に面するシーリング材の施工に先立ち行う接着性試験については、特記がなかったので、簡易接着性試験とした。,シーリング工事において、2成分形シーリング材については、1組の作業班が1日に行った施工箇所を1ロットとして、ロットごとにサンプルを別に作製し硬化の過程や硬化状態を確認した。,3
H30,施工,17,,左官工事、石張り工事及びタイル工事に関する次の記述のうち、最も不適当なものはどれか。,型枠に塗装合板を用いたコンクリート壁下地へのモルタル塗りについては、下地とモルタルとの有効な付着性能を得るために、下地に高圧水洗処理を施すとともに、ポリマーセメントペーストを塗布し、乾燥しないうちに下塗りを行った。,ビニル床シートを用いた床仕上げ工事における下地については、床コンクリートの直均し仕上げとするに当たり、コンクリートの仕上りの平坦さの標準値を、特記がなかったので、3mにつき7mm以下とした。,石張り工事における内壁空積工法において、下地ごしらえを「あと施工アンカー・横筋流し工法」で行うに当たり、あと施工アンカーに、おねじ形の締込み式アンカーを使用した。,セメントモルタルによる陶磁器質タイル張り工事において、屋内の吹抜け部分の壁タイル張り仕上げ面については、モルタルが硬化した後、工事施工者の自主検査で、打診用ハンマーにより全面の程度について打診を行っていることを確認した。,4
H30,施工,18,,金属工事及びガラス工事に関する次の記述のうち、最も不適当なものはどれか。,軽量鉄骨天井下地工事において、JISによる建築用鋼製下地材を使用したので、高速カッターで切断した面には、亜鉛の犠牲防食作用が期待できることから、錆止め塗料塗りを省略した。,ガラス工事におけるガラスブロック積み工法において、伸縮調整目地については、特記がなかったので、5mごとに幅15mmとした。,軽量鉄骨壁下地工事において、振れ止めについては、JISによる建築用鋼製下地材を使用し、床ランナーから上部ランナーまでの高さが3000mmであったので、床ランナー下端から1500mmの位置に1段目の振れ止めを設けた。,はめ込み構法によるガラス工事において、サッシ枠が地震による面内変形を受けた場合におけるガラスの割れの防止のため、サッシ枠四周のエッジクリアランス(はめ込み溝底とガラスエッジとの間の寸法)を確認した。,2
H30,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,ビニル床シートを用いた床仕上げ工事において、下地が床コンクリート直均し仕上げであったので、ビニル床シートの張付けを、コンクリートの打込みから21日後に行うことを確認した。,仕様ルートにより検証した特定天井については、天井面構成部材と壁及び柱との隙間を6cm以上設けていることを確認した。,外壁乾式工法による石張り工事の施工図等において、石材の形状と寸法については、特記がなかったので、形状が正方形に近い矩形で、1枚の面積が0.8m?以下、有効厚さが30mm以上70mm以下であることを確認した。,カーテンウォール工事において、躯体付け金物の取付け位置の寸法許容差については、特記がなかったので、鉛直方向を±10mm、水平方向を±25mmとした。,4
H30,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート埋込みとなる分電盤の外箱は、型枠に取り付けた。,雷保護設備における引下げ導線については、保護レベルに応じた平均間隔以内として、建築物の外周に沿ってできるだけ等間隔に、かつ、建築物の突角部の近くになるように配置した。,屋内の横走り排水管の勾配の最小値については、呼び径65以下を 1/50 、呼び径125を 1/200 とした。,外壁に設ける換気用ダクトの換気口については、屋外避難階段から2m以上離して設けた。,3
H30,施工,21,,各種工事に関する次の記述のうち、最も不適当なものはどれか。,アースドリル工法による場所打ちコンクリート杭工事において、鉄筋かごの建込みの際の孔壁の欠損によるスライムや建込み期間中に生じたスライムの処理を行う二次スライム処理については、コンクリートの打込み直前に、水中ポンプ方式により行った。,屋根工事において、銅板葺きの留付けに用いる釘や金物については、ステンレス製のものを使用した。,塗装工事において、屋外に露出する亜鉛めっき鋼面への錆止め塗料塗りについては、特記がなかったので、一液形変性エポキシ樹脂さび止めペイントを使用した。,外壁乾式工法による石張り工事において、目地に用いるシーリング材については、特記がなかったので、シリコーン系シーリング材を使用した。,1
H30,施工,22,,鉄筋コンクリート造の耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,既存コンクリートの圧縮強度試験について、コアを壁厚の小さい部位から採取することになり、コア供試体の高さ(h)と直径(d)との比 (h/d) が1.5となったので、 h/d の数値に応じた補正係数を乗じて、直径の2倍の高さをもつ供試体の強度に換算した。,鉄骨枠付きプレースのスタッド溶接完了後の外観試験において、溶接後の仕上り高さと傾きの試験については、スタッドの種類及びスタッド溶接される部材が異なるごと、かつ、100本ごと及びその端数を試験ロットとし、各ロットの1本以上について抜取試験を行った。,既存鉄筋コンクリート造建築物の耐震補強のための鉄骨枠付きプレースの設置工事において、鉄骨枠内に使用するグラウト材の品質管理における圧縮強度試験については、供試体の材齢を3日及び28日として管理を行った。,鉄筋コンクリート造の新設耐震壁の増設工事において、本体打込み式の改良型の金属系アンカーを使用するに当たり、ドリルで穿孔する穿孔深さについては、有効埋込み深さと同じ深さとした。,2
H30,施工,23,,各種改修工事に関する次の記述のうち、最も不適当なものはどれか。,防水改修工事において、既存保護コンクリートの撤去に用いるハンドブレーカーは、躯体や仕上げ材に損傷を与えないように、質量15kg未満のものとした。,アスベスト含有建材の除去工事においては、除去したアスベスト含有吹付け材等の飛散防止のため、除去作業場所にて、所定のプラスチック製の袋の中に入れ、袋の中の空気を十分に抜く際に、この材等が湿潤化していることを確認した。,コンクリート打放し仕上げ外壁のひび割れ部の改修工事において、自動式低圧エポキシ樹脂注入工法で行うに当たり、エポキシ樹脂注入材の注入完了後、注入材が硬化する前に速やかに注入器具を撤去した。,アルミニウム製建具のかぶせ工法による改修工事において、新規建具と鉄筋コンクリート造の躯体との取合い部に用いるシーリング材については、目地深さが所定の寸法であり、新規建具と躯体間の挙動が少ないことが確認できたので、ボンドブレーカーを省略し三面接着とした。,4
H30,施工,24,,建築工事に関する用語とその説明との組合せとして、最も不適当なものは、次のうちどれか。,セトリング (木工事) - 丸太組構法において、丸太組用木材の重みや乾燥収縮により、水平に積んだ丸太組用木材が沈下をおこし、壁の高さが低くなる現象,リバウンド (土工事) - 軟弱な粘性土を掘削した場合に、山留め背面の地盤の回り込みにより掘削底面が膨れ上がる現象,ラミネーション (鉄骨工事) - 鋼材の製造において、種々の酸化物、けい酸塩、硫化物の非金属介在物や気泡等が圧延によって圧延方向に延ばされ層状に分布することによってできる内部の層状欠陥,強化ガラス (ガラス工事) - フロート板ガラスを強化炉で約650℃まで加熱した後、ガラスの両表面に空気を吹き付け急冷してガラス表面付近に強い圧縮応力層を形成し耐風圧強度を約3倍に高めたガラス,3
H30,施工,25,,建築物の監理業務委託契約又は工事請負契約に関する次の記述のうち、四会連合協定「建築設計・監理等業務委託契約約款」又は民間(旧四会)連合協定「工事請負契約約款」に照らして、最も不適当なものはどれか。,監理業務委託契約において、委託者受託者双方の責めに帰すことができない事由により受託者が監理業務を行うことができなくなった場合、受託者は、委託者に対し、既に遂行した業務の割合に応じて業務報酬を請求することができる。,監理業務委託契約において、受託者は、委託者の契約の違反により、受託者に相当な損害が生じたときは、委託者がその責めに帰すことができない事由によることを証明した場合であっても、契約の違反についての別段の定めを規定した場合を除き、委託者に対し、その賠償を請求することができる。,工事請負契約において、受注者は、工事用図書又は監理者の指示によって施工することが適当でないと認めたときは、直ちに書面をもって発注者又は監理者に通知する。,工事請負契約において、施工について、工事用図書のとおりに実施されていない部分があると認められるときは、原則として、監理者の指示によって、受注者は、その費用を負担して速やかにこれを修補又は改造し、このための工期の延長を求めることはできない。,2
