年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H29,構造,16,,鉄骨構造の柱脚の設計に関する次の記述のうち、最も不適当なものはどれか。,露出形式柱脚に使用する「伸び能力のあるアンカーボルト」には、「建築構造用転造ねじアンカーボルト」等があり、軸部の全断面が十分に塑性変形するまでねじ部が破断しない性能がある。,一般的な根巻形式柱脚における鉄骨柱の曲げモーメントは、根巻鉄筋コンクリート頂部で最大となり、ベースプレートに向かって小さくなるので、根巻鉄筋コンクリートより上部の鉄骨柱に作用するせん断力よりも、根巻鉄筋コンクリート部に作用するせん断力のほうが大きくなる。,根巻形式柱脚において、柱脚の応力を基礎に伝達するための剛性と耐力を確保するために、根巻鉄筋コンクリートの高さを鉄骨柱せいの2.5倍以上となるように設計する。,埋込形式柱脚において、鉄骨柱の剛性は、一般に、基礎コンクリート上端の位置で固定されたものとして算定する。,4
H29,構造,17,,鋼材ダンパーを用いた制振構造を採用した鉄骨造の建築物に関する次の記述のうち、最も不適当なものはどれか。,地震時に主架構を無損傷とする目的で、柱梁部材には建築構造用圧延鋼材SN490に比べて、基準強度Fが大きい建築構造用高性能鋼材SA440を用いた。,地震エネルギーを効率的に吸収させるために、鋼材ダンパーには建築構造用圧延鋼材SN400と比べて、伸び能力の優れた建築構造用低降伏点鋼材LY225を用いた。,制振効果を高めるために、鋼材ダンパーの主架構への取付け部の剛性を小さくした。,せん断パネルタイプの鋼材ダンパーについて、地震等による繰返し変形下の疲労に対して累積損傷度による検討を行った。,3
H29,構造,18,,冷間成形角形鋼管柱を用いた鉄骨造の建築物に関する次の記述のうち、最も不適当なものはどれか。,プレス成形角形鋼管の角部は、成形前の素材と比べて、強度及び変形性能が高くなる。,柱と梁との仕口部の接合形式には、一般に、通しダイアフラム形式、内ダイアフラム形式及び外ダイアフラム形式がある。,柱の継手は、一般に、現場溶接となり、継手位置は曲げ応力が小さくなる位置とすることが望ましい。,「耐震計算ルート1-1」の場合は、標準せん断力係数Coを0.3以上とするとともに、柱の設計用応力を割増して、許容応力度を検討しなければならない。,1
H29,構造,19,,基礎の設計を行うための地盤調査に関する次の記述のうち、最も不適当なものはどれか。,地震時の杭の水平抵抗を検討するための孔内水平載荷試験は、杭頭から約5mの深さ又は最大杭径の約5倍の深さまでで実施する。,平板載荷試験により「地盤の支持力特性」の調査ができる範囲は、載荷板幅の1.5～2.0倍程度の深さまでである。,常時微動測定の結果は、地盤の卓越周期の推定や、建築物の地震力の設定に必要な地盤種別の判定に利用される。,粘性土の内部摩擦角は、一軸圧縮試験により求めることができる。,4
H29,構造,20,,杭基礎に関する次の記述のうち、最も不適当なものはどれか。,鉛直荷重が作用する杭の抵抗要素には、先端抵抗と周面摩擦抵抗があり、杭頭に作用する上部構造物の荷重による杭の沈下の発生とともに先端抵抗が先行して発揮され、杭の沈下が増加すると周面摩擦抵抗が発揮される。,地震時に液状化のおそれのある地盤において、杭の水平抵抗を検討する場合には、水平地盤反力係数(単位 kN/m3)の値を低減しなければならない。,地下水位の高い敷地に計画する低層建築物に地下室を設ける場合には、浮力が作用するので、杭の引抜き抵抗力の検討が必要となる。,杭先端の地盤の許容応力度を計算で求める場合に用いるN値は、杭先端付近のN値の平均値とし、その値が60を超えるときは60とする。,1
H29,構造,21,,地盤及び基礎に関する次の記述のうち、最も不適当なものはどれか。,直接基礎の地盤の許容応力度の算定において、根入れ深さDfを評価する場合、隣接する建築物の影響を考慮する必要がある。,杭の長さが長い場合、杭頭の固定度が大きくなるほど、杭頭の曲げモーメントは小さくなる。,支持層が傾斜している地盤に杭基礎を採用する場合、長い杭と短い杭を混用すると、各杭の負担水平荷重の差異やねじれが生じやすい。,地盤沈下のおそれのある敷地において、支持杭を採用する場合には、負の摩擦力による杭の支持力、杭の沈下量等を検討しなければならない。,2
H29,構造,22,,建築構造に関する次の記述のうち、最も不適当なものはどれか。,プレストレストコンクリート構造におけるプレテンション方式は、PC鋼材を緊張した状態でその周りに直接コンクリートを打設し、コンクリートが所定の強度に達した後に緊張端の張力を解放して、PC鋼材とコンクリートとの付着によりプレストレスを導入するものである。,制振構造には、特定の層を柔らかく設計して、その層にダンパーを設置し、建築物に入力された地震エネルギーを効果的に吸収させる方法もある。,免震構造は、規模や用途にかかわらず、戸建て住宅や超高層建築物等、幅広く適用することが可能である。,壁式鉄筋コンクリート構造は、一般に、軒高が20mの地上6階建ての建築物においても採用することができる。,4
H29,構造,23,,合成構造及び混合構造に関する次の記述のうち、最も不適当なものはどれか。,鉄骨梁と鉄筋コンクリートスラブとを頭付きスタッドを介して緊結した合成梁の曲げ剛性の算定に用いる床スラブの有効幅は、鉄筋コンクリート梁の曲げ剛性の算定に用いる床スラブの有効幅と同じとしてもよい。,デッキ合成スラブは、鋼製デッキプレートとその上に打設されるコンクリートとが一体となる構造で、面内せん断力の伝達も期待することができる。,コンクリート充填鋼管(CFT)構造の柱は、同一断面で同一板厚の鋼管構造の柱に比べて、水平力に対する塑性変形性能は高いが耐火性能は同等である。,鉄筋コンクリート構造のコア壁を耐震要素とし、外周部を鉄骨構造の骨組とした架構形式は、大スパン化による空間の有効利用に適している。,3
H29,構造,24,,鉄筋コンクリート造の建築物の構造設計に関する次の記述のうち、最も不適当なものはどれか。,圧密沈下のおそれのある地盤において、直接基礎を採用した建築物の設計に当たり、不同沈下による建築物の損傷を生じにくくするために、基礎形式を独立基礎からべた基礎に変更した。,平面形状が細長い建築物の応力解析において、短辺方向に地震力を受ける場合には、床を剛と仮定しなかった。,床組の振動による使用上の支障がないことを、梁及び床スラブの断面の各部の応力を検討することにより確認した。,片持スラブの設計において、長期荷重に加えて地震時の上下振動を考慮して配筋を決定した。,3
H29,構造,25,,建築物の構造設計に関する次の記述のうち、最も不適当なものはどれか。,鉄骨構造の筋かい付き骨組の保有水平耐力計算において、X形筋かいの耐力は、引張側筋かいの耐力と圧縮側筋かいの座屈後安定耐力とを合算して求めることができる。,鉄骨構造の筋かいに山形鋼を用いる場合、小規模な建築物を除き、山形鋼を2本使用し、ガセットプレートの両側に取り付け、偏心を小さくする。,鉄骨鉄筋コンクリート構造の柱脚を非埋込形式とする場合、柱脚の曲げ終局強度は、アンカーボルトの曲げ終局強度、ベースプレート直下のコンクリートの曲げ終局強度及びベースプレート周囲の鉄筋コンクリートの曲げ終局強度を累加して求める。,鉄骨部材の許容圧縮応力度は、材種及び座屈長さが同じ場合、座屈軸周りの断面二次半径が小さくなるほど大きくなる。,4
H29,構造,26,,免震構造に関する次の記述のうち、最も不適当なものはどれか。,積層ゴムアイソレータを用いた免震構造は、一般に、水平地震動に対する免震効果はあるが、上下地震動に対する免震効果は期待できない。,長期荷重を受ける積層ゴムアイソレータの設計に用いる面圧は、支持軸力を積層ゴムの断面積で除した値とする。,転倒モーメントによりアイソレータに大きな引張軸力が生じる場合は、天然ゴム系の積層ゴムアイソレータを採用する。,天然ゴム系の積層ゴムアイソレータを用いた免震構造においては、アイソレータのみでは減衰能力が不足するので、オイルダンパーや鋼材ダンパー等を組み込む必要がある。,3
H29,構造,27,,木材及び木質系材料に関する次の記述のうち、最も不適当なものはどれか。,木材の曲げ強度は、一般に、気乾比重が大きいものほど大きい。,木材の木裏は、一般に、木表に比べて乾燥収縮が大きいので、木裏側が凹に反る性質がある。,LVLは、日本農林規格(JAS)において「単板積層材」と呼ばれ、主として各層の繊維方向が互いにほぼ平行となるように積層接着されたもので、柱、梁等の線材に使用される。,CLTは、日本農林規格(JAS)において「直交集成板」と呼ばれ、各層の繊維方向が互いにほぼ直角となるように積層接着されたもので、床版、壁等の面材に使用される。,2
H29,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,コンクリートの初期の圧縮強度の発現は、一般に、セメントの粒子が細かいものほど早くなる。,コンクリートの圧縮強度は、一般に、材齢が同じ場合、大気中で養生した供試体よりも、大気と同一温度の水中で養生した供試体のほうが大きくなる。,コンクリートのせん断弾性係数は、一般に、ヤング係数の0.4倍程度である。,局部圧縮を受けるコンクリートの支圧強度は、一般に、全面圧縮を受けるコンクリートの圧縮強度よりも小さい。,4
H29,構造,29,,金属材料に関する次の記述のうち、最も不適当なものはどれか。,板厚40mm以下の建築構造用圧延鋼材SN400Bにおいて、基準強度F及び短期許容引張応力度は、235 N/mm2である。,熱間圧延鋼材の強度は、圧延方向に比べて、板厚方向のほうが小さい傾向がある。,シャルピー衝撃試験の吸収エネルギーが小さい鋼材を使用することは、溶接部の脆性的破壊の防止に有効である。,アルミニウムの線膨張係数は、鉄の約2倍である。,3
H29,構造,30,,建築物の構造設計に関する次の記述のうち、最も不適当なものはどれか。,耐震性能の要求レベルを高くするために、建築主と協議のうえ、「住宅の品質確保の促進等に関する法律」に基づく「日本住宅性能表示基準」に規定される「耐震等級」を、等級3から等級1に変更した。,角形鋼管柱の許容曲げ応力度を、許容引張応力度と同じ値とした。,柱及び梁は、国土交通大臣が定めた構造方法によるプレキャスト鉄筋コンクリート造とし、直接土に接しない部分の鉄筋に対する最小かぶり厚さを2cmとした。,杭を鋼管杭とするに当たり、地盤が強い酸性ではなかったので、その鋼管の腐食代として厚さ1mmを見込んだ。,1
H29,施工,1,,監理者が行う一般的な監理業務に関する次の記述のうち、最も不適当なものはどれか。,監理者は、監理業務の着手に先立って、監理体制・監理業務内容・監理業務の進め方等の監理方針を策定し、建築主、工事施工者等に対してその監理方針を説明する。,監理者は、工事施工者から提出される請負代金内訳書に記載されている項目・数量・単価等の適否について、合理的な方法により検討を行い、その結果を建築主に報告する。,監理者は、工事請負契約の定めにより工事施工者から提出される工程表について、工事請負契約に定められた工期又は設計図書等に定められた品質が確保できないおそれがあると判断した場合には、速やかにその旨を工事施工者に報告する。,監理者は、工事監理に当たり、設計図書等に定めのある方法による確認のほか、目視による確認、抽出による確認、工事施工者から提出される品質管理記録の確認等、確認対象工事に応じた合理的方法により確認を行う。,3
H29,施工,2,,材料管理、品質管理等に関する次の記述のうち、最も不適当なものはどれか。,呼び径150mm以下の硬質ポリ塩化ビニル管の屋外での保管については、ビニル管の反りや変形防止のため、通気性のよいシートで覆い直射日光を避けた平坦な場所に、角材の上に井げた積みで、その高さが1.5m以下であることを確認した。,調合管理強度36 N/mm2、スランプ21cmの高性能AE減水剤を使用したJIS規格品のコンクリートについては、スランプの変動幅が大きくなるため、スランプの許容差が±2.5cmであることを確認した。,外壁工事に用いる押出成形セメント板の保管については、屋内の平坦で乾燥した場所に、台木の上に積置きで、その高さが1.0m以下であることを確認した。,外壁工事に用いるGRC(ガラス繊維補強セメント)パネルについては、特記がなかったので、パネルの辺長の寸法許容差が±3mmであることを確認した。,2
H29,施工,3,,建設工事における技術者の配置、施工管理等に関する次の記述のうち、最も不適当なものはどれか。,元請として建築一式工事を施工する特定建設業者は、当該工事に含まれる請負代金の額が500万円の屋根工事を自ら施工する場合には、当該屋根工事について所定の要件に該当する専門技術者を工事現場に置かなくてはならない。,解体工事業の業種区分の見直しにおいて、平成28年5月31日以前にとび・土工工事業の許可を受けて工作物等の解体工事を営んでいた建設業者は、平成28年6月1日から3年間は経過措置として、解体工事業の許可を受けることなく引き続き解体工事を施工することができる。,地方公共団体から直接建設工事を請け負った建設業者は、特定建設業又は一般建設業の許可にかかわらず、下請契約を締結する全ての工事において、施工体制台帳を作成し、建設工事の目的物を引き渡すまで工事現場ごとに備え置かなければならない。,元請として診療所併用住宅の建築一式工事を施工する特定建設業者は、診療所部分に相当する請負金額が7000万円以上の場合、原則として、当該工事には専任の監理技術者を置かなくてよい。,4
H29,施工,4,,建築工事に関する届出等に関する組合せとして、最も不適当なものは、次のうちどれか。,「土壌汚染対策法」に基づく「一定の規模以上の土地の形質の変更届出書」 - 土地の形質の変更をしようとする者 - 都道府県知事,「廃棄物の処理及び清掃に関する法律」に基づく「産業廃棄物管理票交付等状況報告書」 - 産業廃棄物管理票を交付した排出事業者 - 都道府県知事,「建築基準法」に基づく工事中における「安全上の措置等に関する計画届」 - 建築主 - 都道府県知事,「建築物における衛生的環境の確保に関する法律」に基づく「特定建築物についての届出」 - 特定建築物の所有者等 - 都道府県知事,3
H29,施工,5,,地盤調査及び仮設工事に関する次の記述のうち、最も不適当なものはどれか。,根切り底以深の地盤が粘性土層と砂質土層との互層となっていたので、砂質土層において揚水試験を行い、被圧地下水位、透水係数等を求めて、根切り工事の地下水処理工法を検討した。,地盤の変形や強さ等の支持力特性を直接把握するため、根切り工事後に平板載荷試験を実施した。,枠組足場において、高さ2m以上に設ける作業床の設置に当たり、墜落防止措置のため、床材と建地(支柱)との隙間を12cm未満とした。,吊り足場(ゴンドラの吊り足場を除く。)における作業床の最大積載荷重を定めるに当たり、吊りワイヤロープの安全係数を5とした。,4
H29,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,砂質地盤の掘削工事において、ボイリングの発生する可能性が高いと判断したので、動水勾配を減らすため、止水性のある山留め壁の根入れ長を延長した。,山留め工事における腹起しの継手は、火打材と切ばりとの間の曲げ応力の小さい位置とし、補強プレートとボルトとを使用して連結した。,土工事における根切りについて、粘性土地盤の床付け面を乱してしまったので、掘削土を使用して直ちにローラーによる転圧や締固めを行った。,山留め工事において、切ばりが切ばり支柱の一部と平面的に重なってしまったので、切ばり支柱の一部を切り欠いて補強を行ったうえで、切ばりを通りよくまっすぐに設置した。,3
H29,施工,7,,杭地業工事に関する次の記述のうち、最も不適当なものはどれか。,セメントミルク工法による既製コンクリート杭工事において、特記がなかったので、アースオーガーの支持地盤への掘削深さについては1.5m程度とし、杭の支持地盤への根入れ深さについては0.5m程度とした。,打込み工法による既製コンクリート杭工事において、打込み完了後の杭頭の水平方向の施工精度の目安については、杭径の1/4以下、かつ、100mm以下とした。,場所打ちコンクリート杭工事において、鉄筋かごの主筋間隔が10cm以下になると、コンクリートの充填性が悪くなるので、主筋を2本重ねて配置し、適切な主筋間隔を確保した。,アースドリル工法による場所打ちコンクリート杭工事において、孔壁の崩落防止に安定液を使用したので、杭に使用するコンクリートの単位セメント量を340kg/m3とした。,1
H29,施工,8,,鉄筋工事に関する次の記述のうち、最も不適当なものはどれか。,大梁の主筋の定着に当たり、所定のフックあり定着の長さを確保することができなかったので、大梁の主筋を柱仕口内に90度縦に折り曲げて定着することとし、柱仕口面から大梁の主筋の鉄筋外面までの投影定着長さを柱せいの3/4とした。,溶接継手を用いる大梁の主筋は、隣り合う鉄筋の溶接継手の位置を400mm以上離れるようにずらして配筋した。,大梁の主筋のガス圧接継手の外観検査において、圧接部の膨らみの直径が母材の鉄筋径の1.4倍であったが、膨らみの長さが母材の鉄筋径の1.1倍未満であったので、再加熱し、圧力を加えて所定の膨らみの長さに修正した。,大梁にU字形のあばら筋とともに用いるキャップタイについては、梁天端と段差のないスラブが取り付く側を90度フックとした。,1
H29,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,型枠の構造計算を行うに当たり、コンクリートの打込み速さを10m/h以下、コンクリートの打込み高さを1.5mとして予定していたので、柱の側圧と壁の側圧とを同じ値とした。,型枠支保工の構造計算を行うに当たり、通常のポンプ工法による場合の打込み時の積載荷重として、1.5kN/m2を採用することを確認した。,梁下の支保工を材齢28日以前に取り外す必要があったので、標準養生した供試体の圧縮強度が、設計基準強度以上であることを確認した。,資材の搬出入に伴い、やむを得ずスラブ支柱の盛替えを行う必要がある旨の報告を受けたので、その範囲と方法を定めた施工計画書を作成させ、承認した。,3
H29,施工,10,,表は、コンクリートの計画調合において使用する材料の絶対容積及び質量を記号で表したものである。この表の材料を使用したコンクリートに関する次の記述のうち、最も不適当なものはどれか。ただし、細骨材及び粗骨材は、表面乾燥飽水状態とする。,水セメント比(%)は、E/F×100である。,粗骨材率(%)は、G/(G+H)×100である。,空気量(%)は、{1000-(A+B+C+D)}/1000×100である。,フレッシュコンクリートの単位容積質量(t/㎥)は、(E+F+G+H)/1000である。,2
H29,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリートポンプによるコンクリートの圧送に当たり、コンクリートの圧送に先立って圧送する富調合モルタルについては、型枠内に打ち込まずに全て破棄した。,コンクリート棒形振動機によるコンクリートの締固めにおいては、打込み層ごとに行い、その下層に振動機の先端が入るようにほぼ垂直に挿入し、挿入間隔を60cm以下としたうえで、コンクリートの上面にセメントペーストが浮くまで加振した。,床スラブのコンクリートの打込みをした翌日に、やむを得ず次工程の墨出しを行わなければならなかったので、適切な養生を行いコンクリートに振動や衝撃等の悪影響を与えない作業に限定して承認した。,普通ポルトランドセメントを使用したコンクリートの養生において、外気温の低い時期であったので、コンクリートを寒気から保護し、コンクリートの温度が2°Cを下まわらない期間を3日とした。,4
H29,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,プレキャスト部材の製造に当たり、コンクリートの加熱養生において、前養生時間を3時間とし、養生温度の上昇勾配を15°C/hとした。,プレキャスト部材の製造に当たり、板状のプレキャスト部材の脱型時所要強度については、脱型時にベッドを70～80度に立て起こしてから吊り上げる計画としたので、コンクリートの圧縮強度を5N/mm2とした。,工事現場において、プレキャスト部材のエンクローズ溶接継手については、溶接後の鉄筋の残留応力を小さくするため、同一接合部の溶接作業を連続して行った。,工事現場において、プレキャスト部材と現場打ちコンクリートとの接合部については、コンクリートの打込みに先立ち、豆板等の欠陥を防止するため、散水してせき板及びプレキャスト部材の接合面を湿潤状態にした。,2
H29,施工,13,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,溶接作業において、作業場所の気温が0℃であったので、溶接線の両側約100mmの範囲の母材部分を加熱(ウォームアップ)して溶接した。,完全溶込み溶接とする板厚の異なる突合せ継手において、部材の板厚差による段違いが薄いほうの板厚の1/4以下、かつ、10mm以下であったので、薄いほうの部材から厚いほうの部材へ溶接表面が滑らかに移行するように溶接した。,高力ボルト接合において、接合部に生じた肌すきが2mmであったので、フィラープレートを挿入しないこととした。,トルシア形高力ボルトの締付けの確認において、ナット回転量に著しいばらつきが認められるボルト群に対して、その群の全てのボルトのナット回転量を測定して平均回転角度を算出し、平均回転角度±30度の範囲であったものを合格とした。,3
H29,施工,14,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,工事現場における鉄骨の錆止め塗装において、鋼材表面の温度が50°C以上となり、塗膜に泡を生ずるおそれがあったので、塗装作業を中止した。,鉄骨の建方に先立って行うあと詰め中心塗り工法におけるベースモルタルの施工において、モルタル中心塗り部分のモルタルの塗厚さを60mmとし、養生期間を2日とした。,ロックウール吹付け工法による耐火被覆の施工において、柱の耐火材の吹付け厚さについては確認ピンを使用し、柱の1面に各1箇所以上を差し込んで確認した。,鉄骨の建方精度の管理において、建築物の倒れの管理許容差を、特記がなかったので、鉄骨精度検査基準((一社)日本建築学会「建築工事標準仕様書 鉄骨工事付則6」)に従い、建築物の高さの1/4000に7mmを加えた値以下、かつ、30mm以下とした。,2
H29,施工,15,,木造軸組工法による木工事に関する次の記述のうち、最も不適当なものはどれか。,桁に使用する木材については、継伸しの都合上、やむを得ず短材を使用する必要があったので、その長さを2m内外とし、継手部分は短ざく金物で補強した。,建方精度の許容値は、特記がなかったので、垂直の誤差の範囲を1/1000以下、水平の誤差の範囲を1/500以下とした。,ボルト径が16mmの孔あけ加工は、特記がなかったので、ボルトが木部のボルト孔に密着するように、ボルト孔の径をボルト径に2.0mmを加えた大きさとした。,地表面から高さ1m以下の外周壁内及び水まわり部分に接する壁内における柱、間柱、筋かい、構造用面材及び胴縁類には、特記がなかったので、JIS規格品の表面処理用木材保存剤を塗布した。,2
H29,施工,16,,防水工事に関する次の記述のうち、最も不適当なものはどれか。,シーリング工事において、鉄筋コンクリート造の建築物の外壁に設けるひび割れ誘発目地については、目地底にボンドブレーカーを使用せずに、シーリング材を充填する三面接着とした。,屋根保護防水絶縁工法によるアスファルト防水工事において、砂付あなあきルーフィングを一般平場部に使用したが、立上り部については省略した。,屋根保護防水密着工法によるアスファルト防水工事において、防水層の下地の立上り部の出隅部は面取りとし、入隅部は直角の納まりとした。,アスファルト防水工事において、工期短縮を図るため、プレキャスト化した「塔屋の壁基壇部」と「現場打ちコンクリートのスラブ」とを一体化して防水層の下地とした。,3
H29,施工,17,,左官工事、石張り工事及びタイル工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート壁下地へのモルタル塗りにおいて、下塗りは、吸水調整材の乾燥後に行った。,コンクリート床の石張り工事において、敷モルタルは、容積比でセメント1に対し砂4に少量の水を加え、手で握って形が崩れない程度の硬練りモルタルとした。,接着剤による陶磁器質タイル後張り工法において、屋外に使用する有機系接着剤は、JIS規格品の一液反応硬化形の変成シリコーン樹脂系のものとした。,セメントモルタルによるタイル後張り工法において、床タイル張り面の伸縮調整目地の位置については、特記がなかったので、縦・横ともに5mごとに設けた。,4
H29,施工,18,,金属工事及びガラス工事に関する次の記述のうち、最も不適当なものはどれか。ただし、建築物の天井は、特定天井又はシステム天井に該当しない吊り天井とする。,軽量鉄骨天井下地において、天井のふところが1.5mであったので、吊りボルトの水平補強及び斜め補強に当たり、□-19×10×1.2(mm)の鋼材を使用した。,軽量鉄骨天井下地において、野縁を野縁受に留め付ける留付けクリップのつめの向きについては、野縁受の溝に確実に折り曲げられるように、向きを揃えて留め付けた。,設計図書において、強化ガラスの指定があったが、自然破損の危険性があるので、設計者、建築主、監理者、工事施工者等で協議して合わせガラス仕様に変更した。,アルミニウム製建具へのフロート板ガラスによる複層ガラス(6mm+A6+6mm)のはめ込みに当たり、不定形シーリング材構法における複層ガラスの掛り代を、特記がなかったので、15mm以上確保した。,2
H29,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,カーペットのグリッパー工法において、上敷きの敷詰めは、隙間及び不陸をなくすように伸長用工具により幅500mmにつき200N程度の張力をかけて伸長し、グリッパーに固定した。,木造軸組構法の壁の充填断熱工法(はめ込み工法)における防湿層の設置については、ポリエチレンフィルムの防湿層の継目を柱等の木下地部分に設け、その重ね幅を30mm以上とした。,プレキャストコンクリートカーテンウォールの開口部にY型構造ガスケットの使用に当たり、コンクリート端面からY型ガスケットをプレキャスト版にはめ込むための溝の中心までの寸法を、60mm以上とした。,システム天井において、天井パネルにロックウール化粧吸音板を使用したので、吸音板の軟化を防止するため、工事中の室内湿度が80%を超えないようにした。,1
H29,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,空気調和設備工事に用いるロックウール保温材のうち、ロックウールフェルトについては、特記がなかったので、フェルトの密度が20kg/m3のものを使用した。,合成樹脂製可とう電線管をコンクリートスラブに埋設するので、電線管をスラブ配筋の上端筋と下端筋との間に配管し、コンクリートの打込み時に管が移動しないように専用支持具等を使用して、曲り部分については0.5m以下の間隔で下端筋に結束した。,防火区画の壁を貫通する配電管は、呼び径82mm(外径89mm)の硬質塩化ビニル電線管とし、当該配電管と防火区画との隙間をモルタルで充填した。,エスカレーターの上下乗り場及び踏段で行う検査において、踏段相互間及びスカートガードと踏段との隙間については、エスカレーターの全長にわたって接触することなく5mm以下であることを確認した。,1
H29,施工,21,,各種工事に関する次の記述のうち、最も不適当なものはどれか。,鋼板製屋根用折板を使用した屋根工事において、折板のけらば包みを1.8mの間隔で端部用タイトフレームに取り付けた。,鉄筋コンクリート造の建築物の屋根スラブに縦形ルーフドレンを取り付けるに当たり、梁との干渉がないことを確認のうえ、ルーフドレンの径が150mmであったので、あご付きパラペットのあごの垂直面からルーフドレンの中心までの距離が400mm確保されていることを確認した。,屋上のパラペットにおいて、オープン形式のアルミニウム製笠木の取付けに当たり、笠木部の固定金具の取付け完了後、コーナー部分の笠木を先に取り付け、直線部分の笠木については、両端から定尺部材を取り付け、中央部に調整部材を取り付けた。,建具工事において、防火扉の危害防止装置の検査については、扉の閉鎖時間をストップウォッチにより測定し、扉の質量により運動エネルギーを確認するとともに、プッシュプルゲージにより閉鎖力を測定した。,1
H29,施工,22,,耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の増打ち耐震壁の増設工事において、打継ぎ面となる既存構造体コンクリートの表面については、特記がなかったので、目荒しとしてコンクリートを30mm程度斫り、既存構造体の鉄筋を露出させた。,鉄筋コンクリート造の耐力壁の新設工事において、新規に打ち込むコンクリートについては、壁頭部にグラウト材を注入することとしたので、梁下200mm程度の位置でコンクリートを打ち止めた。,金属系あと施工アンカーの穿孔作業において、穿孔した傾斜角が施工面への垂線に対して5度以内であったので合格とした。,金属系あと施工アンカーの施工後の現場非破壊試験において、引張試験を行うための確認試験荷重は、特記がなかったので、計算で得られた、「アンカーの鋼材による引張荷重」又は「コンクリート破壊による引張荷重」の小さいほうの程度の値2/3とした。,1
H29,施工,23,,各種改修工事に関する次の記述のうち、最も不適当なものはどれか。,かぶせ工法により既存建具を新規建具とする改修において、既存建具の方立・無目・障子等を撤去したうえで、外周枠を残し、その上から新規金属製建具を取り付けた。,塗膜はく離剤工法における既存の防水形複層塗材の塗り仕上げ外壁の改修において、特記がなかったので、試験施工を行ったうえで、既存の弾性を有する有機系塗膜を全面除去した。,タイル張り仕上げ外壁の改修において、モザイクタイルの広範囲にわたる浮きの改修については、注入口付アンカーピンニングエポキシ樹脂注入タイル固定工法を採用した。,シーリング再充填工法による防水改修において、既存シーリング材の除去については、目地被着体に沿ってカッターにより切込みを入れ、既存シーリング材をできる限り除去した後に、サンダー掛け等により清掃を行った。,3
H29,施工,24,図あり,鉄骨工事におけるV形開先の突合せ継手において、図に示す記号部とその名称の組合せとして、正しいものは、次のうちどれか。A-Dの名称,ベベル角度 - 開先角度 - ルート深さ - ギャップ,ベベル角度 - 開先角度 - ルート面 - ルート間隔,開先角度 - ベベル角度 - ルート面 - ルート間隔,開先角度 - ベベル角度 - ルート深さ - ギャップ,3
H29,施工,25,,建築物の監理業務委託契約又は工事請負契約に関する次の記述のうち、四会連合協定「建築設計・監理等業務委託契約約款」又は民間(旧四会)連合協定「工事請負契約約款」に照らして、最も不適当なものはどれか。,監理業務委託契約において、委託者及び受託者は、受託者が監理業務を行うに当たり協議をもって決定した事項については、原則として速やかに、書面を作成し、記名・押印する。,監理業務委託契約において、監理業務を原設計者と異なる建築士に委託したとき、委託者は、監理業務の段階において、設計成果物について変更の必要が生じた場合、原則として、設計変更業務を原設計者に別途委託しなければならない。,工事請負契約において、受注者は、設計図書等に発注者又は監理者の立会いのうえ施工することを定めた工事を施工するときは、事前に発注者又は監理者に通知する。,工事請負契約において、受注者は、工事を完了したときは、設計図書等のとおりに実施されていることを確認して、監理者に検査を求め、監理者は、速やかにこれに応じて検査を行う。,4
