年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和2年,構造,17,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,引張力を負担する筋かいを保有耐力接合とするためには、筋かい軸部の降伏耐力より、筋かい端部及び接合部の破断耐力を大きくする必要がある。,H形鋼等の開断面の梁が曲げを受けたとき、ねじれを伴って圧縮側のフランジが面外にはらみ出して座屈する現象を横座屈という。,ラーメン架構の柱及び梁に、建築構造用圧延鋼材SN400Bを用いる代わりに同一断面のSN490Bを用いることで、弾性変形を小さくすることができる。,H形鋼の梁の設計において、板要素の幅厚比を小さくすると、局部座屈が生じにくくなる。,3
令和2年,構造,18,,鉄骨構造の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1-1」で計算する場合であっても、特定天井がある場合は、特定天井に関する技術基準に適合することを確かめる必要がある。,「ルート1-2」で、厚さ6mm以上の冷間成形角形鋼管を用いた柱を設計する場合、地震時応力の割増し係数は、建築構造用冷間ロール成形角形鋼管BCRより、建築構造用冷間プレス成形角形鋼管BCPのほうが大きい。,「ルート2」で計算する場合、地上部分の塔状比が4を超えないことを確かめる必要がある。,「ルート3」で、建築構造用冷間プレス成形角形鋼管BCPの柱が局部崩壊メカニズムと判定された場合、柱の耐力を低減して算定した保有水平耐力が、必要保有水平耐力以上であることを確認する必要がある。,2
令和2年,構造,19,,土質及び地盤に関する次の記述のうち、最も不適当なものはどれか。,砂のせん断力に対する抵抗力の大きさは、標準貫入試験で得られるN値と相関関係にある。,粘土の変形特性は、一般に、粘土中に含まれる水分量と関係がある。,締固め工法による地盤改良は、一般に、液状化対策としての効果はない。,地盤の極限鉛直支持力は、一般に、土のせん断破壊が生じることにより決定される。,3
令和2年,構造,20,,基礎の設計のための地盤調査に関する次の記述のうち、最も不適当なものはどれか。,基礎を支持する砂礫層直下の粘性土層の圧密沈下の特性を把握するために、粘性土の乱さない試料をサンプリングして、一軸圧縮試験を実施した。,事前調査の結果、地層の構成が推定できなかったので、予備調査を実施した後に、本調査のボーリングの位置及び数量を決定した。,液状化のおそれがある埋立て土層があったので、地下水位調査と粒度試験を実施した。,高層建築物の耐震設計上必要となる地盤特性を調査するために、PS検層を実施した。,1
令和2年,構造,21,,基礎の設計に関する次の記述のうち、最も不適当なものはどれか。,直接基礎として支持力はあるが、基礎の沈下が過大となるおそれがある地盤に建つ建築物において、基礎の平均沈下量及び不同沈下量を低減するために、パイルド・ラフト基礎を採用した。,地震時に液状化のおそれのある地盤であったので、杭の水平抵抗を検討する際に、水平地盤反力係数(単位kN/m^2)の値を低減した。,一つの建築物において、高層部には杭基礎、低層部には直接基礎を採用したので、鉛直荷重時の不同沈下の検討のみを行い、基礎及び上部構造に障害が生じないことを確認した。,地盤沈下が生じている埋立て地盤において、杭に負の摩擦力が生じるおそれがあったので、杭の表面に潤滑材を塗布することで対応した。,3
令和2年,構造,22,,「壁式鉄筋コンクリート造」及び「壁式ラーメン鉄筋コンクリート造」の建築物に関する次の記述のうち、最も不適当なものはどれか。,壁式鉄筋コンクリート造の建築物では、壁梁の幅を、壁梁に接している耐力壁の厚さと同じにすることができる。,壁式鉄筋コンクリート造の建築物では、直交壁の取り付いた耐力壁の曲げ剛性を評価する場合、直交壁の効果を考慮することができる。,壁式鉄筋コンクリート構造は、一般に、壁式ラーメン鉄筋コンクリート構造に比べて、軒の高さの高い建築物に適用することができる。,壁式ラーメン鉄筋コンクリート造の建築物では、張り間方向の外壁となる構面には最下階から最上階まで連続する連層耐力壁を設置する必要がある。,3
令和2年,構造,23,,各種建築構造に関する次の記述のうち、最も不適当なものはどれか。,プレストレストコンクリート構造におけるポストテンション方式は、PC鋼材の周りに直接コンクリートを打設し、コンクリートが所定の強度に達した後にPC鋼材の緊張を行って、PC鋼材とコンクリートとの付着力により、コンクリートにプレストレスを導入するものである。,プレキャストプレストレストコンクリート造の床版では、周囲の梁との接合部を、長期及び短期に生じる応力を相互に伝達できるように設計する。,鉄骨鉄筋コンクリート構造の架構応力の計算では、鋼材の影響が小さい場合には、全断面についてコンクリートのヤング係数を用いて部材剛性を評価することができる。,コンクリート充填鋼管(CFT)造の柱では、梁から伝達されるせん断力の一部を充填コンクリートに負担させる場合、鋼管と充填コンクリートとの間で応力伝達ができるように設計する。,1
令和2年,構造,24,,建築物の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造建築物の設計用一次固有周期Tを、略算法でなく固有値解析等の精算によって求める場合には、建築物の振動特性はコンクリートにひび割れのない初期剛性を用い、かつ、基礎や基礎杭の変形はないものと仮定する。,構造特性係数Dsは、一般に、架構の減衰が小さいほど小さくすることができる。,各階の保有水平耐力計算において、剛性率が0.6を下回る場合、又は、偏心率が0.15を上回る場合には、必要保有水平耐力の値を割増しする。,限界耐力計算において、塑性化の程度が大きいほど、一般に、安全限界時の各部材の減衰特性を表す係数を大きくすることができる。,2
令和2年,構造,25,,免震構造に関する次の記述のうち、最も不適当なものはどれか。,免震構造において、上部構造の地震時応答せん断力を小さくするには、一般に、ダンパーの減衰量をできるだけ大きくすることが有効である。,免震構造において、上部構造の層せん断力係数は、一般に、Ai分布と異なる分布となる。,免震構造に用いられるオイルダンパーは、免震層平面の外周部に設置すると、免震層のねじれ変形を抑制する効果がある。,免震構造に用いられるすべり支承には、減衰機能はあるが、復元機能はない。,1
令和2年,構造,26,,建築物の構造設計及び耐震補強に関する次の記述のうち、最も不適当なものはどれか。,プレストレストコンクリート構造において、クリープ等によるプレストレスの減少率は、一般に、プレテンション方式に比べて、ポストテンション方式のほうが小さい。,コンクリート充填鋼管(CFT)造の柱は、コンクリートが充填されていない同じ断面の中空鋼管の柱に比べて、剛性は高いが水平力に対する塑性変形性能は低い。,鉄骨構造において、露出柱脚の最大せん断耐力は、「摩擦により抵抗するせん断耐力」と「アンカーボルトのせん断耐力」のいずれか大きいほうとする。,鉄筋コンクリート造の既存建築物の耐震改修において、柱への炭素繊維巻き付け補強は、柱の曲げ耐力を大きくする効果は期待できない。,2
令和2年,構造,27,,木材に関する次の記述のうち、最も不適当なものはどれか。,木材のクリープによる変形は、一般に、気乾状態に比べて、湿潤状態のほうが大きい。,木材は樹種により腐朽菌に対する抵抗性が異なるので、腐朽しやすい土台などには、ひば、ひのきなどの耐朽性のある樹種を使用することが望ましい。,木材の含水率は、水分を含まない木材実質の質量に対する木材に含まれる水の質量の百分率として定義される。,木材の繊維方向の基準材料強度は、一般に、圧縮に比べて、引張のほうが大きい。,4
令和2年,構造,28,,コンクリートの一般的な性質に関する次の記述のうち、最も不適当なものはどれか。,水中で養生したコンクリートの圧縮強度は、同一温度の大気中で養生したものよりも大きくなる。,一軸圧縮を受けるコンクリート円柱試験体の圧縮強度時ひずみは、圧縮強度が大きいほど大きくなる。,コンクリートのスランプは、コンクリートの単位水量が小さいほど大きくなる。,コンクリートのヤング係数は、コンクリートの気乾単位体積重量が大きいほど大きくなる。,3
令和2年,構造,29,,鋼材等に関する次の記述のうち、最も不適当なものはどれか。,シャルピー衝撃試験の吸収エネルギーの大きい鋼材を使用することは、溶接部の脆性破壊を防ぐために有利である。,建築構造用圧延鋼材SN490Bの引張強さの下限値は、490 N/mm^2である。,アルミニウム合金の線膨張係数は、炭素鋼の約1/2倍である。,ステンレス鋼は、炭素鋼に比べて、耐食性、耐火性に優れている。,3
令和2年,構造,30,,特定天井に関する次の記述のうち、最も不適当なものはどれか。,高さが6mを超え、水平投影面積が200m?を超え、かつ単位面積質量が2kg/m?を超える天井は、天井の支持方式にかかわらず、特定天井に該当する。,天井脱落対策に係る技術基準では、稀に生じる地震動(中地震時)において天井が損傷しないことを検証することとしている。,既存建築物においては、落下防止措置としてネットやワイヤーにより一時的に天井の脱落を防ぐ方法も許容される。,免震建築物においても、特定天井については、天井脱落対策に係る技術基準が定められている。,1
令和2年,施工,1,,監理者が行う一般的な監理業務に関する次の記述のうち、「建築士事務所の開設者がその業務に関して請求することのできる報酬の基準(平成31年国土交通省告示第98号)」の「工事監理に関する標準業務及びその他の標準業務」の内容に照らして、最も不適当なものはどれか。,監理者は、設計図書の内容を把握し、設計図書に明らかな矛盾、誤謬、脱漏、不適切な納まり等を発見した場合には、工事施工者に確認したうえで、設計者に報告する。,監理者は、設計図書の定めにより、工事施工者が提案又は提出する工事材料、設備機器等(当該工事材料、設備機器等に係る製造者及び専門工事業者を含む。)及びそれらの見本が設計図書の内容に適合しているかについて検討し、建築主に報告する。,監理者は、設計図書の定めにより、工事施工者が作成し、提出する施工計画(工事施工体制に関する記載を含む。)について、工事請負契約に定められた工期及び設計図書に定められた品質が確保できないおそれがあるかについて検討し、確保できないおそれがあると判断するときは、その旨を建築主に報告する。,監理者は、工事請負契約に定められた指示、検査、試験、立会い、確認、審査、承認、助言、協議等(設計図書に定めるものを除く。)を行い、また工事施工者がこれを求めたときは、速やかにこれに応じる。,1
令和2年,施工,2,,工事現場の管理等に関する次の記述のうち、最も不適当なものはどれか。,騒音規制法に定める指定地域内で行われる特定建設作業に伴って発生する騒音が、当該作業の場所の敷地の境界線において、85dB以下となるように管理した。,鉄筋コンクリート造の外壁へのタイル割りについては、外周の躯体寸法、外壁開口寸法等にかかわるため、コンクリートの躯体図の作成に先立ち行った。,工事現場に専任の監理技術者を配置すべき工事であったが、監理技術者が技術研鑽のための研修への参加により短期間、当該工事現場を離れることとなったので、発注者の了解のもと、必要な資格を有する代理の技術者を配置した。,建築物内部の枠組足場の組立及び解体作業において、1段目の枠組足場上の作業であったので、満16歳の者を従事させた。,4
令和2年,施工,3,,材料管理、品質管理等に関する次の記述のうち、最も不適当なものはどれか。,既製コンクリート杭の荷降ろしに当たっては、杭の両端から杭の長さの1/5の位置付近の2点で支持しながら、杭に衝撃を与えないように行った。,JISに適合する異形鉄筋の種類の確認において、SD295Aについては圧延マークによる表示がないことを、SD345については圧延マークによる表示が「突起の数1個(・)」であることを、目視により行った。,外壁工事に使用する押出成形セメント板の保管については、積置き場所を平坦で乾燥した屋内とし、台木を配置したうえで、積置き高さを最大で1.2mとした。,塗料については、使用直前に撹拌したところ、撹拌しても再分散しない沈殿物、皮ばり、凝集等の現象が生じていたので、こしわけによりこれらを取り除いて使用した。,3
令和2年,施工,4,,建築工事等の届出等に関する次の記述のうち、最も不適当なものはどれか。,"10階建ての病院(5階以上の階における病院部分の床面積の合計が1,500m?を超えるもの)において、避難施設に関する工事中に当該病院を使用する計画であったので、その工事に先立ち、建築主が特定行政庁あてに「安全上の措置等に関する計画届」を提出した。",電波法に基づく伝搬障害防止区域内における高さ35mの建築物の新築工事において、当該工事の着手前に、建築主が総務大臣あてに「高層建築物等予定工事届」を提出した。,高さ35mの建築物の新築工事において、当該工事の開始の日の14日前までに、事業者が労働基準監督署長あてに「建設工事計画届」を提出した。,既存建築物を除却し、引き続き同じ敷地に床面積の合計が200m?の建築物を新築する工事に先立ち、当該既存建築物の床面積の合計が100m?であったので、当該工事の施工者が特定行政庁あてに「建築物除却届」を提出した。,4
令和2年,施工,5,,地盤調査及び仮設工事に関する次の記述のうち、最も不適当なものはどれか。,地盤の平板載荷試験において、試験地盤面については、直径30cmの円形の載荷板の中心から1.2mの範囲を水平に整地した。,建築物の高さと位置の基準となるベンチマークについては、工事中に移動のおそれのない位置に設けたコンクリート杭及び前面道路の2箇所に設け、相互に確認できる位置とした。,風荷重を受けるシート類を設けない枠組足場の構面からの墜落防止措置として、交差筋かい及び高さ10cmの幅木を設けた。,工事を行う部分と隣家との水平距離が5mであったので、落下物による危害を防止するため、地上からの高さが5mの位置に防護棚(朝顔)の1段目を設けた。,3
令和2年,施工,6,,大規模な土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,掘削工事において、ボイリングの発生が予測されたので、地下水を遮断するために止水性のある山留め壁の根入れを難透水層まで延長した。,掘削工事において、盤ぶくれの発生が予測されたので、地下水位を低下させるために掘削底面(難透水層)下の被圧帯水層にディープウェルを差し込んだ。,ソイルセメント壁の施工において、掘削対象土が撹拌不良となりやすいロームを含んでいる地層であったので、入念に原位置土とセメント系懸濁液との撹拌を行った。,山留め支保工の架設において、切張りに設置する盤圧計については、その軸力を正しく計測するために、両側の腹起しから最も離れた位置として、切張り支点間の中央に設置した。,4
令和2年,施工,7,,地業工事に関する次の記述のうち、最も不適当なものはどれか。,場所打ちコンクリート杭工事において、安定液中に打ち込む杭に使用するコンクリートの単位セメント量については、310kg/m?とした。,場所打ちコンクリート杭工事において、余盛り部分を所定の位置まではつり処理を行う計画であったので、処理の時期をコンクリート打込み後14日経過した後とした。,セメントミルク工法による既製コンクリート杭工事において、根固め液及び杭周固定液に使用するセメントについては、地下水に硫酸塩を含む場所であったので、高炉セメントを使用した。,セメントミルク工法による既製コンクリート杭工事において、掘削後のアースオーガーの引き上げについては、掘削時と同様にアースオーガーを正回転させながら行った。,1
令和2年,施工,8,図あり,鉄筋工事におけるガス圧接継手の外観検査の検査項目とその外観形状について、鉄筋の継手の構造方法の規定に照らして、最も不適当なものは、次のうちどれか。ただし、鉄筋の種類はSD345とする。,"圧接面のずれ: 6mm, 鉄筋径25mm","圧接部の膨らみの直径: 35mm, 鉄筋径25mm","圧接部の膨らみの長さ: 27mm, 鉄筋径25mm","鉄筋中心軸の偏心量: 4mm, 鉄筋径25mm",3
令和2年,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,型枠の構造計算を行うに当たり、コンクリートの打込み速さを10m/h以下、コンクリートの打込み高さを1.5m以下として計画したので、柱の側圧と壁の側圧とを同じ値とした。,パイプサポートを支柱に用いる型枠支保工については、その高さが3.5mを超える計画としたので、高さ2.0mごとに水平つなぎを二方向に設け、かつ、水平つなぎの変位を防止する措置を行った。,パラペットのコンクリートとスラブとを一体に打ち込むに当たり、パラペットの型枠を浮かし型枠とする箇所については、コンクリートの打込み時に型枠が動かないように、外部足場に固定した。,基礎のコンクリートに使用するセメントが普通ポルトランドセメントから高炉セメントB種に変更となったので、コンクリートの材齢によるせき板の最小存置期間を普通ポルトランドセメントの場合より長く設定した。,3
令和2年,施工,10,図あり,"レディーミクストコンクリートの受入れ時の検査について、表のA~Cの圧縮強度試験の結果に対する調合管理強度の判定に関する次の記述のうち、最も適当なものはどれか。ただし、コンクリートの調合管理強度は30N/mm?とし、1回の試験には任意の1台の運搬車から採取したコンクリート試料で作製した3個の供試体を用いるものとする。\n[A: 1回目33.0, 2回目34.5, 3回目31.5, 総平均33.0]\n[B: 1回目26.5, 2回目33.0, 3回目32.0, 総平均30.5]\n[C: 1回目28.0, 2回目30.0, 3回目30.5, 総平均29.5]",Aは「合格」、B及びCは「不合格」と判定する。,A及びBは「合格」、Cは「不合格」と判定する。,A及びCは「合格」、Bは「不合格」と判定する。,A、B及びCを「合格」と判定する。,2
令和2年,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,高炉セメントB種を使用したコンクリートの調合管理強度について、特記がなく、コンクリートの打込みから材齢28日までの期間の予想平均気温が8~10℃であったので、構造体強度補正値を3N/mm?とした。,高強度コンクリートの自己収縮を抑制するために、所要のワーカビリティーが得られる範囲で、高性能AE減水剤の使用量を増やして単位水量を小さくしたうえで、単位セメント量をできるだけ小さくした。,マスコンクリートの表面ひび割れの低減のため、表面を断熱養生マットで覆うことにより養生した。,柱や壁の型枠へのコンクリートの打込みにおいて、コンクリートが分離しない範囲で、自由落下により打ち込んだ。,1
令和2年,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,製造工場におけるプレキャスト部材コンクリートの脱型時の圧縮強度については、プレキャスト部材と同一養生を行った供試体の圧縮強度試験の結果により確認した。,プレキャスト梁部材の長さについては、特記がなかったので、許容差を±10mmとして製品の寸法精度の管理を行った。,エンクローズ溶接継手によるプレキャスト部材相互の接合において、溶接作業については、建築物の外周部から中央部へ順次行った。,液状シールによるプレキャスト屋根部材の接合部の防水において、液状シールの塗布幅については、目地幅端部より両端とも60mm以上とした。,3
令和2年,施工,13,,鉄骨工事に関する次の記述のうち、監理者が行った行為として、最も不適当なものはどれか。,スタッド溶接完了後、1ロットにつき1本を抜き取って行った打撃曲げ試験の結果が不合格となったロットにおいて、当該ロットからさらに2本のスタッドを試験し2本とも合格したものについては、当該ロットが合格となっていることを確認した。,工作図において、鉄筋貫通孔の孔径についての特記がなかったので、異形鉄筋D25の孔径の最大値が38mmとなっていることを確認した。,トルシア形高力ボルトの締付け後の検査において、ナット回転量が群の平均値から算出した許容範囲から過小と判定されたものについては、その範囲に入るように追締めが行われていることを確認した。,ロックウール吹付け工法による耐火被覆において、柱の耐火材の吹付け厚さについては、厚さ確認ピンが柱の1面に各1箇所以上差し込まれていることを確認した。,3
令和2年,施工,14,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,受入検査において、完全溶込み溶接部の超音波探傷検査については、特記がなかったので、抜取検査により実施した。,鉄骨の建方精度の管理において、特記がなかったので、柱の各節の倒れの管理許容差を、節の高さの1/700以下、かつ、20mm以下とした。,建方作業において、溶接継手におけるエレクションピースに使用する仮ボルトは、高力ボルトを使用して全数締め付けた。,溶接作業において、作業場所の気温が-2℃であったので、溶接線より両側約100mmの範囲の母材部分を加熱して溶接した。,2
令和2年,施工,15,,木工事に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の建築物の内部工事において、間仕切軸組として使用する木材の樹種については、特記がなかったので、杉とした。,鉄筋コンクリート造の建築物の内部工事において、造作材に使用する木材の含水率については、特記がなかったので、工事現場搬入時に高周波水分計により測定した含水率が15%以下であることを確認した。,木造軸組工法において、筋かいが間柱と取り合う部分については、間柱を筋かいの厚さだけ欠き取って筋かいを通した。,木造軸組工法において、基礎と土台とを緊結するアンカーボルトについては、耐力壁の両端の柱の下部付近及び土台継手の下木の端部付近に設置した。,4
令和2年,施工,16,,防水工事に関する次の記述のうち、監理者が行った行為として、最も不適当なものはどれか。,屋内防水密着工法によるアスファルト防水工事において、平場の鉄筋コンクリートの打継ぎ部については、幅50mm程度の絶縁用テープを張り付けた後、幅300mm程度のストレッチルーフィングの増張りが行われていることを確認した。,接着工法による合成高分子系シート防水工事において、加硫ゴム系シートの接合幅(重ね幅)については、平場部、立上り面ともに100mmとなっていることを確認した。,陸屋根のステンレスシート防水工事において、部分吊子とした吊子の固定間隔(はぜ方向)については、一般部600mm、端部450mm、隅角部300mmとなっていることを確認した。,シーリング工事において、ノンワーキングジョイントの鉄筋コンクリート造の外壁の収縮目地については、三面接着となっていることを確認した。,2
令和2年,施工,17,,左官工事、タイル工事及び石工事に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の外壁へのモルタル塗りにおいて、下塗りとしてポリマーセメントを調合したモルタルを塗り付ける際の1回の塗厚については、7mmとなるようにした。,セメントモルタルによるタイル後張り工法における密着張りにおいて、張付けモルタルの1回の塗付け面積の限度については、2m?/人以下とし、かつ、60分以内に張り終える面積とした。,モルタル下地への有機系接着剤によるタイル後張り工法において、外壁のタイル張りの施工の前に下地面の清掃を行い、下地面を十分に乾燥させた。,外壁乾式工法による鉛直面への石工事において、上下の石材間の目地幅の調整に使用したスペーサーを撤去した後に、シーリング材を充填した。,2
令和2年,施工,18,,ガラス工事及び金属工事に関する次の記述のうち、最も不適当なものはどれか。,ガラス工事において、グレイジングチャンネル構法によりサッシにガラスをはめ込んだので、セッティングブロックを使用しなかった。,化粧せっこうボード張りの軽量鉄骨天井下地において、吊りボルトの間隔については900mm程度とし、天井の周辺部の吊りボルトについては端から200mmの位置に配置した。,軽量鉄骨壁下地のスペーサーについては、スタッドの両端及び振れ止めの位置を押さえ、間隔600mm程度に取り付けた。,鋼製の手摺の取付けに当たって、手摺の支柱については、コンクリート及びモルタルの中に入る部分であっても、錆止めの処置を行った。,2
令和2年,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,ビニル床シート張りにおける床シートの目地処理については、特記がなかったので、熱溶接工法とし、ビニル床シート張付け後、接着剤が硬化した状態を見計らって行った。,縦壁ロッキング構法によるALCパネル工事において、外壁の縦壁と連続するパラペット部分については、その外壁のALCパネルの厚さの6倍の長さをはね出して使用した。,吹付け硬質ウレタンフォームによる断熱材現場発泡工法において、吹付け厚さの許容誤差については、±10mmとした。,カーテンウォール工事において、プレキャストコンクリートカーテンウォール部材の取付け位置における目地の幅の寸法許容差については、特記がなかったので、±5mmとした。,3
令和2年,施工,20,,鉄筋コンクリート造の建築物の設備工事に関する次の記述のうち、監理者が行った行為として、最も不適当なものはどれか。,雑用水管については、誤接続がないことを確認するために、衛生器具等の取付け完了後、系統ごとに着色水を用いた通水試験が行われたことを確認した。,機械室が屋上階にある乗用エレベーターの地震感知器については、P波感知器が機械室に、S波感知器が昇降路底部に、設置されていることを確認した。,電池内蔵形の非常用の照明装置における照度測定については、外光の影響を受けない状況下において、内蔵電池への切替え後に行われたことを確認した。,接地工事において、接地極の埋設については掘削部埋戻し前に、接地線の構造体への接続についてはコンクリート打設前に、立会い確認を行った。,2
令和2年,施工,21,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,機械設備工事におけるスリーブについては、保温材の厚さを含んだ管の外径よりも40mm大きい径のものとした。,鉄筋コンクリートの躯体に埋設する合成樹脂製可とう電線管については、PF管を使用した。,建築物内部の同一のコンクリートピット内に高圧ケーブルと低圧ケーブルとを配線するに当たり、それらの間に耐火性のある堅牢な隔壁を設けたので、高圧ケーブルと低圧ケーブルとの間の離隔距離については、特に配慮しなかった。,呼び径80の一般配管用ステンレス鋼鋼管を用いた給水管の横走り配管については、吊り金物による支持間隔を3.0mとした。,4
令和2年,施工,22,,鉄筋コンクリート造の建築物の耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,鋼板巻き工法による柱補強工事において、鋼板の形状を角形としたので、コーナー部分の曲げ加工の内法半径については、鋼板の板厚の2.5倍とした。,枠付き鉄骨ブレースの設置工事において、既存の柱や梁に施す目荒しについては、電動ピックを用いて、平均深さで2~5mm程度の凹面を、その合計の面積が打継ぎ面の20%程度の面積となるように全体にわたって付けた。,耐震壁を増設する工事において、コンクリートの打込みを圧入工法で行うに当たり、型枠上部に設けたオーバーフロー管の流出先の高さについては、既存梁の下端から10cm高い位置とした。,既存壁の開口部を閉塞して耐震壁とする工事において、開口部周囲のはつり出した壁筋と新設の壁筋との継手については、無理に台直しを行わず、0.2L(L: 重ね継手の長さ)以下、かつ、150mm以下の隙間を開けた「あき重ね継手」とした。,1
令和2年,施工,23,,鉄筋コンクリート造の建築物の各種改修工事に関する次の記述のうち、最も不適当なものはどれか。,既存保護層を撤去し、既存アスファルト防水層を残して行う防水改修工事において、既存アスファルト防水層の継目等の剥離箇所及び浮き部分については、切開し、バーナーで熱した後、溶融アスファルトを充填し、張り合わせた。,防水改修工事において、防水層撤去後の新設防水層の下地となる既存コンクリート面の欠損部については、ポリマーセメントモルタルにより平滑に補修した。,タイル張り仕上げ外壁で、構造体コンクリートと下地モルタルとの間に浮きが発生している箇所を、アンカーピンニング部分エポキシ樹脂注入工法により固定する工事において、アンカーピン固定部の穿孔については、タイルの目地部分に構造体コンクリート中に30mmの深さに達するまで行った。,コンクリート打放し仕上げ外壁の改修工事において、ひび割れ幅が0.2mmから1.0mmの間に分布していたので、ひび割れ部改修工法としてシール工法を採用した。,4
令和2年,施工,24,,建築工事に関する用語とその説明との組合せとして、最も不適当なものは、次のうちどれか。,CLT: 切削機械により切削した単板を、主としてその繊維方向を互いにほぼ平行にして積層接着した木質材料,粉体塗装: アルミニウム建材等に使用される塗装方法で、溶剤などの溶媒を含まず、VOC(揮発性有機化合物)の低減が図れる粉体塗料を用いて塗膜を形成させる塗装方法,ミルシート: 製鋼所で発行する鋼材の化学成分、機械的性質などが記されている試験成績書で、その材料がJIS等に適合していることを保証する規格品証明書,溶接ゲージ: 隅肉溶接ののど厚、脚長やビード幅、アンダーカット深度等を測定する器具,1
令和2年,施工,25,,建築物の工事請負契約又は監理業務委託契約に関する次の記述のうち、民間(旧四会)連合協定「工事請負契約約款」(平成29年12月改正)又は四会連合協定「建築設計・監理等業務委託契約約款」(平成27年2月改正)に照らして、最も不適当なものはどれか。,工事請負契約において、受注者は、この契約を締結した後すみやかに請負代金内訳書及び工程表を監理者に提出し、工程表については監理者の承認を受ける。,工事請負契約において、受注者が定める現場代理人は、当該工事現場における施工の技術上の管理をつかさどる監理技術者と兼務することができる。,監理業務委託契約において、受託者は、委託者の承諾を得て監理業務の一部について、他の建築士事務所の開設者に委託した場合、委託者に対し、当該他の建築士事務所の開設者の受託に基づく行為全てについて責任を負う。,監理業務委託契約において、監理業務を原設計者と異なる建築士に委託したとき、委託者は、監理業務の段階において、設計成果物について変更の必要が生じた場合、原則として、設計変更業務を原設計者に別途委託しなければならない。,1
