年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和6年,構造,18,,鉄骨構造の設計に関する次の記述のうち、最も不適当なものはどれか。,骨組の塑性変形能力を確保するために定められている柱及び梁の幅厚比の上限値は、基準強度Fが大きいほど大きくなる。,引張力を負担する筋かいを保有耐力接合とするためには、筋かい端部及び接合部の破断耐力を、軸部の降伏耐力に比べて十分に大きくする必要がある。,保有耐力横補剛の方法には、「梁の全長にわたって均等間隔に横補剛を設ける方法」と、「梁の端部に近い部分を主として横補剛する方法」等がある。,繰返し応力を受けない部材及び接合部は、一般に、疲労についての検討を必要としない。,1
令和6年,構造,19,,地盤及び土質に関する次の記述のうち、最も不適当なものはどれか。,圧密対策としては、鉛直ドレーン (排水工法)と盛土荷重などを組み合わせて圧密時間を短縮する方法が効果的である。,液状化対策としては、地盤固結(深層混合処理工法等)や、過剰間隙水圧の消散(グラベルドレーン工法等)などがある。,傾斜地盤の斜面の一部を切土によって除去して、その部分に建築物を建築する場合、切土によって除去された土の重量に比べて建築物の重量が大きいと、斜面の安定性は低下する。,砂質土層では、一般に、細粒分含有率が大きくなるほど、液状化発生に対する安全率FLは小さくなる。,4
令和6年,構造,20,,基礎の設計のための地盤調査に関する次の記述のうち、最も不適当なものはどれか。,一軸圧縮試験は、拘束圧を作用させた状態における圧縮強さを調べるものであり、土の粘着力及び内部摩擦角を求めることができる。,スクリューウエイト貫入試験(旧スウェーデン式サウンディング試験)は、ロッドの先にスクリューポイントを取り付けた試験装置により、地盤の硬軟や締まり具合等を評価するための静的貫入抵抗を求めるものである。,平板載荷試験は、支持地盤上に置いた平板に載荷して地耐力を求めるものであり、載荷板直下から載荷板幅の1.5~2.0倍程度の深さまでの支持力特性を調べることができる。,PS検層は、ボーリング孔内又はボーリング孔近傍で起振して生じる弾性波を受振して、調査地におけるP波及びS波の速度分布を求めるものである。,1
令和6年,構造,21,,杭基礎に関する次の記述のうち、最も不適当なものはどれか。,地盤条件や杭径などに応じて施工が確実に行える範囲で杭長を設定する場合、一般に、杭の長さ径比による杭体の許容圧縮力の低減はしなくてよい。,地震時に液状化のおそれのない地盤において、杭の極限鉛直支持力は、杭の種類や施工法に応じた極限先端支持力と極限周面抵抗力との和として算定できる。,複数の杭(群杭)が水平力を受けると、杭同士が地盤を介して影響し合うので、単杭と比較して群杭1本当たりの水平抵抗は大きくなる。,直接基礎と杭基礎が複合して上部構造を支えるパイルド・ラフト基礎は、一般に、直接基礎に比べて基礎の平均沈下量及び不同沈下量の低減に効果がある。,3
令和6年,構造,22,,「壁式ラーメン鉄筋コンクリート造」及び「壁式鉄筋コンクリート造」の建築物に関する次の記述のうち、最も不適当なものはどれか。,壁式ラーメン鉄筋コンクリート構造は、一般に、壁式鉄筋コンクリート構造に比べて、軒の高さの高い建築物に適用することができる。,壁式鉄筋コンクリート造の建築物における耐力壁の長さの算定において、住宅用の換気扇程度の大きさの開口は、補強をしなくても、開口がないものとみなすことができる。,壁式鉄筋コンクリート造の建築物における必要壁量は、地震地域係数に応じて低減することができる。,壁式鉄筋コンクリート造の建築物における壁梁の幅は、壁梁に接している耐力壁の厚さ以上とする。,2
令和6年,構造,23,,合成構造に関する次の記述のうち、最も不適当なものはどれか。,コンクリート充填鋼管(CFT)造の柱においては、外周の鋼材によるコンファインド効果により、一定の要件を満足すれば、充填コンクリートの圧縮強度を、通常の鉄筋コンクリート造の場合に比べて高く評価することができる。,鉄骨鉄筋コンクリート造の柱の曲げ終局耐力は、コンクリート、鉄筋及び鉄骨の曲げ終局耐力の和とすることができる。,鉄骨造において、長期間の荷重によるデッキプレート版(デッキ合成スラブ)の変形増大係数は、梁と同じとすることができる。,鉄骨梁と鉄筋コンクリートスラブとを頭付きスタッドを介して緊結した合成梁の曲げ剛性の算定に用いる床スラブの有効幅は、鉄筋コンクリート梁の曲げ剛性の算定に用いる床スラブの有効幅と同じとすることができる。,3
令和6年,構造,24,,制振構造及び免震構造に関する次の記述のうち、最も不適当なものはどれか。,制振構造において、鋼材ダンパーのエネルギー吸収効率は、一般に、主架構とダンパーとの接合の構造形式をプレース型とするより、間柱型とするほうがよい。,制振構造において、鋼材ダンパーの制振効果を高めるために、一般に、ダンパーが十分塑性化してエネルギーを吸収するまで、ダンパーの接合部が弾性範囲にあることを確認する。,免震構造は、一般に、上部構造の水平剛性が大きくなると、上部構造の床応答加速度は小さくなる。,免震構造に用いられるオイルダンパー及び粘性ダンパーは、速度に応じた減衰力を発揮し、上部構造の床応答加速度を抑制する効果がある。,1
令和6年,構造,25,,建築物の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,地震力を受ける鉄筋コンクリート造の耐力壁の耐力は、基礎が浮き上がることによって決まる場合がある。,剛性率が所定の値未満の階を有する建築物は、地震時に層崩壊を起こして被害を受けやすい。,設計用一次固有周期が長い建築物では、軟弱地盤に建つ場合よりも硬質地盤に建つ場合のほうが、一般に、各階の必要保有水平耐力は大きい。,限界耐力計算における安全限界固有周期は、建築物の地上部分の保有水平耐力時における各階の水平方向の変形により計算する。,3
令和6年,構造,26,図あり,図は、剛床仮定が成り立つ、4階建て鉄筋コンクリート造の建築物の軸組図と1階平面図の模式図である。偏心によるねじれを小さくする方法として、最も不適当なものは、次のうちどれか。,耐力壁Aを厚くする。,耐力壁Bを追加する。,耐力壁Cを削除する。,耐力壁Dを追加する。,3
令和6年,構造,27,,木材に関する次の記述のうち、最も不適当なものはどれか。,垂木、根太等の並列材に構造用合板を張り、荷重・外力を支持する場合、並列材の曲げに対する基準強度は、割増しの係数を乗じた数値とすることができる。,無等級材の繊維方向の基準強度の引張、曲げ、せん断の大小関係は、せん断<曲げ<引張である。,木材のクリープによる変形は、一般に、気乾状態より湿潤状態のほうが大きい。,木材が繊維飽和点から絶乾状態に達するまでの収縮率の大小関係は、一般に、繊維方向<半径方向 <年輪の接線方向である。,2
令和6年,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,水中養生したコンクリートは、一般に、気中養生したコンクリートに比べて、養生期間における圧縮強度の増進が大きい。,AE剤を用いたコンクリートは、一般に、凍結融解作用に対する抵抗性が増大する。,一軸圧縮を受けるコンクリート円柱試験体の圧縮強度時ひずみは、一般に、圧縮強度が大きいほど大きい。,構造体コンクリートから採取される円柱コア供試体の圧縮強度は、一般に、直径に対する高さの比が大きいほど大きい。,4
令和6年,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,建築構造用圧延鋼材 (SN材)には、A、B及びCの三つの鋼種があり、いずれもシャルピー衝撃試験の吸収エネルギーの下限値が定められている。,建築構造用ステンレス鋼材に定めるSUS304Aの基準強度は、板厚40mm以下の建築構造用圧延鋼材SN400Bの基準強度と同じである。,建築構造用低降伏点鋼材LY225は、一般構造用圧延鋼材SS400に比べて降伏点が低く、延性が高いことから、履歴型制振ダンパーの材料に用いられている。,建築構造用冷間プレス成形角形鋼管BCP325(板厚12mm以上)は、引張強さの下限値が490 N/mm?であり、「降伏点または耐力」の上限値及び下限値が定められている。,1
令和6年,構造,30,,「住宅の品質確保の促進等に関する法律」に基づく「日本住宅性能表示基準」における構造の安定に関する次の記述のうち、最も不適当なものはどれか。,基礎の構造の性能について表示すべき事項は、直接基礎にあっては、基礎の構造方法及び形式である。,「耐積雪等級」は、建築基準法施行令に規定する多雪区域に存する住宅に適用されるものである。,「耐風等級」は、暴風に対する構造躯体の倒壊、崩壊等のしにくさ及び構造躯体の損傷の生じにくさを表示している。,「耐震等級」には、等級1、等級2及び等級3があり、耐震性能の要求レベルが最も高いのは等級1である。,4
令和6年,施工,1,,監理者が行う一般的な監理業務に関する次の記述のうち、「建築士事務所の開設者がその業務に関して請求することのできる報酬の基準(平成31年国土交通省告示第98号)」の内容に照らして、最も不適当なものはどれか。,監理者は、設計図書の内容を把握し、設計図書に明らかな矛盾、誤謬、脱漏、不適切な納まり等を発見した場合には、工事施工者に確認したうえで、設計者に報告する。,監理者は、設計図書の定めにより、工事施工者が提案又は提出する工事材料、設備機器等及びそれらの見本が設計図書の内容に適合しているかについて検討し、建築主に報告する。,監理者は、工事施工者から工事に関する質疑書が提出された場合には、設計図書に定められた品質確保の観点から技術的に検討し、必要に応じて建築主を通じて設計者に確認のうえ、回答を工事施工者に通知する。,監理者は、工事施工者から提出される請負代金内訳書の適否を合理的な方法により検討し、その結果を建築主に報告する。,1
令和6年,施工,2,,工事現場の管理等に関する次の記述のうち、最も不適当なものはどれか。,公共性のある工作物に関する重要な建設工事で、監理技術者を専任で置かなければならない現場であっても、元請の監理技術者については、監理技術者補佐を当該工事現場に専任で置く場合には、2現場まで兼任することができる。,くい打機の巻上げ用ワイヤロープの安全係数は、ワイヤロープの切断荷重の値を当該ワイヤロープにかかる荷重の最大の値で除した値とし、3から5の間の値とする。,地上又は床上における補助作業の業務を除き、枠組足場の解体の業務には、満18歳に満たない者を就業させてはならない。,鉄筋コンクリート造で高さ40mの煙突の解体工事を行う場合、当該工事を開始する日の14日前までに、建設工事計画届を労働基準監督署長へ届け出なければならない。,2
令和6年,施工,3,,品質管理に関する次の記述のうち、最も不適当なものはどれか。,工事現場における木材の含水率は、1本の製材の異なる2面について、両木口から300mm以上離れた2か所及び中央部1か所の計6か所を測定した値の平均とした。,"鉄骨の建方における高力ボルト継手の仮ポルトについては、本接合のボルトと同軸径の普通ボルトで損傷のないものを使用し、1群に対して""1/3""以上、かつ、2本以上をバランス良く配置して締め付けた。",外気温の低い時期における普通ポルトランドセメントを用いたコンクリートの養生は、コンクリートを寒気から保護し、打込み後5日間以上、コンクリートの温度が2℃以上に保たれるようにした。,鉄筋の手動ガス圧接継手の外観検査については、1検査ロット(1組の作業班が1日に施工した圧接箇所の数量)から無作為に抜き取った30か所を対象とした。,4
令和6年,施工,4,,建築工事の届出等に関する次の記述のうち、最も不適当なものはどれか。,請負代金が100万円以上の建築物の改修工事において、事業者は、当該工事における石綿含有建材の有無について事前調査を行い、その結果を遅滞なく都道府県知事及び労働基準監督署長あてに報告した。,高さ15mの枠組足場の組立てから解体までの期間を6か月とする計画としたので、事業者が、当該工事の開始の日の30日前までに、機械等設置届を労働基準監督署長あてに提出した。,騒音規制法による指定地域内において、特定建設作業を伴う建設工事を施工するに当たり、工事施工者が、当該特定建設作業の開始の日の7日前までに、特定建設作業実施届出書を都道府県知事あてに提出した。,消防署のある市町村において、設備等技術基準に従って設置しなければならない消防用設備を設置したので、防火対象物の関係者が、工事が完了した日から4日以内に、消防用設備等設置届出書を消防署長あてに提出した。,3
令和6年,施工,5,,仮設工事に関する次の記述のうち、最も不適当なものはどれか。,防護棚(朝顔)は、地上から高さ5mの位置に1段目を設け、1段目から9m上部の位置に2段目を設けた。,高さ40mの枠組足場の強度計算において、鉛直方向の荷重である足場の自重と積載荷重は建地で支持し、水平方向の風荷重は壁つなぎで支持しているものとみなして部材の強度の検討を行った。,単管足場の壁つなぎの設置間隔を、垂直方向5.0m、水平方向5.4mとし、地上第一の壁つなぎを地上より4.5mの位置に設置した。,枠組足場の構面からの墜落防止措置として、交差筋かい及び高さ10cmの幅木を設置した。,4
令和6年,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,山留め壁に使用したソイルセメント壁の応力材を利用し、地下外壁・床版を一体化した合成壁とすることで、地下外壁の薄壁化を行った。,釜場による排水において、周辺の湧水を確実に集水するため、釜場が掘削底面の最も浅い場所に設置されるよう、掘削の進行に合わせて設置位置を変えた。,鋼矢板壁は、鋼矢板を相互にかみ合わせながら施工し、連続した山留め壁を構築できるので、比較的遮水性が高い工法であり、地下水位の高い地盤や軟弱地盤に用いた。,砂質土を用いた埋戻しにおける締固めには、振動ローラーを使用した。,2
令和6年,施工,7,,地業工事に関する次の記述のうち、最も不適当なものはどれか。,アースドリル工法において、表層ケーシング以深の孔壁の保護に用いられる安定液については、孔壁の崩壊防止や、コンクリートとの置換を考慮して、コンクリートと比べて高粘性、かつ、高比重のものとした。,サンドコンパクションパイル工法の補給材として、再生砕石のRC-40を用いて締固めを行った。,"既製コンクリート杭の施工精度は、特記がなかったので、鉛直精度""1/100""以内、杭心ずれ量を杭径の""1/4""以下、かつ、100mm以下として管理した。",セメントミルク工法において、掘削中は孔壁の崩壊を防止するため安定液を使用し、アースオーガーが予定の支持層に達した後、根固め液を注入し、アースオーガーが正回転のまま杭周固定液を注入しながら引き抜いた。,1
令和6年,施工,8,,鉄筋工事等に関する次の記述のうち、最も不適当なものはどれか。,コンクリート壁内に埋め込むCD管(合成樹脂製可とう電線管)は、バインド線を用いて1m以下の間隔で鉄筋に結束し、コンクリート打設時に移動しないようにした。,径の異なる異形鉄筋の重ね継手の長さは、細いほうの鉄筋の径を基準とした。,SD345 のD19とD22とが隣り合うときの鉄筋相互のあきについては、使用するコンクリートの粗骨材の最大寸法が20mmであったので、25mmとした。,鉄筋コンクリート造の鉄筋に対するコンクリートのかぶり厚さは、特記がなかったので、耐圧スラブを除く直接土に接する床について、4cm以上確保できていることを確認した。,3
令和6年,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート打放し仕上げ以外に用いるせき板は、特記がなかったので、「合板の日本農林規格」第5条「コンクリート型枠用合板の規格」による、表面がB、かつ、裏面がCの品質のものとし、厚さを12mmとした。,計画供用期間の級が「標準」の柱のせき板の存置期間をコンクリートの材齢で決定する施工計画において、存置期間中の平均気温が25℃と予想されたので、高炉セメントB種を用いたコンクリートについては、せき板の存置期間を4日とした。,型枠設計用のコンクリートの側圧は、側圧を求める位置から上のコンクリートの打込み高さに、フレッシュコンクリートの単位体積重量を乗じた値とした。,普通コンクリートを用いた建築物の型枠の構造計算において、型枠に作用する鉛直荷重のうち固定荷重は、鉄筋を含んだ普通コンクリートの単位容積重量に部材厚さを乗じた値に、型枠重量を加えた値とした。,2
令和6年,施工,10,,コンクリート工事における品質管理及び検査に関する次の記述のうち、最も不適当なものはどれか。,レディーミクストコンクリートの受入れ時の検査において、空気量及びスランプが許容差を超えたので、高性能AE減水剤の添加量を変更するとともに、水セメント比を変えて調合の調整を行った。,構造体コンクリート強度の判定において、標準養生した供試体の材齢28日の圧縮強度試験の1回の試験の結果が、調合管理強度以上であったので、合格とした。,普通ポルトランドセメントを用いたマスコンクリートの調合管理強度を定めるに当たって、特記がなく、コンクリートの打込みから材齢28日までの期間の予想平均養生温度が25℃を超えると予想されたので、構造体強度補正値を6N/mm?とした。,構造体コンクリートの各部材の位置について、設計図書に示された位置との差が±20mm以内であることを確認した。,1
令和6年,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,同一区画のコンクリート打込み時における打重ね時間間隔の限度は、外気温が20℃であったので、先に打ち込まれたコンクリートの再振動可能時間の範囲内である120分とした。,マスコンクリートの打込み後、コンクリート内部の温度が著しく上昇したので、コンクリートを冷却することを目的として、打込み表面に散水した。,高流動コンクリートの打込みにおいて、コンクリートが材料分離することなく型枠内の隅々に自己充填できる状況であったので、内部振動機(棒形振動機)による締固めを行わなかった。,軽量コンクリートの圧送において、輸送管の水平換算距離が150m以上であったので、輸送管の呼び寸法を125Aとした。,2
令和6年,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,プレキャストの耐力壁の水平接合部に用いる敷モルタルは、現場水中養生による供試体の圧縮強度が、材齢28日において部材コンクリートの設計基準強度以上となるように管理した。,プレキャスト部材の製造に当たり、コンクリートの加熱養生については、前養生時間を3時間とし、養生温度の上昇勾配を18℃/hとした。,板状のプレキャスト部材の製造に当たり、脱型時にベッドを70~80度に立て起こしてから吊り上げる計画としたので、脱型時所要強度は9N/mm?とした。,プレキャスト部材は、搬入時に組立て用クレーンにより運搬車両から直接荷取りして組み立てた。,1
令和6年,施工,13,,鉄骨工事における溶融亜鉛めっきに関する次の記述のうち、最も不適当なものはどれか。,溶融亜鉛めっき高力ボルト接合における一次締めトルクは、M16を約100N・mとし、M20とM22を約150N・mとした。,溶融亜鉛めっき高力ボルト接合において、本締めをナット回転法で行ったので、締付け完了後、ナットの回転量が不足しているものについては、所定の回転量まで追締めを行った。,溶融亜鉛めっきを施した鉄骨の接合部の摩擦面については、すべり係数が0.40以上確保することができるように、特記がなかったので、りん酸塩処理を行った。,F8TのM20の溶融亜鉛めっき高力ボルトの孔径については、F10TのM20の高力ボルトの最大孔径より1.0mm大きくした。,4
令和6年,施工,14,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,スタッド溶接において、施工に先立ち、適切な溶接条件を確認するため、スタッドの径の異なるごと、午前と午後それぞれ作業開始前に2本の試験スタッド溶接を行い、曲げ角度15度の打撃曲げ試験を行った。,スパン数の多い建築物は、柱梁接合部の溶接収縮により水平方向に柱の倒れ変形が生じるので、建築物の中央部等に調整スパンを設け、溶接完了後に調整スパンの梁を高力ボルトで取り付けた。,組立溶接については、溶接部に割れが生じないように、必要で十分な長さと4mm以上の脚長をもつビードを適切な間隔で配置した。,保有水平耐力計算を行わない鉄骨造において、柱脚を基礎に緊結するに当たり、露出形式柱脚としたので、鉄骨柱のベースプレートの厚さは、アンカーボルトの径の1.3倍以上とした。,1
令和6年,施工,15,,木造軸組工法による木工事に関する次の記述のうち、最も不適当なものはどれか。,構造用合板による大壁造の耐力壁において、山形プレートを用いて土台と柱とを接合する箇所については、山形プレート部分の構造用合板を切り欠いたので、その周辺には釘の増打ちを行った。,構造耐力上主要な部分に用いる製材の工事現場搬入時の含水率は、特記がなかったので、15%以下のものを合格とした。,基礎の立上がりが地面から40cmである木造住宅において、木部に有効な防腐・防蟻措置を講ずる範囲は、地面から60cm以内の部分とした。,構造用合板の耐力壁において、大壁造の床勝ち仕様(床の下地合板が先行施工されている仕様)であったので、壁倍率の基準の仕様を確認した。,3
令和6年,施工,16,,防水工事に関する次の記述のうち、最も不適当なものはどれか。,シーリング工事において、鉄筋コンクリート造の建築物の外壁に設けるひび割れ誘発目地については、目地底にボンドブレーカーを使用せずに、シーリング材を充填する三面接着とした。,塗膜防水工事において、防水材塗継ぎの重ね幅を50mmとし、補強布の重ね幅を100mmとした。,アスファルト防水工事における密着工法において、アスファルトルーフィングの張付けに先立ち、防水上不具合のあるコンクリートの打継ぎ部及びひび割れ部は、幅50mmの絶縁用テープを張り付け、その上に幅300mmのストレッチルーフィングを増張りした。,アスファルト防水工事において、こて仕上げとする平場の保護コンクリートの厚さは、特記がなかったので、80mmとした。,2
令和6年,施工,17,,セメントモルタルによるタイル張り工事に関する次の記述のうち、最も不適当なものはどれか。,"屋内の吹抜け部分の壁タイル張り仕上げ面における打音検査は、モルタルが硬化した後、タイル用テストハンマーを用い、全面の""1/2""程度に対して行った。",外壁タイルの引張接着強度を確認する試験体の個数については、100m?ごと及びその端数につき1個以上とし、かつ、全体で3個以上で実施した。,"壁タイルの密着張りにおいて、タイルの目地の深さは、タイル厚さの""1/2""以下とした。",下地が高強度コンクリートであったので、目荒しの工法は超高圧水洗浄法とし、吐出圧は150~200 N/mm?とした。,1
令和6年,施工,18,,ガラス工事に関する次の記述のうち、最も不適当なものはどれか。,アルミニウム製建具において、外部に面する複層ガラスを受ける下端ガラス溝に、径6mm以上の水抜き孔を2か所以上設けた。,ガラスブロック積み工法において、ガラスブロック平積みの目地幅の寸法については、特記がなかったので、6mmとした。,ガラスの熱割れ防止のため、建築物の立地、開口部の方位、ガラスの光特性・熱特性等によりガラスエッジに発生する熱応力を算出し、ガラスエッジの許容応力と比較した。,"ガラスの表面のサンドブラスト加工に当たって、加工深さを板厚の""1/12""未満とした。",2
令和6年,施工,19,,金属工事に関する次の記述のうち、最も不適当なものはどれか。,軽量鉄骨壁下地のスタッドは、ねじれのないものを使用し、上部ランナーの上端とスタッド天端の隙間を10mm以下とした。,軽量鉄骨壁下地において、出入口の開口補強に用いる長さ4.5mの縦枠の補強材は、特記がなかったので、65形のスタッドを2本抱き合わせて、上下端部及び間隔600mmに溶接したものを用いた。,軽量鉄骨天井下地において、野縁及び野縁受けは、特記がなかったので、屋内には19形、屋外には25形を使用した。,軽量鉄骨天井下地において、野縁を野縁受けに留め付けるクリップは、野縁のひずみを防止するため、つめの向きをそろえた。,4
令和6年,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート埋込みのボックス及び分電盤の外箱は、コンクリートの打込み時に位置がずれないように、型枠に堅固に取り付けた。,自動火災報知設備の差動式スポット型感知器は、換気口等の空気吹出し口から1.5m以上離れた位置に設置した。,雑用水管について、雑用水系統と飲料水系統との誤接続がないことを確認するため、衛生器具等の取付け完了後、雑用水に着色して通水試験を行った。,"屋内の横走り排水管の勾配の最小値は、管の呼び径50を""1/100""とし、呼び径75を""1/150""とした。",4
令和6年,施工,21,,各種工事等に関する次の記述のうち、最も不適当なものはどれか。,屋根保護防水密着断熱工法を採用したルーフドレン回りの断熱材は、ルーフドレンのつばの150mm手前で止めたので、断熱材の欠損部には、熱橋部の結露防止のために、スラブ下に断熱材を施した。,戸建て住宅の浴室の換気設備工事において、雨仕舞に優れたベントキャップを採用し、排気ダクトは屋外に向かって先下がり勾配とした。,フローリング張りの釘留め工法において、壁、幅木、敷居などとフローリング材との取合いには、フローリング材が動かないよう隙間を設けないこととした。,シーリング工事において、ガラス部材同士の組合せについては、特記がなかったので、シリコーン系シーリング材を使用した。,3
令和6年,施工,22,,鉄筋コンクリート造の耐震改修工事及びあと施工アンカーに関する次の記述のうち、最も不適当なものはどれか。,あと施工アンカーの施工後の確認試験において不合格となったので、その至近の位置に再施工をし、再施工をした全てのあと施工アンカーに対して施工確認試験を行った。,鉄骨枠付きプレースのスタッド溶接完了後の外観試験において、溶接後の仕上がり高さと傾きの試験については、スタッドの種類及びスタッド溶接される部材が異なるごと、かつ、100本ごと及びその端数を試験ロットとし、各ロットの1本以上について抜取試験を行った。,連続繊維補強工事におけるプライマーの塗布については、コンクリート表面を十分に湿潤させてから行った。,現場打ち鉄筋コンクリート壁の増設工事において、コンクリートの打込みを流込み工法にて行う場合、打込み高さが大きかったので、コンクリート投入口を2段以上とした。,3
令和6年,施工,23,,各種改修工事に関する次の記述のうち、最も不適当なものはどれか。,既存のウレタンゴム系塗膜防水を撤去せず、新規にウレタンゴム系塗膜防水を施す改修工事において、既存防水層の膨れ部分については、カッターナイフで切除し、ポリマーセメントモルタルで平滑に補修した。,タイル張り仕上げ外壁の改修において、小口平タイル以上の大きさのタイル陶片の浮きについては、注入口付アンカーピンニングエポキシ樹脂注入タイル固定工法により行った。,鉄筋の腐食に対する補修工法として、はつり出して錆を除去した鉄筋に、再腐食を防止するために浸透性吸水防止材を塗布した後、コンクリートの欠損部にポリマーセメントモルタルを充填した。,既存のアスファルト防水層を撤去し、密着工法により新設する防水改修工事において、新設する防水層の1層目のルーフィング張りまで行ったので、作業終了後のシートによる降雨に対する養生を省略した。,3
令和6年,施工,24,,建築工事に関する用語とその説明との組合せとして、最も不適当なものは、次のうちどれか。,クラックスケール／コンクリート等に発生したひび割れの長さの測定に用いる器具である。,複層ガラス／2枚以上のガラスをスペーサーで一定の間隔に保ち、周囲を封着材で密閉し、内部に乾燥気体を満たしたガラスである。,インバート／排水系統において、汚水ますやマンホールの底部に設けられる下面を半円形に仕上げた導水溝である。,スランプ／高さ30cmのスランプコーンにコンクリートを3層に分けて詰め、コーンを引き上げた直後の、コンクリートの頂部からの下がりを計測した数値である。,1
令和6年,施工,25,,建築物の工事請負契約に関する次の記述のうち、民間(七会)連合協定「工事請負契約約款」(令和5年1月改正)に照らして、最も不適当なものはどれか。,監理者は、工事の内容、工期又は請負代金額の変更に関する書類を技術的に審査する。,受注者は、設計図書等に発注者又は監理者の立会いのうえ施工することを定めた工事を施工するときは、事前に発注者又は監理者に通知する。,施工について、工事用図書のとおりに実施されていない部分があると認められるときは、原則として、監理者の指示によって、受注者は、その費用を負担して速やかにこれを修補又は改造し、このための工期の延長を求めることはできない。,部分使用とは、発注者が工事中に契約の目的物の一部を使用する場合に、法定検査を受けて建築確認申請の要件を満たしたうえで、当該部分の引渡しを受けて使用することである。,4
