年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和4年,構造,17,,鉄骨構造の設計に関する次の記述のうち、最も不適当なものはどれか。,H形鋼を用いた梁の全長にわたって均等間隔で横補剛を設ける場合、梁のせい、断面積及びウェブ厚さが同一であれば、フランジ幅が大きい梁ほど必要な横補剛の箇所数は多くなる。,工場や体育館等の軽量な建築物の柱継手・柱脚の断面算定においては、暴風時の応力の組合せとして、積載荷重を無視した場合についても検討する。,一般に、細長比の大きな筋かいは強度抵抗型であり、細長比の小さな筋かいはエネルギー吸収型であるといえるが、これらの中間領域にある筋かいは不安定な挙動を示すことが多い。,冷間成形角形鋼管柱に筋かいを取り付ける場合、鋼管柱に局部的な変形が生じないように補強を行う必要がある。,1
令和4年,構造,18,,鉄骨構造の接合部に関する次の記述のうち、最も不適当なものはどれか。,溶接するに当たっては、溶接部の強度を低下させないために、入熱量及びパス間温度が規定値より小さくなるように管理する。,柱梁接合部の梁端部フランジの溶接接合においては、梁ウェブにスカラップを設けないノンスカラップ工法を用いることにより、塑性変形能力の向上が期待できる。,高力ボルト摩擦接合部にせん断力と引張力が同時に作用する場合、引張応力度に応じて高力ボルト摩擦接合部の許容せん断耐力を低減する。,山形鋼を用いた筋かい材を、ガセットプレートの片側に高力ボルト摩擦接合により接合する場合、降伏引張耐力の算定において筋かい材の有効断面積は、筋かい材全断面積からボルト孔による欠損分を除いた値とする。,4
令和4年,構造,19,,地盤及び基礎に関する次の記述のうち、最も不適当なものはどれか。,直接基礎の基礎スラブの部材応力算定用の接地圧については、一般に、基礎スラブの自重を考慮しなくてよい。,受働土圧は、地下外壁や擁壁が地盤を押す方向に変位するときに、最終的に一定値に落ち着いた状態で発揮される土圧である。,地震時に液状化のおそれがある砂質地盤の許容応力度は、建築基準法施行令に規定された表の数値を用いてよい。,同一砂質地盤において、直接基礎の底面に単位面積当たり同じ荷重が作用する場合、一般に、基礎底面の幅が大きいほど、即時沈下量は大きくなる。,3
令和4年,構造,20,,土質及び地盤調査に関する次の記述のうち、最も不適当なものはどれか。,杭の支持力等を検討するために、杭先端の支持力度を考慮して杭先端から下方に必要な深さまではボーリング調査を行った。,直接基礎が想定される地盤で、支持層の下部に位置する砂質土層の沈下量や沈下速度等を推定するために、圧密試験を行った。,地震時の杭の水平抵抗を検討するために、地盤の変形係数は、ボーリング孔の孔壁を用いた孔内水平載荷試験によって推定した。,土の液状化判定のための粒度試験には、標準貫入試験用サンプラーより採取した乱した試料を用いた。,2
令和4年,構造,21,,杭基礎に関する次の記述のうち、最も不適当なものはどれか。,砂質地盤における杭の極限周面摩擦力度は、杭周固定液を使用した埋込み杭より場所打ちコンクリート杭のほうが大きい。,杭の引抜き方向の許容支持力の計算において、長期及び短期ともに、杭の有効自重(自重から浮力を減じた値)を考慮することができる。,軟弱地盤における杭基礎の設計では、上部構造や基礎構造に作用する慣性力に対して検討しているので、地盤の水平変位により生じる応力を考慮しなくてもよい。,同一地盤に埋設される長い杭において、杭に作用する水平力、杭の種類及び杭径が同じ場合、杭頭の固定度が高いほど、杭頭の曲げモーメントは大きくなる。,3
令和4年,構造,22,,プレストレストコンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,プレストレストコンクリート構造は、一般に、鉄筋コンクリート構造と比べて長スパンに適しており、ひび割れが発生する可能性が低いことから、鋼材の防食性は高い。,建築物の安全限界時の各部材の減衰特性を表す数値は、一般に、プレストレストコンクリート造の部材のほうが、鉄筋コンクリート造の部材と比べて小さい。,プレキャストプレストレストコンクリート造の梁をPC鋼材の緊張により柱と圧着接合する場合において、圧着部のせん断耐力は、一般に、PC鋼材の有効プレストレス力に摩擦係数を乗じることにより求められる。,ポストテンション方式によるプレストレストコンクリート造の床版において、一般に、防錆材により被覆された緊張材を使用する場合であっても、緊張材が配置されたシース内にグラウト材を注入しなければならない。,4
令和4年,構造,23,,各種建築構造に関する次の記述のうち、最も不適当なものはどれか。,鉄骨鉄筋コンクリート造の柱の短期荷重時のせん断力に対する検討において、「鉄骨部分の許容せん断力」と「鉄筋コンクリート部分の許容せん断力」の和が、設計用せん断力を下回らないものとする。,鉄骨鉄筋コンクリート造の柱梁接合部において、梁の鉄骨ウェブに帯筋を貫通させて配筋してよい。,壁式鉄筋コンクリート構造は、鉄筋コンクリートラーメン構造とは異なり、一般に、耐震強度は大きい反面、優れた靱性は期待できない。,壁式鉄筋コンクリート造の建築物では、階高が規定値を超える場合、「層間変形角が制限値以下であること」及び「保有水平耐力が必要保有水平耐力以上であること」を確認する必要がある。,1
令和4年,構造,24,,免震構造、制振構造及び耐震改修に関する次の記述のうち、最も不適当なものはどれか。,免震構造において、積層ゴムアイソレータの座屈応力度は一次形状係数S (ゴム1層の側面積に対するゴムの受圧面積の比)が大きいほど大きくなる。,制振構造による耐震改修は、制振装置を既存建築物に設置し、建築物の固有周期を長くすることにより、建築物に作用する地震力を低減し、耐震性の向上を図るものである。,制振ダンパーによるエネルギー吸収機構を適用した建築物のモデル化においては、制振ダンパーの取付け部周辺の変形を適切に評価しなければならない。,耐震改修には強度補強、靱性補強、損傷集中の回避等のほかに、減築等により建築物に作用する地震力を低減する方法がある。,2
令和4年,構造,25,,建築物の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,地震層せん断力係数の建築物の高さ方向の分布を表す係数Aは、一般に、建築物の上階になるほど、また、建築物の設計用一次固有周期Tが長くなるほど、大きくなる。,鉄骨造の建築物において、張り間方向を純ラーメン構造、桁行方向をプレース構造とする場合、方向別に異なる耐震計算ルートを適用してよい。,保有水平耐力計算における必要保有水平耐力の算定では、形状特性を表す係数Fesは、各階の剛性率及び偏心率のうち、それぞれの最大値を用いて、全階共通の一つの値として算出する。,限界耐力計算により建築物の構造計算を行う場合、耐久性等関係規定以外の構造強度に関する仕様規定は適用しなくてよい。,3
令和4年,構造,26,,建築物の構造計画に関する次の記述のうち、最も不適当なものはどれか。,鉄骨造の多層骨組の建築物において、床を鉄筋コンクリートスラブとした場合には、一般に、各骨組に水平力を伝達するために、床スラブとこれを支持する鉄骨梁をシアコネクター等で緊結する必要がある。,細長い連層耐力壁に接続する梁(境界梁)は、耐力壁の回転による基礎の浮き上がりを抑える効果がある。,平面的に構造種別が異なる建築物は、構造種別ごとにエキスパンションジョイントにより分離して個々に設計することが原則であるが、力の伝達等を十分に考慮し、一体として設計することもできる。,構造特性係数D は、一般に、架構が靱性に富むほど大きくすることができる。,4
令和4年,構造,27,,木材に関する次の記述のうち、最も不適当なものはどれか。,木材の弾性係数は、一般に、含水率が繊維飽和点から気乾状態に達するまでは、含水率が小さくなるに従って小さくなる。,積雪時の許容応力度計算をする場合、木材の繊維方向の短期許容応力度は、通常の短期許容応力度を所定の割合で減じた数値とする。,木材の熱伝導率は、普通コンクリートに比べて小さい。,木材の腐朽は、木材腐朽菌の繁殖条件である酸素・温度・水分・栄養源のうち、いずれか一つでも欠くことによって防止することができる。,1
令和4年,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,コンクリートの引張強度は、一般に、圧縮強度が大きいほど大きい。,コンクリートの中性化速度は、一般に、圧縮強度が大きいほど遅い。,乾燥収縮によるコンクリートのひび割れは、一般に、単位水量が大きいほど発生しやすい。,水和熱及び乾燥収縮によるコンクリートのひび割れは、一般に、単位セメント量が小さいほど発生しやすい。,4
令和4年,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,炭素鋼は、硫黄の含有量が少ないほど、シャルピー吸収エネルギー及び板厚方向の絞り値が大きくなる。,鋼材は、板厚に対し極端に小さな曲げ半径で冷間曲げ加工を行うと、加工前に比べて強度が上昇し、変形性能が低下する。,角形鋼管柱の通しダイアフラム等に用いられている、建築構造用圧延鋼材(SN材) C種には、板厚方向の絞り値の制限がない。,建築構造用圧延鋼材SN400Aは、降伏点の下限のみが規定された鋼材であり、降伏後の十分な変形性能が保証された鋼材ではないので、一般に、弾性範囲で使用する部位に用いる。,3
令和4年,構造,30,,建築物等の構造計画及び構造設計に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の腰壁と柱の間に完全スリットを設けた場合には、梁剛性の算定に当たっては、腰壁部分が梁剛性に与える影響を考慮しなくてよい。,木質構造の採用や、ハーフPC床版利用による型枠用合板の使用量低減等、地球環境との共生に寄与した設計が求められている。,高さ1.2mを超える補強コンクリートブロック造の塀は、原則として、所定の数値以下の間隔で控壁を設けるとともに、必要な根入れ深さ等を確保した基礎としなければならない。,特定天井の構造方法には、壁等と天井面との間に隙間を設ける方法と設けない方法がある。,1
令和4年,施工,1,,鉄筋コンクリート造建築物の施工計画に関する次の記述のうち、最も不適当なものはどれか。,ネットワーク工程表において、トータルフロートが最小のパスをクリティカルパスといい、これを重点管理することが、工程管理上、重要である。,工事施工者は、工事の着手に先立ち、総合仮設を含めた工事の全般的な進め方や、主要工事の施工方法、品質目標と管理方針、重要管理事項等の大要を定めた、総合施工計画書を作成する。,総合図は、一般に、意匠、構造、設備などの分野別に作成された設計図書に基づき相互に関連する工事内容を一枚の図面に表したもので、コンクリート躯体図の作成後に工事施工者が作成する。,概成工期は、建築物等の使用を想定して総合試運転調整を行ううえで、関連工事を含めた各工事が支障のない状態にまで完了しているべき期限である。,3
令和4年,施工,2,,工事現場の管理等に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造建築物の墨出しにおいて、2階より上階については、一般に、建築物の四隅の床に小さな穴を開けておき、下げ振り等により下階から上階に基準墨を上げる。,遣方の検査において、当該工事の監理者は、墨出しの順序と同じ順序で確認するなど、できる限り工事施工者が行った方法と同じ方法で確認する。,施工条件の設計図書等との不一致、工事内容の変更等により、実施工程表を変更する必要が生じた場合には、工事施工者は、施工等に支障がないように実施工程表を直ちに変更し、変更した部分の施工に先立ち、当該工事の発注者及び監理者に提出する。,建築物の解体において、石綿の除去作業に用いられ、廃棄されたプラスチックシートや防塵マスクは、特別管理産業廃棄物に該当する。,2
令和4年,施工,3,,材料管理、品質管理等に関する次の記述のうち、最も不適当なものはどれか。,工事用材料について、設計図書に製品名及び製造所が3種類指定されていたので、その中から工事施工者が選定した。,工事施工者は、設計図書においてJIS又はJASの指定のある材料について、それぞれのマーク表示のあるものを使用することとしたので、当該工事の監理者への「設計図書に定める品質及び性能を有することの証明となる資料」の提出を省略した。,工事現場における錆止め塗料塗りにおいて、塗装面の単位面積当たりの塗付け量の確認については、膜厚測定が困難であるので、使用量から推定することにした。,有機系接着剤によるタイル後張り工法において、屋内の吹抜け部分の壁面に張り付けたタイルについては、接着剤の硬化前に全面にわたり打診による確認を行った。,4
令和4年,施工,4,,"鉄筋コンクリート造の共同住宅(床面積の合計が1,500m?)の新築工事の届出等に関する次の記述のうち、最も不適当なものはどれか。",この敷地に設ける駐車場の出入りのために歩道の切下げを行う必要があったので、当該工事の建築主が、歩道の工事の設計及び実施計画について承認を受けるための申請書を、建築主事あてに提出した。,この工事の確認申請と同時に、当該工事の建築主が、建築工事届を、建築主事を経由して都道府県知事あてに提出した。,この工事が「建設工事に係る資材の再資源化等に関する法律」の対象建設工事であることから、当該工事の発注者が、工事に着手する日の7日前までに、分別解体等の計画等を添えた届出書を、都道府県知事あてに提出した。,この工事が完了した日から4日以内に到達するように、当該工事の建築主が、完了検査申請書を、建築主事あてに提出した。,1
令和4年,施工,5,,地盤調査に関する次の記述のうち、最も不適当なものはどれか。,ボーリングにおいて、地表面付近の孔壁が崩壊するおそれがあったので、ドライブパイプを0.5~1.5m程度打ち込み、孔壁を保護した。,ボーリングにおいて、孔内に地下水が認められたので、長時間放置し、水位が安定した後に、孔内水位を測定した。,標準貫入試験の本打ちにおいて、打撃回数が50回、累計貫入量が30cmであったので、N値を30とした。,標準貫入試験の結果から得られたN値により、砂質地盤の相対密度や内部摩擦角を推定した。,3
令和4年,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,根切り工事において、工事施工者が施工に支障となる障害物を発見したので、撤去の方法、処分の方法、時期などについて、当該工事の監理者と協議した。,ディープウェル工法において、建築物の位置に設けられたディープウェルの揚水停止後の処置については、箱抜きした基礎スラブ内で井戸管を切断し、その内部を砕石で充填した後、その上に直接コンクリートを打設した。,山留め工事において、山留め壁の変形、切ばりの蛇行を防止するため、「切ばり交差部の切ばり相互」及び「切ばりと切ばり支柱」をそれぞれ緊結した。,山留め支保工の撤去作業において、腹起しと切ばりについては、切ばりジャッキの軸力を緩めてから撤去した。,2
令和4年,施工,7,,地業工事等に関する次の記述のうち、最も不適当なものはどれか。,直接基礎において、掘削作業をバックホウにより行ったが、支持層となる床付け面までの30~50cmを残し、残りを手掘りとした。,セメントミルク工法による既製コンクリート杭工事において、地盤の状況、施工性、施工時に発生する騒音・振動などを確認するための試験杭については、特記がなかったので、最初に施工する本杭を兼ねることとした。,アースドリル工法による現場打ちコンクリート杭工事において、超音波孔壁測定器により、孔壁の崩壊の有無、水平方向の偏心及び支持層の土質を確認することとした。,アースドリル工法による現場打ちコンクリート杭工事において、杭頭の処理については、コンクリートの打込みから14日程度経過した後、杭体を傷めないように、可能な限り平坦に祈り取り、所定の高さにそろえた。,3
令和4年,施工,8,図あり,鉄筋工事に関する「部位」に対する「形状及び寸法」として、最も不適当なものは、次のうちどれか。ただし、コンクリートの設計基準強度は24N/mm?とする。また、設計図書には特記がないものとし、図に記載のない鉄筋は適切に配筋されているものとする。,柱中間部のスパイラル筋(D10)の重ね継手の長さ 400mm,柱頭の出隅部の末端に設ける柱主筋(D22)のフックの形状及び寸法 90mm,耐力壁の縦筋(D13とD10)の継手長さ 350mm,土に接する基礎梁の設計かぶり厚さ 50mm,1
令和4年,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,目違いや不陸等の極めて少ないコンクリート打放し仕上げに用いるせき板については、特記がなかったので、JASのコンクリート型枠用合板による表面加工品で、厚さが12mmのものが使用されていることを確認した。,型枠支保工に用いる鋼材の許容曲げ応力及び許容圧縮応力の値については、当該鋼材の「降伏強さの値」又は「引張強さの値の3/4の値」のうち、いずれか小さい値の2/3の値以下とした。,型枠の構造計算におけるコンクリート施工時の水平荷重については、鉛直方向の荷重に対する割合で定めることとし、地震力については検討しなかった。,計画供用期間の級が「標準」の建築物において、せき板の取外し後に湿潤養生を行わない柱、梁側及び壁については、コンクリートの圧縮強度が10 N/mm?に達したことを確認したので、湿潤養生期間の終了前にせき板を取り外した。,4
令和4年,施工,10,,レディーミクストコンクリートの受入れ時の検査に関する次の記述のうち、最も不適当なものはどれか。,コンクリートに含まれる塩化物量の検査において、塩化物イオン量として0.30 kg/m?であったので、合格とした。,呼び強度60、スランプフロー50cmと指定した高強度コンクリートにおいて、スランプフローが60.0cmであったので、合格とした。,呼び強度27、スランプ 21cmと指定した高性能AE減水剤を用いた普通コンクリートにおいて、スランプが23.0cmであったので、合格とした。,スランプ及び空気量の検査において、スランプ及び空気量とも許容範囲を外れたため、同一運搬車から新しく試料を採取して再試験を行ったところ、1回でいずれも許容範囲内となったので、合格とした。,2
令和4年,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,調合管理強度が27N/mm?の普通コンクリートを使用した流動化コンクリートにおいて、ベースコンクリートのスランプを15cm、流動化コンクリートのスランプを21cmとした。,寒中コンクリートにおいて、コンクリートの荷卸し時にコンクリート温度が10℃以上20℃℃℃未満となるように、練混ぜ水を40℃に加熱して使用した。,コンクリートポンプによるコンクリートの圧送において、打ち込むコンクリートの品質変化を防止するために、コンクリートの圧送前に富調合のモルタルを圧送した。,床スラブ上面の均しについては、プラスチック収縮ひび割れの発生を防止するために、コンクリートの凝結完了後に、速やかにタンピングを行った。,4
令和4年,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,高強度コンクリートを用いて部材厚の大きなプレキャスト部材を製造するに当たり、セメントの水和熱により中心部と表面部の温度差が大きくなることを考慮した加熱養生計画とした。,プレキャスト部材の製造工場における製品検査において、外壁のプレキャスト部材の屋外に面する部分に、外壁の性能上支障がない「幅0.10mm以下のひび割れ」があったので、プレキャスト部材製造要領書に従って、初期補修用プレミックスポリマーセメントペーストによる補修を行ったうえで合格とした。,工事現場における部材の受入検査において、特殊な形状や特に注意を要する部材については、専用の架台に仮置きして、製品検査済などの表示を確認したうえで、積込み時や運搬中に生じる可能性があるひび割れ、破損、変形などの状況を確認した。,プレキャストの柱部材と梁部材の組立て精度の検査については、当該階の全てのプレキャスト部材の仮固定完了後、接合作業前に行った。,4
令和4年,施工,13,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,国土交通大臣の認定による鉄骨製作工場のグレードは、製作した鉄骨により建築可能な建築物の規模や、使用する鋼材の種類・板厚、溶接作業の条件などに応じて定められており、性能評価の低い工場から順に、J、R、M、H、Sの5つのグレードに区分される。,板厚10mm以下の鉄骨部材に行う高力ボルト用の孔あけ加工については、工事現場でドリルあけとすることができる。,高力ボルトにおける摩擦面のすべり係数値を0.45以上確保するには、摩擦接合面全面の範囲のミルスケールを除去した後、一様に錆を発生させる方法がある。,トルシア形高力ボルトの締付け後の検査において、ボルトの余長については、ナット面から突き出た長さが、ねじ1山から6山までの範囲にあるものを合格とする。,2
令和4年,施工,14,,鉄骨工事における溶接に関する次の記述のうち、最も不適当なものはどれか。,溶接接合において、厚さ25mm以上の400N/mm?級の軟鋼の組立溶接を被覆アーク溶接(手溶接)とするので、低水素系溶接棒を使用した。,母材の溶接面について付着物の確認を行ったところ、固着したミルスケールがあったが、溶接に支障とならなかったので、除去しなかった。,完全溶込み溶接とする板厚の異なる突合せ継手において、部材の板厚差による段違いが薄いほうの板厚の1/4以下、かつ、10mm以下であったので、薄いほうの部材から厚いほうの部材へ溶接表面が滑らかに移行するように溶接した。,溶接部の補修において、表面割れについては、割れの位置を確認した後、割れと割れの両端からさらに20mm程度広げた部分を除去し、舟底形に仕上げてから再溶接した。,4
令和4年,施工,15,,木造2階建て住宅の建築工事に関する次の記述のうち、最も不適当なものはどれか。,敷居及び鴨居については、木表に建具用の溝を掘ったものを使用した。,枠組壁工法において、アンカーボルトの埋込み位置については、住宅の隅角部付近、土台の継手位置付近とし、その他の部分は間隔2.0m以内とした。,軸組工法において、2階床組の補強に用いる木製の火打梁については、断面寸法を45mm×90mmとし、横架材との仕口を六角ボルト締めとした。,軸組工法において、大引きと土台との仕口については、大入れ蟻掛けとし、N75釘2本を斜め打ちとした。,3
令和4年,施工,16,,防水工事に関する次の記述のうち、最も不適当なものはどれか。,シート防水工事の接着工法において、一般平場部の合成高分子系ルーフィングシートについては、引張力を与えながら下地に接着させた。,屋根保護防水絶縁工法によるアスファルト防水工事において、一般平場部に砂付あなあきルーフィングを使用する工法としたので、立上り部については砂付あなあきルーフィングを省略した。,ウレタンゴム系塗膜防水工事において、防水材の塗布による防水層の施工については、立上り部、平場部の順に行った。,シーリング工事において、外部に面するシーリング材の施工に先立ち行う接着性試験については、特記がなかったので、簡易接着性試験とした。,1
令和4年,施工,17,,左官工事、タイル工事及び石工事に関する次の記述のうち、最も不適当なものはどれか。,せっこうプラスター塗りにおいて、塗り作業中及び作業後半日から1日は通風をなくし、凝結が十分に進行した後は適切な通風を与えた。,コンクリート壁面へのモルタル塗りにおいて、下塗りの調合については容積比でセメント1に対し砂2.5とし、中塗り及び上塗りの調合については容積比でセメント1に対し砂3とした。,有機系接着剤によるタイル後張り工法において、屋外に使用する接着剤は、練り混ぜ不良に起因する事故を防止するため、JIS規格品の二液反応硬化形の変成シリコーン樹脂系のものとした。,石工事における床用敷きモルタルの調合については、容積比でセメント1に対し砂4とした。,3
令和4年,施工,18,,金属工事及びガラス工事に関する次の記述のうち、最も不適当なものはどれか。,"軽量鉄骨壁下地において、床ランナー下端から上部ランナー上端までの高さが2,700mmの壁下地に設ける振れ止めについては、床ランナー下端から1,200mmの位置に設け、床ランナー下端から2,400mmの位置は省略した。",軽量鉄骨天井下地において、野縁については、野縁受から180mmはね出した。,ガラス工事において、アルミニウム製の引違い戸の単板ガラスのはめ込みには、グレイジングチャンネルを使用した。,ガラス工事において、ガラスが破損すると破片が落下する危険性が高いトップライトには、合わせガラスを使用した。,2
令和4年,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,せっこうボード張りにおいて、突付け工法に用いるせっこうボードのエッジの種類については、ベベルエッジとした。,ビニル床シート張りにおいて、張付け後に湿気の影響を受けやすい箇所については、エポキシ樹脂系接着剤を使用した。,スウェイ方式のメタルカーテンウォール工事において、層間変位を吸収するためのスライドホール部については、手締め程度のボルト締めとし、緩止めを施した。,PCカーテンウォール工事において、カーテンウォール部材で層間変位に追従できるように、スパンドレルパネル方式を採用した。,4
令和4年,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,現場における給水管の水圧試験については、保持時間が60分であることを確認した。,一般配管用ステンレス鋼鋼管を用いた冷温水用の立て管については、最下階の床で固定し、各階に1か所ずつ管の収縮を妨げないように形鋼振れ止め支持を設けた。,電気設備工事における二重天井内のケーブル配線については、ケーブルによる荷重が過度とならないことを確認したうえで、ケーブルの支持間隔が2m以下になるように、天井吊ボルト及び天井下地材にバンド等を用いて固定した。,雷保護設備における板状接地極については、地表面下1.5mの深さに埋設し、ガス管から0.75m離隔した。,4
令和4年,施工,21,,5階建ての建築物における各部工事に関する次の記述のうち、最も不適当なものはどれか。,呼び径150の耐火二層管の横走り配管工事において、吊り金物による吊り間隔を1.5m以下とした。,とい工事において、硬質ポリ塩化ビニル管を用いた屋外の「たてどい」のとい受け金物については、特記がなかったので、3m間隔となるように取り付けた。,軽量鉄骨壁下地において、コンクリートスラブへのランナーの取付けについては、打込みピンによる固定とし、その間隔については、900mm程度とした。,横引き配管等の耐震対策において、最上階のケーブルラックについては、耐震クラスSに対応する必要があったので、6m以内の間隔でS種の耐震支持を行った。,2
令和4年,施工,22,,鉄筋コンクリート造建築物の耐震改修工事に使用する「あと施工アンカー」に関する次の記述のうち、最も不適当なものはどれか。,接着系アンカーの施工において、特記がなかったので、アンカー筋に打撃や衝撃を与えず、かつ、回転しないように、マーキング位置まで埋め込むことにより固着させた。,金属系アンカーの施工において、締付け方式のアンカーの固着状況については、特記がなかったので、締付け作業後、目視検査及び打音試験により全数確認した。,金属系アンカーの施工後の現場非破壊試験において、引張試験を行うための確認試験荷重については、特記がなかったので、計算で得られた、「アンカーの鋼材による引張荷重」又は「コンクリート破壊による引張荷重」の小さいほうの2/3程度の値とした。,接着系アンカーの施工後の確認試験において、引張試験に不合格となったロットについては、特記がなかったので、当該ロットの残り全てのアンカーに対して、試験を行った。,1
令和4年,施工,23,,鉄筋コンクリート造建築物の外壁改修工事に関する次の記述のうち、最も不適当なものはどれか。,手動式エポキシ樹脂注入工法によるコンクリート打放し仕上げの外壁のひび割れ部の改修工事において、鉛直方向のひび割れ部へのエポキシ樹脂の注入については、ひび割れ部の上部の注入口から下部へ順次行った。,自動式低圧エポキシ樹脂注入工法によるコンクリート打放し仕上げ外壁のひび割れ部の改修工事において、エポキシ樹脂の注入完了後は注入器具を取り付けたまま硬化養生を行い、エポキシ樹脂の硬化を見計らって仮止めシール材及び注入器具を撤去した。,塗り仕上げ外壁の改修工事において、既存塗膜を除去する必要がなかったので、下地のひび割れ部の補修後に塗膜表面の粉化物や付着物を除去する水洗い工法を採用し、上塗りのみを塗り替えた。,塗り仕上げ外壁の改修工事において、劣化の著しい塗膜や下地コンクリートの脆弱部分を除去する必要があったので、高圧水洗工法を採用した。,1
令和4年,施工,24,,建築工事に関する用語とその説明との組合せとして、最も不適当なものは、次のうちどれか。,ECP／石灰質原料及びけい酸質原料を主原料とし、オートクレーブ養生した軽量気泡コンクリートに鉄筋などの補強材を埋め込んだパネル,DPG構法／一般に、ガラスにあけた点支持用孔に点支持金物を取り付け、支持構造と連結することにより、大きなガラス面を構成する構法,エントレインドエア／AE剤又は空気連行作用がある混和剤を用いてコンクリート中に連行させた独立した微細な空気泡,逆打ち工法／一般に、建築物の1階の床・梁などを先行施工し、これらを支保工として、下部の根切りを進め、順次地下階の躯体の施工と根切りを繰り返し、地下工事を進める工法,1
令和4年,施工,25,,建築物の監理業務委託契約(工事監理を含む。)に関する次の記述のうち、四会連合協定「建築設計・監理等業務委託契約約款」(令和2年4月改正)に照らして、最も不適当なものはどれか。,委託者は、受託者から監理業務方針の説明を受けた日から7日以内に、受託者に対して、その修正につき協議を請求することができる。,受託者は、あらかじめ委託者の承諾を得た場合であっても、監理業務の全部を一括して他の建築士事務所の開設者に委託してはならない。,受託者は、委託者の債務の不履行により損害が生じたときは、その債務の不履行が監理業務委託契約及び取引上の社会通念に照らして委託者の責めに帰することができない事由によるものであっても、その債務の不履行の効果がこの契約に定められている場合を除き、委託者に対し、その損害の賠償を請求することができる。,受託者は、監理業務の段階において、理由の如何を問わず、工事請負契約が解除されたときは、委託者に催告をすることなく、直ちに、委託者に書面をもって通知して監理業務委託契約の全部を解除することができる。,3
