年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H28,構造,21,,土質及び地盤に関する次の記述のうち、最も不適当なものはどれか。,標準貫入試験のN値が10程度の粘性土地盤は、地上6階程度の中層建築物の直接基礎の支持地盤として十分な支持力を有していると判断できる。,粘性土地盤における圧密沈下は、地中の応力増加により土中の水が絞り出されて間隙が減少するために生じる。,砂質地盤における内部摩擦角は、一般に、標準貫入試験のN値が大きいほど大きくなる。,地盤のせん断剛性は、PS検層により測定されるS波速度が大きいほど小さくなる。,4
H28,構造,22,,コンクリート系の構造に関する次の記述のうち、最も不適当なものはどれか。,プレキャスト部材を継ぎ合わせて、PC鋼材の緊張により圧着接合する場合、圧着部の継目に生じるせん断力は、摩擦抵抗機構のみで伝達するように設計する。,プレキャストプレストレストコンクリート造の床版と周囲の梁との接合部は、長期及び短期に生じる応力を部材相互に伝達できるように設計する。,プレストレストコンクリート造は、引張縁の状態により I種、II種及びIII種に分類され、いずれも、常時作用している長期応力に対して、ひび割れの発生を許容し、ひび割れ幅を制御して設計する。,単純梁形式のプレストレストコンクリート合成梁は、一般に、引張応力の生じる部分をプレキャストプレストレストコンクリート部材とし、残る圧縮側部分を現場打ち鉄筋コンクリートとして、一体となって挙動するように設計する。,3
H28,構造,23,,各種建築構造に関する次の記述のうち、最も不適当なものはどれか。,壁式構造は、地震その他の水平力に対して、耐力壁を主体にした強度抵抗型の構造であり、高い変形性能は期待できない。,鉄筋コンクリート構造において、鉄筋のA級継手(母材と同等並みの強度と剛性を有する継手)は、降伏ヒンジが形成される材端域の主筋に使用できるが、靱性が低下することを考慮する必要がある。,壁式鉄筋コンクリート構造と壁式プレキャスト鉄筋コンクリート構造は、一つの建築物の同じ階に混用することはできない。,ポストテンション方式のプレストレストコンクリート構造において、シース内に充填するグラウトは、PC鋼材の腐食の防止、シースとPC鋼材との付着の確保等を目的とする。,3
H28,構造,24,,建築物の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,耐震計算を行う場合に用いるAiは、多数の地震応答解析結果の蓄積から、それらをまとめたものに基づき定められた、設計用層せん断力を求めるための高さ方向の分布を表す係数である。,各階の保有水平耐力計算において、偏心率が所定の数値を上回る場合又は剛性率が所定の数値を下回る場合には、必要保有水平耐力の値を割増しする。,鉄筋コンクリート造建築物の設計用一次固有周期Tを、略算法でなく固有値解析等の精算によって求める場合には、建築物の振動特性はコンクリートにひび割れのない初期剛性を用い、基礎や基礎杭の変形はないものと仮定する。,鉄筋コンクリート造建築物の必要保有水平耐力の計算において、一般に、柱・梁部材に曲げ破壊が生じる場合は、せん断破壊が生じる場合に比べて、構造特性係数Dsを大きくしなければならない。,4
H28,構造,25,,建築物の免震構造・制振構造に関する次の記述のうち、最も不適当なものはどれか。,免震構造用の積層ゴムにおいて、積層ゴムを構成するゴム1層の厚みを大きくすることは、一般に、鉛直支持能力を向上させるのに有効である。,基礎免震構造は、大地震での上部構造に作用する水平力を小さくすることはできるが、免震層には大きな変形が生じる。,鋼材や鉛等の履歴減衰型ダンパーは、塑性化する際のエネルギー吸収能力を利用するものであり、安定した復元力特性と十分な疲労強度が必要である。,免震構造用のオイルダンパーや履歴減衰型ダンパーは、地震時に対する設計だけではなく、暴風時に対する設計も行う必要がある。,1
H28,構造,26,,建築物の構造計画に関する次の記述のうち、最も不適当なものはどれか。,アスペクト比(幅に対する高さの比)が大きい塔状の建築物の場合には、大地震時の転倒に対する抵抗力を増やすために、基礎構造を軽量化する。,構造形式や構造種別が異なる構造を併用する場合には、それぞれの構造形式や構造種別の特性を踏まえて計画する。,エスカレーターは、大地震時において、耐震ブレースのように挙動することによる破損や層間変形による脱落が生じないように計画する。,床の鉛直方向の固有振動数が10Hz以下となる場合には、振動に対する居住性の検討を行う。,1
H28,構造,27,,木材に関する次の記述のうち、最も不適当なものはどれか。,木材の熱伝導率は、普通コンクリートに比べて小さい。,木材は、一般に、含水率が25～35%を超えると腐朽しやすくなる。,無等級材の繊維方向の基準強度の圧縮、引張、曲げの大小関係は、曲げ > 圧縮 > 引張である。,含水率が繊維飽和点以下の木材において、乾燥収縮率の大小関係は、一般に、繊維方向 > 半径方向 > 年輪の接線方向である。,4
H28,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,耐震診断等で構造体コンクリートから採取される円柱コア供試体の圧縮強度は、直径に対する高さの比が小さくなると小さくなる。,コンクリートの中性化速度は、水セメント比が小さいほど遅くなる。,コンクリートの引張強度は、一般に、円柱供試体を用いた直径方向の圧縮試験(割裂試験)により間接的に求められる。,一軸圧縮を受けるコンクリート円柱供試体の圧縮強度時ひずみは、一般に、圧縮強度が大きいほど大きくなる。,1
H28,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,建築構造用TMCP鋼は、化学成分の調整と水冷型熱加工制御法により製造され、板厚が40mmを超え 100mm以下の材であっても、40mm以下の材と同じ基準強度が保証されている。,SN材C種は、B種の規定に加えて板厚方向の絞り値の下限が規定されており、溶接加工時を含め板厚方向に大きな引張応力が発生する角形鋼管柱の通しダイアフラム等に用いられている。,SN490B材は、SS400材に比べて、降伏点、引張強さ、ヤング係数のいずれも大きい。,ステンレス鋼は、約11%以上のクロムを含む合金鋼であり、炭素鋼に比べて、耐食性、耐火性等に優れている。,3
H28,構造,30,,建築物の総合的な構造計画に関する次の記述のうち、最も不適当なものはどれか。,建築物の耐火設計については、火災終了まで、建築物を崩壊・倒壊させないことを目標とする。,床の積載荷重や部材断面設計において、適度に余裕をもたせて設計することは、イニシャルコスト増となるが、一般に、建築物の寿命を延ばし、ライフサイクルコストの節減に結びつく。,平面が不整形な建築物をエキスパンションジョイントを用いて整形な建築物に分割すると、一般に、構造体の地震時の挙動が明確になるが、温度応力やコンクリートの乾燥収縮に対しては、不利になる。,中間階免震構造を採用し、免震層を居室として使用する場合、火災時を考慮して、免震支承に耐火被覆を施す。,3
H28,施工,1,,施工計画等に関する次の記述のうち、最も不適当なものはどれか。,特記は、標準仕様書と異なる事項や標準仕様書に含まれていない事項について、設計図書のうち、質問回答書、現場説明書、特記仕様書及び図面において指定された事項をいう。,地震の後に、屋外に設置されているクレーンを用いて作業を行うときは、その地震が中震(震度4)の場合であれば、クレーンの各部分の点検を省略することができる。,クレーン、リフト、エレベーター等から材料の取込みに使用する仮設の荷受け構台は、積載荷重等に対して十分に安全な構造のものとしたうえで、材料置場と兼用することができる。,品質計画、一工程の施工の確認及び施工の具体的な計画を定めた工種別の施工計画書については、原則として、当該工事の施工に先立ち作成のうえ、監理者に提出する。,2
H28,施工,2,,工事現場管理等に関する次の記述のうち、最も不適当なものはどれか。,建築物の地下工事において、海域以外の公共用水域に排出する、建設工事により発生した1日当たりの平均的な排出水の量が50m3以上であったので、水素イオン濃度をpH9.0以下となるように管理した。,建築物の土工事において、掘削面の高さが2mの地山の掘削であったので、作業主任者を選任した。,既存建築物の解体工事において、石綿含有成形板(その重量の0.1%を超えて石綿を含有するもの)の除去を行うので、石綿作業主任者を選任した。,騒音規制法に定める特定建設作業における騒音が、敷地の境界線において、85dB以下となるように管理した。,1
H28,施工,3,,材料管理、品質管理等に関する次の記述のうち、最も不適当なものはどれか。,既製コンクリート杭の積込み及び荷降しについては、杭に生じる曲げモーメントを最小とするため、杭の両端から杭の長さの1/5の位置付近に2点で支持し、杭に衝撃を与えないように仮置きさせた。,工事現場に納入されたカーペット類のうち、タイルカーペットについては、材料が荷崩れしないように、5～6段積みまでとして保管させた。,構造体コンクリートの床の仕上りにおいて、セメントモルタルによる磁器質タイル張りとしたので、コンクリートの仕上がりの平坦さ(凹凸の差)の標準値を、1mにつき10mm以下として管理した。,屋内における塗装工事において、塗装場所の気温が5℃未満、相対湿度が85%以上の状況であったが、採暖と換気等の養生を行うことで、適切な温度・湿度条件が確保できたので、塗装作業をさせた。,1
H28,施工,4,,建築工事に関連する届等に関する次の記述のうち、最も不適当なものはどれか。,床面積の合計が500m2の鉄筋コンクリート造の建築物の新築工事を行うに当たって、建設工事に係る資材の再資源化等に関する法律に基づく「届出書」を都道府県知事あてに提出した。,高さ40mの鉄筋コンクリート造の建築物の解体工事を行うに当たって、「建設工事計画届」を特定行政庁あてに提出した。,道路に工事用の仮囲いを設置するに当たって、継続して道路の一部を使用する必要があったので、「道路占用許可申請書」を道路管理者あてに提出した。,ボイラー(移動式ボイラーを除く。)を設置するに当たって、「ボイラー設置届」を労働基準監督署長あてに提出した。,2
H28,施工,5,,仮設工事等に関する次の記述のうち、最も不適当なものはどれか。,高さ40mの枠組足場の強度計算において、鉛直方向の荷重である足場の自重と積載荷重は建枠で支持し、水平方向の風荷重は壁つなぎで支持しているものとみなして部材の強度を検討させた。,移動式クレーンによる荷の吊り上げ作業において、10分間の平均風速が10m/s以上となることが予想されたので、作業を中止し、当該クレーンの転倒防止を図った。,単管パイプを用いて床面開口部の周囲に設ける仮設の手摺については、高さを1.2mとし、物体落下防止として高さ10cmの幅木を設け、墜落防止として床から65cmの位置に中桟1本を取り付けた。,墨出しに用いる鋼製巻尺のテープ合わせについては、鋼製巻尺(日本工業規格(JIS)1級)を3本用意して、それぞれに50Nの張力を与えて、相互の差を確認した。,3
H28,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,軟弱な粘性土地盤の掘削工事において、ヒービングの危険性が高いと判断されたので、その対策として、剛性の高い山留め壁を良質な地盤まで設置し、背面地盤の回り込みを抑えることとした。,親杭横矢板工法の親杭をプレボーリングにより設置したので、受働抵抗を十分に発揮させて水平方向の変形を抑制するために、杭の根入れ部分はセメントベントナイト液の注入を行い、根入れ部分より上の杭まわりの空隙は存置した。,切ばり支柱と乗入れ構台支柱をやむを得ず兼用するに当たり、切ばり支柱としての荷重とともに、乗入れ構台上の重機や構台自重等の合計荷重に対する支持力を確認した。,ソイルセメント壁の芯材としての形鋼に新品を用いたので、芯材の許容応力度は、短期許容応力度の値を採用した。,2
H28,施工,7,,杭地業工事に関する次の記述のうち、最も不適当なものはどれか。,寒冷地における場所打ちコンクリート杭において、地中温度が低くなることを考慮して、コンクリートの養生温度による調合強度の補正を行った。,プレストレストコンクリート杭工事の杭頭処理において、ダイヤモンドカッター方式で杭頭を切断するに当たり、補強する範囲を当該切断面から350mm程度とした。,セメントミルク工法において、掘削時にはアースオーガーの心を杭心に鉛直に合わせ正回転させ、引上げ時にはアースオーガーを逆回転させた。,既製コンクリート杭の継手部の溶接において、仮付け溶接は、本溶接と同等なものとし、その長さを40mm以上とした。,3
H28,施工,8,,鉄筋工事に関する次の記述のうち、最も不適当なものはどれか。,鉄筋相互の接合に当たって、「SD345のD25」 と 「SD390のD29」との継手をガス圧接継手とした。,ガス圧接において、加熱中にバーナーの火炎に異常が生じたため加熱を中断したが、圧接端面相互が密着した後であったので、再加熱して圧接作業を続行させた。,日本工業規格(JIS)のD25の異形鉄筋の受入れ検査において、搬入時に圧延マークを確認したところ、突起の数が2個であったので、SD345と判断した。,鉄筋工事の配筋検査のうち、壁の検査においては、交差する鉄筋相互の結束箇所が、交点の半数以上でバランスよく結束されていることを確認した。,3
H28,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,せき板の取外し後に湿潤養生をしない計画の基礎のせき板の存置期間は、計画供用期間の級が「標準」であったので、構造体コンクリートの圧縮強度が5N/mm2以上に達するまでとした。,スラブ下(片持スラブを除く。)の支保工の取外しに当たり、コンクリートの圧縮強度が設計基準強度に達していなかったが、コンクリートの圧縮強度が12 N/mm2以上であり、かつ、構造計算により安全であることを確認した。,柱型枠の構造計算を行うに当たり、コンクリートの打込み速さが20m/hを超え、打込み高さを3.6mとして予定していたので、側圧は、「フレッシュコンクリートのヘッド(側圧を求める位置から上のコンクリートの打込み高さ)」と「フレッシュコンクリートの単位容積質量に重力加速度を乗じたもの」とを乗じた値とした。,壁型枠に設ける配管用のスリーブのうち、開口補強が不要であり、かつ、スリーブの径が200mm以下の部分について、特記がなかったので、当該スリーブに紙チューブを採用した。,1
H28,施工,10,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,マスコンクリートの温度ひび割れを抑制するために、普通ポルトランドセメントの代わりに、中庸熱ポルトランドセメントを採用した。,コンクリートの乾燥収縮ひずみを抑制するために、所要のワーカビリティーが得られる範囲で、単位粗骨材量をできるだけ大きくした。,軽量コンクリートのポンプ圧送中のスランプロス(スランプ低下)を抑制するために、人工軽量骨材はあらかじめ十分に吸水したものを使用した。,高強度コンクリートの自己収縮を抑制するために、所要のワーカビリティーが得られる範囲で、単位セメント量をできるだけ大きくした。,4
H28,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,普通コンクリートにおける構造体コンクリートの圧縮強度の検査において、1回の試験に用いる供試体については、工事現場において適切な間隔をあけた3台の運搬車から各1個ずつ、合計3個採取した。,コンクリートの打込み日の外気温が25℃以下となることが予想されたので、コンクリートの練混ぜから打込み終了までの時間の限度を150分とした。,軽量コンクリートのポンプ圧送において、輸送管の水平換算距離が150mであったので、呼び寸法125Aの輸送管を使用した。,コンクリートの打継ぎにおいて、やむを得ず、梁に鉛直打継ぎ部を設けなければならなかったので、せん断力の小さいスパン中央付近に鉛直打継ぎ部を設けた。,2
H28,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,プレキャスト部材の接合用金物のアンカー筋に対するコンクリートの設計かぶり厚さについては、特記がなかったので、部材製造時の精度や施工時の誤差を考慮し、必要な最小かぶり厚さに5mmを加えた値とした。,プレキャスト部材を現場打ちコンクリートに接合する部分については、特記がなかったので、「プレキャスト部材の位置の許容差」と「現場打ちコンクリート部分の位置の許容差」とを同じ値とした。,製造工場におけるプレキャスト部材の脱型時のコンクリートの圧縮強度は、部材の製造場所において採取し標準養生を行った供試体の圧縮強度の結果により確認した。,工事現場において仮置きするプレキャストの柱部材の積み重ねの数は、安定性を考慮して、平置きで2段までとする計画とした。,3
H28,施工,13,図あり,木造建築物において用いる接合金物の種類、形状及び主な用途の組合せとして、最も不適当なものは、次のうちどれか。ただし、図で示した金物の形状は、用途別に複数あるサイズのうちから、1例を示したものである。,ひら金物(SM-40) - 上下階の管柱相互の接合,梁受け金物(BH-195) - 梁と梁との接合,ホールダウン金物(引寄せ金物)(S-HD-15) - 基礎と柱との接合,D折曲げ金物(ST-12) - 根太と大引きとの接合,4
H28,施工,14,,鉄骨工事における溶接部の欠陥とその補修方法との組合せとして、最も不適当なものは、次のうちどれか。,アンダーカット - 欠陥部を必要に応じて整形した後、ショートビードにならないように補修溶接し、必要に応じてグラインダー仕上げを行った,ピット - 欠陥部に細径の溶接棒を用いて、ピット部に溶接金属を足して余盛を十分に確保するように補強した。,オーバーラップ - 余盛を削りすぎないように、注意しながらグラインダー仕上げを行った,融合不良 - アークエアガウジングによりはつり取って実際の不良箇所の位置を確認し、欠陥の端部より20mm程度の範囲を除去し、船底型の形状に仕上げてから再溶接した,2
H28,施工,15,,鉄骨工事の高力ボルト接合に関する次の記述のうち、最も不適当なものはどれか。,溶融亜鉛めっき高力ボルトの接合において、M20とM22の一次締めトルクは、100N・mとした。,高力六角ボルトM20のナット回転法による本締め後の検査において、全てのボルトについて、一次締め完了後に付したマークのずれにより、ナットの回転量が120度±30度の範囲にあるものを合格とした。,トルシア形高力ボルトの締付け後の検査において、ボルトの余長については、ナット面から突き出た長さが、ねじ1山～6山の範囲にあるものを合格とした。,F8Tの溶融亜鉛めっき高力ボルトM20の孔径については、22mmとした。,1
H28,施工,16,,防水工事及び屋根工事に関する次の記述のうち、最も不適当なものはどれか。,アスファルト防水工事において、コンクリート下地の乾燥状態については、高周波水分計による下地水分の測定により判断した。,シーリング工事において、特記がなかったので、コンクリート壁下地の外壁のタイル目地に2成分形ポリサルファイド系シーリング材を使用した。,アスファルト防水工事で使用する縦引き型ルーフドレンについては、ルーフドレンから雨水排水縦管までの横引き管を短くするため、ルーフドレンをパラペットの立上り部に接する位置に設置した。,金属板による折板葺において、タイトフレームと受け梁との接合については、ボルト接合とせずに隅肉溶接とし、風による繰返し荷重による緩みを防止した。,3
H28,施工,17,,張り石工事及びタイル張り工事に関する次の記述のうち、最も不適当なものはどれか。,張り石工事における外壁乾式工法において、石材取付け用ファスナーの面外調整機構を考慮して、下地となるコンクリート部材の位置の許容差を、±10mmとした。,張り石工事における石先付けプレキャストコンクリート工法において、シアコネクターの取付け代を考慮して、コンクリート部材に先付けされる石材の厚さを、20mmとした。,セメントモルタルによるタイル後張り工法における改良圧着張りにおいて、張付けモルタルの1回の塗付け面積の限度は、2m2以下とし、かつ、60分以内に張り終える面積とした。,セメントモルタルによるタイル後張り工法において、外壁タイルの引張接着強度を確認する試験体の数は、100m2ごと及びその端数につき1個以上とし、かつ、全体で3個以上とした。,2
H28,施工,18,,金属工事及びガラス工事に関する次の記述のうち、最も不適当なものはどれか。,アルミニウム合金製の手摺の取付けにおいて、温度差が40℃の場合の部材伸縮の目安を1m当たり1.0mm程度として、伸縮調整部を所定の間隔で設けた。,鉄筋コンクリート造の躯体へのアルミニウム製の外壁サッシの取付けに当たって、サッシ下部のモルタルを確実に充填するために、水切り板下部とサッシ下枠下部のモルタル詰めを二度に分けて行った。,アルミニウム製の外壁サッシにおいて、引違い窓のセッティングブロックは、フロート板ガラスの両端部からガラスの横幅寸法の1/4の位置に設置した。,外壁サッシにはめ込まれた板ガラスの熱割れを防止するために、フロート板ガラスに比べて日射吸収率の高い熱線吸収板ガラスを用いた。,4
H28,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート壁下地面におけるせっこうボードのせっこう系直張り用接着剤による直張り工法において、特記がなかったので、接着剤の塗付け間隔をボード周辺部で、150～200mmとした。,グリッパー工法によるタフテッドカーペットの敷込みにおいて、長い廊下については、伸長用工具としてパワーストレッチャーを使用した。,コンクリート下地へのセメントモルタル塗りにおいて、下地への吸水調整材の塗布回数を増すことにより、コンクリート下地とモルタルの付着性を高めた。,縦壁ロッキング構法によるALCパネル工事において、外壁のパネル間の目地のシーリングについては二面接着とした。,3
H28,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,自動火災報知設備の設置において、天井面への煙感知器(光電式スポット型)の取付けは、換気口等の吹出し口から1.2m離して取り付けた。,排水設備工事における排水トラップは、封水深さが5～10cmのものを使用した。,外壁に設ける換気用の排気口については、屋外避難階段から2m離して設けた。,寒冷地以外において、車両が通行しない平坦な敷地における給水管の埋設深さを、管の上端から300mmとした。,1
H28,施工,21,,各種工事に関する次の記述のうち、最も不適当なものはどれか。,耐火建築物におけるメタルカーテンウォール工事において、下階から上階への延焼と火炎を防止する層間ふさぎについては、カーテンウォール部材の挙動により耐火材が脱落しないように厚さ1.6mmの鋼板の層間ふさぎ受けを取り付けた。,鉄筋コンクリート造の建築物における断熱工事の断熱材打込み工法において、型枠取り外し後にフェノールフォーム保温材が欠落している部分を発見したので、その部分のコンクリートをはつり取り、断熱材現場発泡工法により隙間なく補修した。,現場発泡工法による断熱工事において、総厚さ30mmの吹付け硬質ウレタンフォーム断熱材の吹付け方法については、厚さ5mm以下で下吹きを行った後、発泡体表面が平滑になるよう、多層吹きとした。,戸建て住宅の換気設備工事において、排気ダクトについては、雨仕舞いに優れた形状の丸型ベントキャップを用いたので、排気効率を考慮し、住戸内から住戸外に向かって、先上がり勾配とした。,4
H28,施工,22,,改修工事等に関する次の記述のうち、最も不適当なものはどれか。,コンクリート打放し仕上げの外壁のひび割れ部の手動式エポキシ樹脂注入工法による改修工事において、鉛直方向のひび割れ部については、ひび割れ部の下部の注入口から上部へ順次注入した。,保護アスファルト工法による陸屋根の保護層を残し改修用ルーフドレンを設けない防水改修工事において、既存ルーフドレンの周囲の既存防水層の処理に当たっては、既存ルーフドレン端部から500mm程度の範囲の既存保護層を四角形に撤去した後、既存ルーフドレン端部から300mm程度の範囲の既存防水層を四角形に撤去した。,特定天井の天井下地に該当しない一般的な軽量鉄骨天井下地を新設する内装改修工事において、既存の埋込みインサートを再使用することとしたので、引き抜けないことを確認するために、工事対象階の3箇所でそれぞれ400Nの荷重により、吊りボルトの引抜き試験を行った。,建築物の劣化診断方法において、コンクリートの中性化深さの調査を、電磁波レーダ法により行った。,4
H28,施工,23,図あり,鉄筋コンクリート造の既存建築物の耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート壁において、豆板が発見された部分のコンクリートの打直しを行うに当たり、図-1(X-X'断面)のように、コンクリートをはつり取った後に露出した鉄筋と周囲のコンクリートとの隙間の寸法aを最低20mm程度とした。,コンクリート壁において、豆板が発見された部分のコンクリートの打直しを行うに当たり、図-1 (Y-Y'断面)のように、開口部の上端のコンクリート打設側の寸法bを100mm以上となるように斜めにはつり取った。,接着系アンカーによる「あと施工アンカー」の穿孔作業において、図-2のように、やむを得ず傾斜して穿孔しなければならなかったので、施工面への垂線に対して傾斜角cを15度以内で行った。,壁開口部の金属系アンカーによる「あと施工アンカー」の施工において、図-3のように、既存梁の主筋とせん断補強筋で囲まれた内側になるように配置し、既存柱からのはしあきの寸法dをアンカー軸部の直径の5倍以上とした。,1
H28,施工,24,,建築工事の検査において、一般に使用する検査器具に関する次の記述のうち、最も不適当なものはどれか。,クラックスケールは、コンクリート等に発生したひび割れの幅の測定に用いる器具である。,溶接ゲージは、隅肉溶接ののど厚、脚長やビード幅の測定、アンダーカット深度等を測定する器具である。,すきまゲージは、本尺と副尺によりmmまでの精度で幅や深さの測定ができる器具である。,鋼球型テストハンマーは、タイル等の表面について、ハンマーの先端を左右に転がすように動かし又は軽打し、その音の差異で浮きがないか調べる器具である。,3
H28,施工,25,,次の記述のうち、四会連合協定「建築設計・監理等業務委託契約約款」(平成27年2月改正)又は民間(旧四会)連合協定「工事請負契約約款」(平成23年5月改正)に照らして、最も不適当なものはどれか。,監理業務において、委託者は、必要あるときは受託者に対し指示をすることができるが、委託者の指示の内容が建築士法、建築基準法その他業務に関する法令に抵触し又は抵触するおそれがあると認められる場合、受託者は撤回又は変更を求めることができる。,監理業務において、受託者は、委託者の承諾を得て監理業務の一部について、他の建築士事務所の開設者に委託した場合、委託者に対し、当該他の建築士事務所の開設者の受託に基づく行為全てについて責任を負う。,工事の施工において、受注者は、監理者の処置が著しく適当でないと認められるときは、その理由を明示した書面をもって、発注者に対して異議を申し立てることができる。,工事の施工において、受注者は、工事現場における施工の技術上の管理をつかさどる監理技術者又は主任技術者を定め、書面をもってその氏名を監理者に通知する。,4
