年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和3年,構造,19,,土質及び地盤に関する次の記述のうち、最も不適当なものはどれか。,土の含水比(土粒子の質量に対する土中の水の質量比)は、一般に、砂質土に比べて粘性土のほうが大きい。,飽和土は、土粒子の間隙部分が全て水で満たされている状態にある。,粘性土地盤において、粘土の粒径は、シルトの粒径に比べて大きい。,地盤の許容支持力度は、標準貫入試験によるN値が同じ場合、一般に、砂質土地盤に比べて粘性土地盤のほうが大きい。,3
令和3年,構造,20,,地盤の沈下に関する次の記述のうち、最も不適当なものはどれか。,地震時に地盤が液状化して沈下する原因は、主に砂粒子の間隙水圧の上昇等により、水が砂混じりで地上に噴出するためである。,地盤の変形特性は非線形性状を示すが、通常の設計においては、地盤を等価な弾性体とみなし、即時沈下の計算を行ってもよい。,粘性土を支持層とする場合は、即時沈下だけではなく、圧密沈下も考慮する必要がある。,圧密沈下は、有効応力の増加に伴って、主に土粒子が変形することにより生じる。,4
令和3年,構造,21,,擁壁及び地下外壁の設計に関する次の記述のうち、最も不適当なものはどれか。,擁壁の滑動に対する検討において、フーチング底面と支持地盤との間の摩擦係数を、土質にかかわらず一定とした。,擁壁背面側の地表面に、等分布荷重が加わることとしたので、鉛直応力の増加分に土圧係数を乗じた値を、主働土圧に加えた。,常時作用する荷重として、地下外壁に作用する水圧を、地下水位からの三角形分布として求めた。,地下外壁の断面設計に用いる静止土圧係数を、土質試験により信頼性の高い結果が得られなかったので、土質にかかわらず0.5とした。,1
令和3年,構造,22,,プレストレストコンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,不静定架構の梁にプレストレス力を導入する場合、曲げ変形と同時に軸方向変形を考慮した不静定二次応力を計算しなければならない。,フルプレストレッシングの設計(I種)は、長期設計荷重時に断面に生じるコンクリートの引張応力を長期許容引張応力度以下に制限するものである。,プレキャストプレストレストコンクリート造の梁を、PC鋼材の緊張により柱と圧着接合する場合、目地モルタルの脱落を防止するために、スターラップ状の曲げ拘束筋やワイヤーメッシュ等による補強を行うことが必要である。,プレストレストコンクリート合成梁では、引張応力が生じるプレキャストプレストレストコンクリート部分と、残りの現場打ち鉄筋コンクリート部分とが一体で挙動できるように、両者を結合する鉄筋を設ける必要がある。,2
令和3年,構造,23,,各種建築構造に関する次の記述のうち、最も不適当なものはどれか。,壁式鉄筋コンクリート構造の建築物では、使用するコンクリートの設計基準強度を高くすると、一般に、必要壁量を小さくすることができる。,壁式鉄筋コンクリート構造と壁式プレキャスト鉄筋コンクリート構造は、一つの建築物の同じ階に混用することができる。,鉄骨鉄筋コンクリート造の埋込み型柱脚の曲げ終局耐力は、柱脚の鉄骨断面の曲げ終局耐力と、柱脚の埋め込み部分の支圧力による曲げ終局耐力の累加により求めることができる。,鉄骨鉄筋コンクリート造の柱では、格子形の非充腹形鉄骨を用いた場合に比べて、フルウェブの充腹形鉄骨を用いた場合のほうが、靱性の向上が期待できる。,3
令和3年,構造,24,,耐震構造、免震構造及び制振構造に関する次の記述のうち、最も不適当なものはどれか。,建築物の耐震性は、一般に、強度と靱性によって評価され、靱性が低い場合には、強度を十分に大きくする必要がある。,免震構造に用いられる、積層ゴムアイソレータの2次形状係数S2(全ゴム層厚に対するゴム直径の比)は、主に座屈荷重や水平剛性に関係する。,免震構造用の積層ゴムにおいて、積層ゴムを構成するゴム1層の厚みを大きくすることは、一般に、鉛直支持能力を向上させる効果がある。,制振構造に用いられる鋼材ダンパー等の履歴減衰型の制振部材は、鋼材等の履歴エネルギー吸収能力を利用するものであり、大地震時には層間変形が小さい段階から当該部材を塑性化させることが有効である。,3
令和3年,構造,25,,既存鉄筋コンクリート造建築物の耐震診断・改修に関する次の記述のうち、最も不適当なものはどれか。,垂れ壁や腰壁が付いた柱は、大地震時に垂れ壁や腰壁が付かない柱より先に破壊するおそれがある。,耐震改修において、柱の耐力の向上を図る方法の一つに、「そで壁付き柱の柱とそで壁との間に耐震スリットを設ける方法」がある。,耐震改修において、耐力の向上を図る方法の一つに、「枠付き鉄骨ブレースを増設する方法」がある。,耐震改修において、柱の変形能力の向上を図る方法の一つに、「炭素繊維巻き付け補強」がある。,2
令和3年,構造,26,,建築物の構造計画に関する次の記述のうち、最も不適当なものはどれか。,建築物の平面形状が細長く、耐力壁が短辺方向の両妻面のみに配置され、剛床と仮定できない場合、両妻面の耐力壁の負担せん断力は、剛床と仮定した場合より大きくなる。,地震時水平力を受けて骨組の水平変形が大きくなると、P-Δ効果による付加的な応力及び水平変形が発生する。,大きいスパンの建築物において、柱を鉄筋コンクリート造、梁を鉄骨造とする場合、異種構造の部材間における応力の伝達を考慮して設計する必要がある。,1階にピロティ階を有する鉄筋コンクリート造建築物において、ピロティ階の独立柱の曲げ降伏による層崩壊を想定する場合、当該階については、地震入力エネルギーの集中を考慮した十分な保有水平耐力を確保する必要がある。,1
令和3年,構造,27,,木材及び木質系材料に関する次の記述のうち、最も不適当なものはどれか。,製材の日本農林規格において、目視等級区分構造用製材は、構造用製材のうち、節、丸身等の材の欠点を目視により測定し、等級区分したものである。,針葉樹は、通直な長大材が得やすく、加工が容易であることから、柱・梁等の構造材をはじめ様々な用途に用いられる。,木材の基準強度は、一般に、せん断に対する基準強度(Fs)に比べて曲げに対する基準強度(Fb)のほうが大きい。,木材の曲げ強度は、樹種が同一の場合、一般に、気乾比重が大きいものほど小さい。,4
令和3年,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,コンクリートの硬化初期の期間中に、コンクリートの温度が想定していた温度より著しく低いと、一般に、強度発現が遅延する。,コンクリートの圧縮強度試験において、一般に、コンクリート供試体の形状が相似の場合、供試体寸法が小さいほど、圧縮強度は大きくなる。,コンクリートの圧縮強度試験用供試体を用いた圧縮強度試験において、荷重速度が速いほど大きい強度を示す。,コンクリートのヤング係数は、一般に、応力ひずみ曲線上における圧縮強度時の点と原点を結ぶ直線の勾配で表される。,4
令和3年,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,構造用鋼材では、一般に、炭素量が増加すると、鋼材の強度や硬度が増加するが、靱性や溶接性は低下する。,熱間圧延鋼材の強度は、圧延方向(L方向)や圧延方向に直角な方向(C方向)に比べて、板厚方向(Z方向)は小さい傾向がある。,建築構造用圧延鋼材SN490Bは、降伏点又は耐力の下限値を490 N/mm?とすることのほか、降伏比の上限値や引張強さの下限値等が規定されている。,建築構造用TMCP鋼は、一般に、化学成分の調整と熱加工制御法により製造され、板厚が40mmを超え 100mm以下の材であっても、40mm以下の材と同じ基準強度が保証されている。,3
令和3年,構造,30,,非構造部材等の設計用地震力に関する次の記述のうち、最も不適当なものはどれか。,補強コンクリートブロック造の塀の構造設計に用いる地震力は、地表面から突出する構造物となる煙突に準じたものとする。,建築物の屋上から突出する水槽等の耐震設計において、転倒等に対して危害を防止するための有効な措置が講じられている場合は、地震力を一定の範囲で減じることができる。,高層建築物に設置する設備機器の耐震設計において、設計用水平震度は、一般に、中間階に比べて上層階のほうを大きくする。,一端固定状態のエスカレーターにおける固定部分の設計用地震力の算定において、設計用鉛直標準震度は、一般に、全ての階で同じ数値とする。,4
令和3年,施工,1,,一般的な設計図書に基づく施工計画に関する次の記述のうち、最も不適当なものはどれか。,監理者は、工事施工者から提出を受けた「品質計画、施工の具体的な計画並びに一工程の施工の確認内容及びその確認を行う段階を定めた施工計画書」のうち、品質計画に係る部分について、承認した。,監理者は、一工程の施工の着手前に、総合施工計画書に基づいて工事施工者が作成する工種別施工計画書のうち、工事の品質に影響を及ぼさない工種を省略することについて、承認した。,設計図書に選ぶべき専門工事業者の候補が記載されていなかったので、設計図書に示された工事の内容・品質を達成し得ると考えられる専門工事業者を、事前に工事施工者と協議したうえで、監理者の責任において選定した。,近隣の安全に対して行う仮設計画で、契約書や設計図書に特別の定めがないものについては、工事施工者の責任において決定した。,3
令和3年,施工,2,,工事現場の管理等に関する次の記述のうち、最も不適当なものはどれか。,設計図書間に相違がある場合の適用の優先順位として最も高いものは、一般に、質問回答書である。,公共工事において、特別な要因により工期内に主要な工事材料の日本国内における価格に著しい変動が生じ、請負代金額が不適当となったときは、発注者又は受注者は、請負代金額の変更を請求することができる。,"発注者から事務所の建築一式工事(請負代金額が7,000万円以上)を請け負った元請業者が当該工事を施工するために置く監理技術者については、当該工事現場に専任の監理技術者補佐を置いた場合であっても、当該工事現場のほかの工事現場の監理技術者を兼務することはできない。",産業廃棄物の処理を委託する場合、元請業者は、原則として、廃棄物の量にかかわらず、廃棄物の種類ごと、車両ごとのマニフェストにより、廃棄物が適正に運搬されたこと、処分されたこと及び最終処分されたことを確認する。,3
令和3年,施工,3,,材料管理及び品質管理に関する次の記述のうち、最も不適当なものはどれか。,工事現場に仮置きする既製コンクリート杭については、仮置きするための場所が狭かったので、所定の措置を講じたうえで、同径のものを平置きで2段まで積み重ねる計画とした。,コンクリート工事において、計画供用期間の級が「標準」のコンクリートの練混ぜ水として、レディーミクストコンクリート工場で発生するコンクリートの洗浄排水を処理して得られる回収水で、JISに適合することが確認されたものを用いた。,シーリング工事で用いるバックアップ材は、合成樹脂製でシーリング材に変色等の悪影響を及ぼさず、かつ、シーリング材との接着性がよいものを用いた。,木工事に用いる造作材の工事現場搬入時の含水率は、特記がなかったので、15%以下であることを確認した。,3
令和3年,施工,4,,建築工事等の届出等に関する次の記述のうち、最も不適当なものはどれか。,指定確認検査機関による確認を受けた建築物について、特定行政庁が指定した特定工程に係る工事を終えた日から4日以内に到達するように、「中間検査申請書」を建築主事あてに提出した。,騒音規制法による指定地域内において、特定建設作業を伴う建設工事を施工するに当たって、当該特定建設作業の開始の日の7日前までに、「特定建設作業実施届出書」を市町村長あてに届け出た。,特定元方事業者の労働者及び関係請負人の労働者の作業が同一場所において行われる建築工事の着手に当たって、当該作業の開始後、速やかに「特定元方事業者の事業開始報告」を労働基準監督署長あてに行った。,道路に外部足場を設置するに当たって、継続して道路の一部を使用する必要があったので、「道路使用許可申請書」を道路管理者あてに提出した。,4
令和3年,施工,5,,仮設工事に関する次の記述のうち、最も不適当なものはどれか。,建築物の改修工事のための枠組足場を設置する計画において、高さ12mの枠組足場の組立てから解体までの期間が49日であったので、その計画を労働基準監督署長に届け出なかった。,工事用の資材を上階に運搬するために鉄筋コンクリートの床スラブに設ける仮設用の開口については、補強や復旧等を含む計画書を作成し、監理者の承認を受けた。,ベンチマークから引き出した「各階の通り心と高さの基準になる基準墨」について、監理者の検査を受けた。,"移動式クレーンによる荷の吊り上げ作業において、送電電圧6,600Vの絶縁防護のない配電線からの最小離隔距離(安全距離)については、1.0mを確保した。",4
令和3年,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,ウェルポイント工法において、ウェルポイントに接続するライザーパイプについては、揚水能力を確保するために、スリット形ストレーナー管を用いた。,軟弱地盤の掘削において、掘削位置の外周に余裕があったので、ヒービングを防止するために、山留め壁の背面側の地盤のすき取りを行った。,ディープウェルからの揚水を同一帯水層に復水するリチャージ工法を採用したので、その必要揚水量については、復水しないディープウェル工法を採用した場合より多く計画した。,山留め工事において、切ばりが切ばり支柱の一部と平面的に重なってしまったので、切ばり支柱の一部を切り欠いて、補強を行ったうえで、切ばりを通りよくまっすぐに設置した。,1
令和3年,施工,7,,杭地業工事に関する次の記述のうち、最も不適当なものはどれか。,セメントミルク工法による既製コンクリート杭工事において、掘削時の支持層への到達確認については、掘削機の積分電流計の値から算出したN値によることとした。,セメントミルク工法による既製コンクリート杭工事において、掘削時に支持層への到達確認の記録が取得できない杭については、施工前にあらかじめ定めた代替の手法による記録を到達確認の記録とした。,アースドリル工法による場所打ちコンクリート杭工事において、安定液は、ベントナイトを主体として、分散剤や変質防止剤等を加え、できる限り低粘性・低比重となるように配合した。,オールケーシング工法による場所打ちコンクリート杭工事において、トレミー管及びケーシングチューブの先端は、コンクリート中に2m以上入っていることを確認した。,1
令和3年,施工,8,図あり,図に示す鉄筋工事に関する寸法について、最も不適当なものは、次のうちどれか。ただし、鉄筋はSD345、コンクリートの設計基準強度は24N/mm?とし、コンクリートの粗骨材の最大寸法は20mmとする。また、設計図書には特記がないものとし、図に記載のない鉄筋は適切に配筋されているものとする。,鉄筋(D19)のあき [図: リブ間 30mm],地上の耐力壁の鉄筋 (D13)の継手長さ [図: 500mm],大梁の下端筋 (D32)の柱内折曲げ定着の投影定着長さ [図: 650mm],鉄筋(D25)のガス圧接継手の位置 [図: 400mmずらし],2
令和3年,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,型枠支保工の構造計算において、通常のポンプ工法による打込み時の積載荷重については、打込み時の作業荷重とそれに伴う衝撃荷重を合わせたものとし、その値を1.5kN/m?とした。,壁型枠に設ける配管用のスリーブのうち、開口補強が不要であり、かつ、当該スリーブの径が200mm以下の部分については、特記がなかったので、紙チュープとした。,コンクリートの材齢28日以前に梁下の支保工の取り外しの可否を判断するに当たって、標準養生した供試体の圧縮強度が設計基準強度以上であることを確認した。,計画供用期間の級が「標準」の柱及び壁のせき板の存置期間をコンクリートの材齢により決定するとした施工計画において、存置期間中の平均気温が10℃以上15℃未満と予想されたので、普通ポルトランドセメントを使用したコンクリートについては、せき板の存置期間を6日とした。,3
令和3年,施工,10,図あり,表は、コンクリートの計画調合において使用する材料の絶対容積、質量等を記号で表したものである。この表の材料を使用したコンクリートに関する次の記述のうち、最も不適当なものはどれか。ただし、細骨材及び粗骨材は、表面乾燥飽水状態とする。また、化学混和剤としてAE減水剤を使用するものとする。,コンクリートの強度(N/mm?)は、A/Eに比例する。,AE減水剤の使用量(kg/m?)は、Ex(H/100)である。,細骨材率(%)は、C/(C+D)x100である。,フレッシュコンクリートの単位容積質量(kg/m?)は、A+E+F+Gである。,1
令和3年,施工,11,,コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,レディーミクストコンクリートの受入検査において、指定したスランプ 18cmに対して、15.5 cmであったので許容した。,鋼管充填コンクリートの落し込み工法において、できる限りコンクリートの分離が生じないように、打込み当初のコンクリートの自由落下高さを1m以内とした。,設計基準強度60N/mm?の高強度コンクリートの打込みにおいて、高性能AE減水剤を使用しているので、外気温にかかわらず、練混ぜから打込み終了までの時間の限度を120分とした。,コンクリートの締固めについては、公称棒径45mmのコンクリート用棒形振動機のほかに、型枠振動機及び木槌を併用したので、棒形振動機の挿入間隔を80cm程度とした。,4
令和3年,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,プレキャスト部材の製造については、部材の大型化や輸送費の低減を図るために、工事現場に仮設の製造設備や品質管理体制を整え、第三者機関の認定を取得した仮設工場で行う計画とした。,プレキャスト部材に用いるコンクリートの空気量は、特記がなく、凍結融解作用を受けるおそれもなかったので、目標値を4.5%とした。,計画供用期間の級が「標準」の建築物において、耐久性上有効な仕上げを施すプレキャスト部材の屋外側の設計かぶり厚さは、特記がなかったので、柱・梁・耐力壁については35mm、床スラブ・屋根スラブについては25mmとした。,工事現場において、プレキャスト部材のエンクローズ溶接継手については、溶接後の鉄筋の残留応力が過大とならないように、同一接合部の鉄筋の溶接作業を連続して行った。,2
令和3年,施工,13,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,トルシア形高力ボルトによる本接合において、一次締付後に、ボルト・ナット・座金及び母材にわたりマークを施し、専用のレンチを用いてピンテールが破断するまで締付けを行った。,サブマージアーク溶接による完全溶込み溶接において、あらかじめ行った溶接施工試験により十分な溶込みが得られることを確認できたので、監理者の承認を得て、裏はつりを省略した。,受入検査における溶接部の外観検査は、特記がなかったので、表面欠陥及び精度に対する目視検査とし、基準を逸脱していると思われる箇所に対してのみ、適正な器具により測定した。,やむを得ず横向き姿勢で行う軸径16mmのスタッド溶接については、実際の施工条件に合わせた技量付加試験を実施できなかったので、スタッド溶接技能者の資格種別A級の資格を有する者が行った。,4
令和3年,施工,14,,鉄骨工事に関する次の記述のうち、監理者の行為として、最も不適当なものはどれか。,鉄骨製作工場で行う監理者の検査については、塗装実施前に工事施工者が行う受入検査時に実際に使用する製品に対して直接行った。,板厚が13mmの鉄骨の高力ボルト用の孔あけ加工において、特記のないものについては、せん断孔あけとし、グラインダーを使用して切断面のばりが除去されていることを確認した。,トルシア形高力ボルト接合の本締めにおいて、トルシア形高力ボルト専用の締付け機が使用できない箇所については、高力六角ボルトに交換して、ナット回転法により適切なボルト張力が導入されたことを確認した。,材料の受入れに当たって、鋼材の種類、形状及び寸法については、規格品証明書の写しに所定の事項が明示され、押印された原本相当規格品証明書により確認した。,2
令和3年,施工,15,,木造軸組工法の住宅の建築工事に関する次の記述のうち、監理者の行為として、最も不適当なものはどれか。,柱脚部において、短期許容耐力20kNのホールダウン金物(引寄せ金物)をホールダウン専用アンカーボルトで緊結する箇所については、アンカーボルトのコンクリートへの埋込み長さが360mm以上であることを確認した。,出隅にある通し柱と胴差との仕口については、大入れ蟻掛けとし、かね折り金物を当て、六角ボルト締め、スクリュー釘打ちされていることを確認した。,垂木の軒桁への留付けは、ひねり金物を当て、釘打ちされていることを確認した。,2階床梁の継手を追掛け大栓継ぎとする箇所については、上木先端部が柱心より150mm内外となるように下木が持ち出されていることを確認した。,2
令和3年,施工,16,,防水工事に関する次の記述のうち、監理者の行為として、最も不適当なものはどれか。,ウレタンゴム系塗膜防水工事において、補強布の重ね幅については50mm以上、防水材の塗継ぎの重ね幅については100mm以上となっていることを確認した。,屋根露出防水密着工法による改質アスファルトシート防水工事において、プレキャストコンクリート部材の接合部の目地については、改質アスファルトシートの張付けに先立ち、増張り用シートを両側に50mm程度ずつ張り掛けた絶縁増張りが行われていることを確認した。,屋根保護防水密着断熱工法によるアスファルト防水工事に用いる断熱材は、押出法ポリスチレンフォーム断熱材3種bA (スキン層付き)が使用されていることを確認した。,屋根保護防水絶縁工法によるアスファルト防水工事において、平場部の立上り際の500mm程度の部分については、立上り部の1層目のアスファルトルーフィング類がアスファルトを用いた密着張りとなっていることを確認した。,2
令和3年,施工,17,,左官工事、タイル工事及び石工事に関する次の記述のうち、最も不適当なものはどれか。,床コンクリート直均し仕上げにおいて、ビニル床シートの下地となる床コンクリートの仕上りの平坦さの標準値については、特記がなかったので、1mにつき10mm以下とした。,セメントモルタルによるタイル後張り工法において、床タイル張り面の伸縮調整目地の位置については、特記がなかったので、縦・横ともに4m以内ごとに設けた。,セメントモルタルによるタイル後張り工法において、外壁タイルの引張接着強度を確認する試験体の個数については、100m?ごと及びその端数につき1個以上とし、かつ、全体で3個以上とした。,内壁空積工法による石工事において、幅木の裏には、全面に裏込めモルタルを充填した。,1
令和3年,施工,18,,金属工事及びガラス工事に関する次の記述のうち、最も不適当なものはどれか。,軽量鉄骨壁下地において、スタッドの間隔については、特記がなかったので、ボード2枚張りとする箇所を450mm程度、ボード1枚張りとする箇所を300mm程度とした。,軽量鉄骨天井下地において、野縁及び野縁受は、特記がなかったので、屋内を25形、屋外を19形とした。,外部に面する網入り板ガラスの「下辺小口」及び「縦小口下端から1/4の高さまでの部分」には、ガラス用防錆塗料を用いて防錆処置を行った。,ガラスブロック積み工法において、伸縮調整目地については、特記がなかったので、6m以内ごとに幅20mm程度のものを設けた。,2
令和3年,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,タイルカーペット全面接着工法における接着剤については、粘着はく離(ピールアップ)形とした。,断熱材現場発泡工法における断熱材の吹付け厚さを確認する確認ピンの本数は、スラブ下面及び壁面については5m?につき1箇所以上、柱及び梁については1面につき各1箇所以上とし、確認ピンはそのまま存置した。,複層仕上塗材仕上げにおいて、主材の塗付けについては、仕上げの形状が凹凸状の部分を吹付けとし、仕上げの形状がゆず肌状の部分をローラー塗りとした。,外壁に使用する押出成形セメント板 (ECP)のパネル相互の目地幅については、特記がなかったので、長辺及び短辺ともに10mmとした。,4
令和3年,施工,20,,設備工事に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリートの躯体に埋設する合成樹脂製可とう電線管 (PF管)について、壁付きでない梁の横断配管は、多数の管をまとめて横断させないようにするとともに、柱際から梁せい寸法以内の範囲での横断を避けた。,蒸気給気管の配管については、先上り管勾配を1/250、先下り管勾配を1/80とした。,電気設備工事において、鋼製ケーブルラックの水平支持間隔を2m以内とし、直線部と直線部以外との接続部では、接続部に近い箇所及びケーブルラック端部に近い箇所で支持した。,屋外で雨水排水横主管と汚水排水横主管とを接続するに当たり、接続する部分に設ける排水ますのほかに、雨水排水横主管にトラップますを設けた。,2
令和3年,施工,21,,各部工事に関する次の記述のうち、最も不適当なものはどれか。,銅板葺屋根に取り付ける軒樋については、耐候性を考慮して、銅との電位差が大きい溶融亜鉛めっき鋼板製のものとした。,防火区画の壁を貫通するダクトにおいて、防火区画に近接して防火ダンパーを設けるに当たり、当該防火ダンパーと当該防火区画との間のダクトは、厚さ1.6mmの鉄板で造られたものとした。,金属板による折板葺において、タイトフレームと受け梁との接合については、風による繰返し荷重による緩みを防止するため、ボルト接合とせずにすみ肉溶接とした。,軽量鉄骨間仕切壁内に配管する合成樹脂製可とう電線管 (PF管)については、バインド線を用いて支持し、その支持間隔を1.5m以下とした。,1
令和3年,施工,22,,耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,既存柱と壁との接合部に耐震スリットを新設する工事において、既存の壁の切断に用いる機器を固定する「あと施工アンカー」については、柱や梁への打込みを避け、垂れ壁や腰壁に打ち込んだ。,あと施工アンカー施工後の確認試験については、特記がなかったので、引張試験機による引張試験とし、1日に施工された「あと施工アンカー」の径及び仕様ごとにロットを構成した。,鉄筋コンクリートの増打ち耐震壁の増設工事において、増設壁の鉄筋の既存柱への定着は、既存柱をはつって露出させた柱主筋に、増設壁の鉄筋端部を135度に折り曲げたフックをかけた。,金属系アンカーの「あと施工アンカー工事」において、特記がなかったので、打込み方式のアンカーは所定の位置まで打ち込むことにより固着させ、締付け方式のアンカーはナット回転法で締め付けることにより固着させた。,4
令和3年,施工,23,,各種改修工事に関する次の記述のうち、最も不適当なものはどれか。,防水改修工事において、既存保護コンクリートの撤去は、躯体や仕上げ材に損傷を与えないように、質量 10kgのハンドブレーカーを使用した。,防水改修工事におけるルーフドレン回りの処理に当たって、防水層及び保護層の撤去端部は、既存の防水層や保護層を含め、ポリマーセメントモルタルで、1/2程度の勾配に仕上げた。,かぶせ工法によるアルミニウム製建具の改修工事において、既存枠への新規建具の取付けについては小ねじ留めとし、留め付けについては、端部を100mm、中間部の間隔を500mmとした。,内装改修工事において、特定天井の天井下地に該当しない軽量鉄骨天井下地(吊りボルト受け等の間隔が900mm程度以下かつ天井面構成部材等の単位面積当たりの質量が20kg/m?以内)を新設するに当たって、再利用する既存の埋込みインサートについては、特記がなかったので、工事の当該階の3箇所に対してそれぞれ400Nの荷重による吊りボルトの引抜き試験を行った。,3
令和3年,施工,24,,建築工事に関する用語とその説明の組合せとして、最も不適当なものは、次のうちどれか。,歩掛り: 建築の各部分工事の原価計算における原単位的な概念で、部分工事量の1単位当たりの標準労働量、標準資材量等のこと,クリープ現象: 材料や部材に一定の荷重が持続することによって時間とともにひずみが増大する現象,スライディングフォーム工法: 構造物を解体しないで、機械又は人力によって水平移動させ、あらかじめ造られた基礎の上に移す工法,リフトアップ工法: 地上等の低所であらかじめ組み立てた大スパン構造の屋根架構等をジャッキ又は吊上げ装置を用いて所定の位置まで上昇させ設置する工法,3
令和3年,施工,25,,建築物の工事請負契約に関する次の記述のうち、民間(七会)連合協定「工事請負契約約款」に照らして、最も不適当なものはどれか。,天災により生じた損害について、発注者及び受注者が協議して重大なものと認め、かつ、受注者が善良な管理者として注意をしたと認められるものは、発注者及び受注者がこれを負担する。,受注者は、工事の施工中、この工事の出来形部分と工事現場に搬入した、工事材料、建築設備等の機器等に火災保険又は建設工事保険を付し、その証券の写しを発注者に提出する。,発注者は、工期の変更をするときは、変更後の工期をこの工事を施工するために通常必要と認められる期間に比べて著しく短い期間としてはならない。,発注者が工事を著しく減少したため、請負代金額が2/3以上減少したとき、受注者は書面をもって発注者に通知して直ちに契約を解除することができる。,1
