年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和7年,構造,14,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,鉄筋の短期許容応力度は、一般に、JISに定められた最小の規格降伏点の数値を用いる。,保有水平耐力計算では、部材の破壊形式、寸法、配筋、応力などに応じて構造特性係数Dsを算出する。,保有水平耐力計算では、一般に、保有水平耐力を発揮したときの変形と、大地震時の最大応答変形が一致する。,限界耐力計算では、地震に対しては損傷限界と安全限界に対する性能を確認する。,3
令和7年,構造,15,,鉄骨構造の筋かいに関する次の記述のうち、最も不適当なものはどれか。,座屈拘束ブレースの芯材の周囲に設けられる座屈拘束材は、芯材の座屈を拘束するだけの剛性や曲げ耐力を必要とする一方、軸力を負担しない。,有効細長比λが中程度の筋かい(λ=80程度)は、有効細長比λが小さい筋かい(λ=20程度)に比べて塑性変形能力が高い。,溝形鋼を用いた筋かい材とガセットプレートとの高力ボルト摩擦接合において、高力ボルトを筋かい材の軸方向に二列で同本数配置する場合、筋かい材の有効断面積は、一般に、高力ボルトの本数が多くなるほど大きくなる。,筋かい材とガセットプレートとの接合部の溶接を側面隅肉溶接とするとき、筋かいの軸方向力は、せん断力によりガセットプレートに伝達される。,2
令和7年,構造,16,,鉄骨構造の接合部に関する次の記述のうち、最も不適当なものはどれか。,溶接継目ののど断面に対する長期許容せん断応力度は、溶接継目の形式が「完全溶込み溶接の場合」と「部分溶込み溶接の場合」とで異なる。,組立溶接において、ビードの長さが短い溶接は、冷却時間が短いことから、塑性変形能力の低下や低温割れが生じる危険性が高い。,高力ボルト摩擦接合部の破断耐力の検討に当たっては、摩擦接合面がすべって支圧接合状態となったことを想定することができる。,高力ボルト摩擦接合の二面せん断の長期許容せん断応力度は、高力ボルトの基準張力To(単位 N/mm?) の0.6倍である。,1
令和7年,構造,17,,鉄骨構造の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,高さ12m、最大スパン10mの建築物を「ルート1-2」によって設計できることを確認したが、「ルート3」によって設計した。,建築物を「ルート2」で設計したので、標準せん断力係数を0.2として地震力の算定を行った。,地震時のねじれ変形を抑制する目的で、各階の剛性率ができるだけ大きくなるように建築物を設計した。,柱及び梁の部材群としての種別がCであったので、種別がAの場合よりも構造特性係数Dsの値を大きくして建築物を設計した。,3
令和7年,構造,18,,鉄骨構造の設計に関する次の記述のうち、最も不適当なものはどれか。,梁の塑性変形能力は、使用する鋼材の降伏比が小さいほど向上する。,弱軸まわりに曲げを受けるH形鋼の許容曲げ応力度は、幅厚比の制限に従う場合、許容引張応力度と同じ値とすることができる。,梁の弱軸まわりの細長比が200で、梁の全長にわたって均等間隔で横補剛を設ける場合、梁の鋼種がSN400BよりSN490Bのほうが横補剛の必要箇所は多くなる。,圧縮材の許容圧縮応力度は、鋼材及び部材の座屈長さが同じ場合、座屈軸まわりの断面二次半径が小さいほど大きくなる。,4
令和7年,構造,19,,土質及び地盤に関する次の記述のうち、最も不適当なものはどれか。,圧密沈下は、有効応力の増加により、間隙水の排出を伴いながら地盤が徐々に沈下していく現象である。,地盤の許容支持力度は、標準貫入試験によるN値が同じ場合、一般に、粘性土地盤に比べて砂質土地盤のほうが大きい。,地盤の極限鉛直支持力は、一般に、土のせん断破壊が生じることにより決定される。,主働土圧は、地下壁や擁壁が地盤から離れる方向に変位するときに、最終的に一定値に落ち着いた状態で発揮される土圧である。,2
令和7年,構造,20,,杭基礎に関する次の記述のうち、最も不適当なものはどれか。,弾性支承梁理論の適用条件は、地震時の地盤変位が小さく、かつ、杭変形に影響を与える範囲の地盤がほぼ均一とみなせることである。,長い杭において、杭頭が回転拘束の場合、杭の曲げ剛性、杭幅及び杭に作用する水平力が同じであれば、水平地盤反力係数が大きいほど杭頭の曲げモーメントは小さくなる。,長い杭において、杭の曲げ剛性、杭幅及び杭に作用する水平力が同じであれば、水平地盤反力係数が大きいほど杭頭の水平変位は大きくなる。,応答変位法は、地震時の杭頭に作用する水平力と地盤変位を考慮して杭応力等を計算する方法であり、地震時に液状化しやすい軟弱地盤における杭の検討にも適用できる。,3
令和7年,構造,21,,杭基礎及び直接基礎に関する次の記述のうち、最も不適当なものはどれか。,地盤沈下が生じている埋立て地盤において、杭に負の摩擦力が生じる可能性がある場合、杭の表面に潤滑材を塗布することは杭の摩擦力低減に効果がある。,斜面上部の水平面に建つ建築物を支持する杭基礎に地震力等の水平力が作用した場合、斜面近傍の杭は斜面から離れた杭に比べて、負担せん断力は大きくなる。,地震時に杭に作用する水平力は、基礎スラブの根入れ深さに応じて一定の範囲で低減できるが、建築物の地上部分の高さが大きいほど、この低減の度合いは小さくなる。,直接基礎の即時沈下の計算において、粘性土地盤及び砂質土地盤ともに、地盤の変形係数及びポアソン比を適切に設定した弾性体と仮定してもよい。,2
令和7年,構造,22,,プレストレストコンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,プレストレストコンクリート部材は、地震による繰返し荷重に対して、ひび割れが閉じて変形も元に戻る復元性を有しており、地震後の残留変形が小さい。,パーシャルプレストレッシングの設計(III種)は、長期設計荷重時に断面に引張応力が生じないように制限するものである。,アンボンドPC鋼材を用いたポストテンション梁部材では、常時荷重の保持に対して冗長性を高めるために、バックアップシステムを設ける必要がある。,PC鋼材定着部では、コンクリートの支圧破壊を避けるために、支圧板とコンクリート端面との接触面積が広くなるように設計する。,2
令和7年,構造,23,,各種建築構造に関する次の記述のうち、最も不適当なものはどれか。,壁式鉄筋コンクリート構造と壁式プレキャスト鉄筋コンクリート構造は、一つの建築物の同じ階で混用することができない。,H形断面の鉄骨梁と鉄筋コンクリートスラブを緊結した合成梁では、一般に、下フランジの局部座屈の検討を行う必要があるが、上フランジの局部座屈の検討は省略することができる。,桁行方向を鉄骨鉄筋コンクリート構造、張り間方向を鉄筋コンクリート構造として設計する場合に、方向別にそれぞれの構造計算等の規定を適用することができる。,コンクリート充填鋼管(CFT)造の柱では、梁から伝達されるせん断力の一部を充填コンクリートに負担させる場合、鋼管と充填コンクリートとの間で応力伝達ができるように設計する必要がある。,1
令和7年,構造,24,,制振構造及び免震構造に関する次の記述のうち、最も不適当なものはどれか。,制振構造において、せん断パネルを鋼材ダンパーとして比較的高い剛性の支持部材を介して架構に設置した場合、せん断パネルのせん断変形角は層間変形角に比べて大きくなる。,制振構造に用いられるオイルダンパーは、建築物の揺れが比較的小さな段階から制振効果を発揮する。,超高層の免震建築物に用いられる直動型転がり支承は、転倒モーメントによりアイソレータに大きな引張軸力が生じる場合などに採用される。,免震構造に用いられる積層ゴムアイソレータでは、長期荷重時の外周部の圧縮応力度は、中心部の圧縮応力度より大きくなる。,4
令和7年,構造,25,,建築物の耐震設計に関する次の記述のうち、最も不適当なものはどれか。,鉄筋コンクリート造の腰壁付き梁の剛性は、腰壁と柱との間に完全スリットを設けた場合であっても、腰壁の影響を考慮する必要がある。,保有水平耐力は、建築物の一部又は全体が地震力の作用によって崩壊形を形成する場合において、各階の柱、耐力壁及び筋かいが負担する水平せん断力の和として求められる値である。,鉄骨造の筋かい付き架構の構造特性係数Dsは、筋かいが所定の条件を満足する場合、柱及び梁の部材群の種別が同一で筋かいのない架構の構造特性係数Dsに比べて、小さくすることができる。,各階の必要保有水平耐力の算定において、ある階の剛性率が所定の数値未満の場合、全ての階ではなく、当該階のみ必要保有水平耐力を割増しすればよい。,3
令和7年,構造,26,,建築物の構造設計に関する次の記述のうち、最も不適当なものはどれか。,超高層建築物に作用する風圧力に対する構造計算を行う場合、水平面内での風向に直交する方向及びねじれ方向の建築物の振動についても考慮する必要がある。,プレストレストコンクリート構造において、クリープ等によるプレストレスの減少率は、一般に、プレテンション方式に比べて、ポストテンション方式のほうが小さい。,鉄骨構造において、露出柱脚の最大せん断耐力は、一般に、「摩擦により抵抗するせん断耐力」と「アンカーボルトのせん断耐力の和」のいずれか大きいほうとする。,開口部を有する鉄筋コンクリート造の耐力壁のせん断耐力を計算する場合、開口部の面積の影響を考慮すれば、開口部の長さ及び高さの影響を無視してよい。,4
令和7年,構造,27,,木材及び木質系材料に関する次の記述のうち、最も不適当なものはどれか。,木材を常時湿潤状態にある部分に使用する場合、繊維方向の許容応力度は、所定の割合で減じた数値とする。,繊維方向のせん断に対する許容応力度は、一般に、同樹種であれば、構造用製材より構造用集成材のほうが大きい。,木材の繊維方向の短期許容応力度は、積雪時の構造計算以外の場合、長期許容応力度の2倍と定められている。,製材の日本農林規格において、機械等級区分構造用製材は、構造用製材のうち、人工乾燥処理を施した材のヤング係数を機械によって測定し、等級区分したものである。,3
令和7年,構造,28,,コンクリートに関する次の記述のうち、最も不適当なものはどれか。,圧縮強度試験用供試体を用いた圧縮強度試験において、コンクリートの圧縮強度は、一般に、載荷速度が大きいほど小さい。,コンクリートの引張強度は、一般に、水セメント比が大きいほど小さい。,コンクリートの曲げ強度は、一般に、引張強度が大きいほど大きい。,コンクリートのヤング係数は、一般に、水セメント比が小さいほど大きい。,1
令和7年,構造,29,,鋼材に関する次の記述のうち、最も不適当なものはどれか。,シャルピー衝撃試験の吸収エネルギーが大きい鋼材を使用することは、溶接部の脆性的破壊を防ぐために有効である。,板厚40mm以下の建築構造用圧延鋼材SN490Bについて、基準強度Fは325 N/mm?であり、短期荷重に対する許容引張応力度はこれに等しい。,建築構造用圧延鋼材SN400の鋼板の厚さのマイナス許容差は、一般構造用圧延鋼材SS400と同じである。,リン(P)は鋼材及び溶接部の靱性を劣化させ、硫黄(S)は鋼の延性や靭性に悪影響を及ぼすので、これらの含有量が少ない鋼材を使用することが望ましい。,3
令和7年,構造,30,,建築物等の構造計画及び構造設計に関する次の記述のうち、最も不適当なものはどれか。,補強コンクリートブロック造の塀の構造計算に用いる地下部分の水平震度は、建築物の地下部分と同様に計算することができる。,コンクリート充填鋼管(CFT)造柱の特徴の一つであるコンファインド効果は、短柱において角形鋼管より円形鋼管のほうがその効果が高い。,国土交通大臣が定めた構造方法によるプレキャスト鉄筋コンクリート造の柱及び梁における、鉄筋に対する最小かぶり厚さは、鉄筋コンクリート造の場合と同じ厚さである。,鋼管杭の設計においては、地盤が強い酸性ではない場合、一般に、その鋼管の腐食代として厚さ1mmを見込む。,3
令和7年,施工,1,,施工計画に関する次の記述のうち、最も不適当なものはどれか。,瞬間風速が30m/sを超える風が吹いた後に、屋外に設置されているクレーンを用いて作業を行うときは、あらかじめクレーンの各部分の異常の有無について点検を行わなければならない。,建築物の新築工事において、積載荷重1tの本設エレベーターを工事用として使用する場合、あらかじめエレベーター設置届を労働基準監督署長あてに提出し、エレベーター据付工事完了後に監理者の検査に合格すれば、使用することができる。,総合施工計画書のうち、設計図書に指定されていない仮設物等については、監理者の承認の対象とはならない。,公共建築工事において、工事の施工上の必要から材料、施工方法等を考案し、これに関する特許の出願等を行う場合は、あらかじめ発注者と協議しなければならない。,2
令和7年,施工,2,,工事現場の管理等に関する次の記述のうち、最も不適当なものはどれか。,"1,000m?以上の建設発生土を工事現場から搬出する建設工事において、元請建設工事事業者は、あらかじめ再生資源利用促進計画を作成し、その計画及び実施状況の記録を当該建設工事の完成日から1年間保存しなければならない。",山留め支保工の切ばり及び腹起しの取付けについては、土止め支保工作業主任者を選任し、その者に作業の方法を決定させるとともに、作業を直接指揮させなければならない。,特定元方事業者は、元方安全衛生管理者を選任し、その者に労働災害を防止するために講じる措置のうち、技術的事項を管理させなければならない。,水質汚濁防止法の規定に基づく排水基準において、1日当たりの平均的な排出水の量が50m?以上である場合、海域に排出されるものの水素イオン濃度はpH5.0以上9.0以下にしなければならない。,1
令和7年,施工,3,,品質管理に関する次の記述のうち、最も不適当なものはどれか。,押出成形セメント板への現場での孔あけは、振動ドリルを用いず、電気ドリルを用いた。,工事現場に搬入されたロールカーペットの保管については、縦置きとせずに、横に倒して3段までの俵積みとした。,ビニル床シート張りの下地において、セルフレベリング材塗りの養生期間は、特記がなかったので、5日間とし、低温の場合は10日間とする計画とした。,あと施工アンカーの施工において、引抜き耐力の引張試験に合格したものは、そのまま工事に採用するので、試験荷重は設計用引張強度までとした。,3
令和7年,施工,4,,建築工事の届出等に関する次の記述のうち、最も不適当なものはどれか。,消防本部及び消防署を置く市町村の区域において、危険物に係る貯蔵所を設置しようとする者が、その設置に先立ち、危険物貯蔵所設置許可申請書を市町村長あてに提出した。,床面積が10m?を超える既存建築物を除却するに当たり、当該除却工事を施工する者が、建築物除却届を、建築主事等を経由して都道府県知事あてに提出した。,つり上げ荷重が3tのクレーンを設置するに当たり、事業者が、その工事開始日の30日前までに、クレーン設置届を労働基準監督署長あてに提出した。,床面積の合計が500m?の建築物の新築工事において、建設工事に係る資材の再資源化等に関する法律で定める特定建設資材を用いるので、発注者が、工事に着手する日の7日前までに、使用する特定建設資材の種類等その他必要な事項を記載した届出書を特定行政庁あてに提出した。,2
令和7年,施工,5,,地盤調査に関する次の記述のうち、最も不適当なものはどれか。,粘性土地盤の粘着力を、三軸圧縮試験の結果を用いて求めた。,地表面から20m以浅の砂層の液状化の程度を調査するため、孔内水平載荷試験を行った。,深さ10m程度の軟弱層の地盤調査において、スクリューウエイト貫入試験(旧スウェーデン式サウンディング試験)を行った。,平板載荷試験において、試験地盤面は、直径30cmの円形の載荷板の中心から1.2mの範囲を水平に整地した。,4
令和7年,施工,6,,土工事及び山留め工事に関する次の記述のうち、最も不適当なものはどれか。,地下水処理において、掘削規模が大きく、粘性土分が多い砂質土で比較的透水性の低い地盤であったので、ウェルポイント工法を用いた。,地下水処理において、ディープウェルからの揚水を同一帯水層に復水するリチャージ工法を採用したので、その必要揚水量については、復水しないディープウェル工法を採用した場合より多く計画した。,山留め壁と地下躯体との間に隙間がある山留め支保工の撤去において、切ばりの撤去に先立ち、必要強度、厚さ、養生期間に留意して、コンクリートにより盛替え梁を設けた。,山留め支保工の架設において、切ばりに設置する盤圧計については、その軸力を正しく計測するため、両側の支保工の腹起しから最も離れた位置として、切ばり支点間の中央に設置した。,1
令和7年,施工,7,,地業工事に関する次の記述のうち、最も不適当なものはどれか。,アースドリル工法において、底ざらい実施直後に行う掘削孔の先端深度の検測は、重錘と検測テープを用いて、孔底の中心1か所で行った。,場所打ちコンクリート杭工事の鉄筋かごの組立てにおいて、補強リングについては、特記がなかったので、平鋼を用い、2~3mの間隔で配置した。,既製コンクリート杭の現場継手において、継手部の開先の目違い量は2mm以下、許容できるルート間隔の最大値は4mm以下とした。,アースドリル工法による場所打ちコンクリート杭工事において、杭頭の処理については、コンクリートの打込みから14日程度経過した後、杭本体を傷めないように、可能な限り平坦に祈り取り、所定の高さにそろえた。,1
令和7年,施工,8,,鉄筋工事に関する次の記述のうち、最も不適当なものはどれか。,粗骨材の最大寸法が20mmのコンクリートを用いる柱において、主筋D22の鉄筋相互のあきについては、30mmとした。,鉄筋の加工に用いるかぶり厚さは、建築基準法に規定されている最小かぶり厚さに、施工誤差を考慮して、10mmを加えた数値とした。,スラブの鉄筋のスペーサーの配置は、特記がなかったので、上端筋、下端筋それぞれ、間隔は0.9m程度、端部は0.1m以内とした。,柱及び梁において、主筋にD29以上の太物の異形鉄筋を使用するに当たり、付着割裂破壊を考慮し、主筋のかぶり厚さを主筋の呼び名の数値の1.5倍以上とした。,3
令和7年,施工,9,,型枠工事に関する次の記述のうち、最も不適当なものはどれか。,型枠の構造計算におけるコンクリート打込み時の水平荷重については、鉛直方向の荷重に対する割合で定めることとし、地震力については考慮しなかった。,型枠支保工に用いる鋼材の許容曲げ応力及び許容圧縮応力の値については、鋼材の「降伏強さの値」又は「引張強さの値の 3/4 の値」のうち、いずれか小さい値の 2/3 の値以下とした。,支柱の高さが3.5mの型枠支保工において、2本のパイプサポートを2本のボルトを用いて継いだものを支柱とした。,防水下地となるコンクリート面における型枠緊張材(丸セパB型)のコーン穴の処理については、水量の少ない硬練りモルタルでコンクリート面と同一になるように充填した。,2
令和7年,施工,10,,コンクリートの計画調合において使用する材料の絶対容積及び質量を記号で表した表において、最も不適当な記述はどれか。,細骨材率(%)は、C/(C+D)×100 である。,"空気量(%)は、(1,000-(E+F+G+H))/1,000×100 である。",細骨材の表乾密度(g/cm?)は、G/C である。,水セメント比(%)は、E/F×100 である。,2
令和7年,施工,11,,レディーミクストコンクリートの受入れ時の検査における測定値と指定値の組合せのうち、検査結果が不合格と判定されるものはどれか。,"普通コンクリート: 指定スランプ18cm/空気量4.5%, 測定値スランプ16.0cm/空気量6.0%","普通コンクリート: 指定スランプ45cm/空気量4.5%, 測定値スランプ55.0cm/空気量3.0%","軽量コンクリート: 指定スランプ15cm/空気量5.0%, 測定値スランプ17.0cm/空気量6.5%","高強度コンクリート: 指定スランプフロー60cm/空気量4.5%, 測定値スランプフロー50.0cm/空気量5.5%",4
令和7年,施工,12,,プレキャスト鉄筋コンクリート工事に関する次の記述のうち、最も不適当なものはどれか。,計画供用期間の級が「標準」の建築物において、プレキャスト部材の屋内側の設計かぶり厚さは、特記がなかったので、柱・梁・耐力壁では35mm、床スラブ・屋根スラブでは25mmとした。,柱脚目地部に施される目地部等グラウトの圧縮強度は、特記がなかったので、供試体の養生を現場水中養生として、材齢28日の圧縮強度をプレキャスト部材コンクリートの品質基準強度以上とした。,プレキャスト柱部材の幅については、特記がなかったので、許容差を±5mmとして管理した。,現場におけるプレキャスト部材の仮置きについては、品質、安定性及び安全性を考慮して、床部材では10枚、梁部材及び柱部材では2段まで積み重ねて置く計画とした。,4
令和7年,施工,13,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,鉄骨鉄筋コンクリート造の建築物の建方において、柱脚の立上げ鉄筋が障害となったので、その立上げ鉄筋を850~900℃で温度管理しながら加熱して、30度以下の角度で曲げた。,ブレース端のハンチ等の塑性変形能力が要求される部位において、常温曲げ加工による内側曲げ半径は、特記がなかったので、材料の板厚の8倍とした。,鉄筋貫通孔の孔径についての特記がなかったので、工作図において、異形鉄筋D25の孔径の最大値を38mmとした。,完全溶込み溶接とする板厚の異なる突合せ継手において、部材の板厚差による段違いが12mmであったので、薄いほうの部材から厚いほうの部材へ溶接表面が滑らかに移行するように溶接した。,2
令和7年,施工,14,,鉄骨工事に関する次の記述のうち、最も不適当なものはどれか。,I形鋼のフランジ部分における高力ボルト接合において、ボルト頭部又はナットと接合部材の面とが 1/20 以上傾斜していたので、勾配座金を使用した。,ねじの呼び径M22のトルシア形高力ボルトにおいて、ボルトの長さについては、締付け長さに30mmを加えたものを標準長さとし、標準長さに最も近い寸法のボルトを使用した。,鉄骨鉄筋コンクリート造における鉄骨の工作図の作成において、鉄筋の主筋の貫通孔径については、同一の部位に種々の径があったので、混同を避けるため、設計担当者と打合せをして、最大径の鉄筋の貫通孔径に統一した。,受入検査における溶接部の外観検査は、特記がなかったので、溶接部の全てについて、表面欠陥及び精度に対する目視検査を行い、基準を逸脱していると思われる箇所に対してのみ、適正な器具により測定した。,3
令和7年,施工,15,,木造軸組工法による地上2階建て住宅の建築工事に関する次の記述のうち、最も不適当なものはどれか。,基礎工事において、アンカーボルトを、耐力壁の両端の柱の下部付近及び土台継手の上木の端部付近に設置した。,基礎工事において、アンカーボルトの径が12mm以上及び埋込み長さが基礎天端から250mm以上となっていることを、コンクリート打設前に確認した。,筋かいによる耐力壁において、木材の筋かいと間柱との取合い部分は、相欠きとした。,2階床組の補強に用いる木製の火打梁において、断面寸法を90mm×90mmとし、横架材との仕口を傾ぎ大入れとし、六角ボルト締めとした。,3
令和7年,施工,16,,防水工事及び屋根工事に関する次の記述のうち、最も不適当なものはどれか。,"アスファルト防水工事において、平場部の防水層の保護コンクリートに設ける伸縮目地の割付けについては、パラペット等の立上り部の仕上り面から600mm程度とし、中間部は縦横の間隔を3,000mm程度とした。",屋上の大面積に施工する屋上緑化システムにおいて、耐根層を保護コンクリート(絶縁シートも含む。)の下に設けることで、保護コンクリートを耐根層保護層とみなした。,接着工法による合成高分子系シート防水工事において、加硫ゴム系シートの接合幅(重ね幅)については、平場部を100mmとし、平場と立上り部の取合い部を120mmとした。,金属板による折板葺において、タイトフレームと受け梁との接合については、風による繰返し荷重による緩みを防止するため、ボルト接合とせずに隅肉溶接とした。,1
令和7年,施工,17,,タイル工事及び左官工事に関する次の記述のうち、最も不適当なものはどれか。,外部側に柱形がある場合のタイル張りの外壁に設ける垂直方向の伸縮調整目地の位置は、特記がなかったので、柱形の入隅部及び中間3~4m間隔とした。,タイル張りの下地モルタルの伸縮調整目地は、タイル張り面の伸縮調整目地及びコンクリート躯体のひび割れ誘発目地と一致するように設けた。,セメントモルタルによるタイル後張り工法における密着張りにおいて、張付けモルタルの1回の塗付け面積の限度については、2m?/人以内とした。,コンクリート壁面へのモルタル塗りにおいて、下塗りの調合については容積比でセメント1に対し砂2.5とし、中塗り及び上塗りの調合については容積比でセメント1に対し砂1とした。,4
令和7年,施工,18,,ガラス工事及び金属工事に関する次の記述のうち、最も不適当なものはどれか。,はめ込み構法によるガラス工事において、地震時における建築物の躯体の面内変形によって窓枠が変形した場合の板ガラスと窓枠との接触防止のため、エッジクリアランスを確保した。,アルミニウム製笠木の取付けにおいて、割付けを事前に検討したうえで、直線部分を先に取り付け、コーナー部分を最後に取り付けた。,内装改修工事において、天井に点検口を取り付けるに当たり、軽量鉄骨天井下地の野縁や野縁受けを切断したので、その開口部を補強した。,軽量鉄骨天井下地工事において、JISによる建築用鋼製下地材を使用したので、高速カッターで切断した面には、亜鉛の犠牲防食作用が期待できることから、錆止め塗料塗りを省略した。,2
令和7年,施工,19,,内外装工事に関する次の記述のうち、最も不適当なものはどれか。,モルタル下地への接着工法による直張り用複合フローリング張りに、ウレタン樹脂系接着剤を用いた。,湿気の影響を受けやすい箇所におけるビニル床シート張りに、エポキシ樹脂系接着剤を用いた。,縦壁ロッキング構法によるALCパネル工事において、外壁のパネル間の目地のシーリングについては二面接着とした。,コンクリートの外壁面への仕上塗材の吹付け工事は、コンクリート下地の表面含水率が20%の状態で行った。,4
令和7年,施工,20,,給排水衛生設備工事に関する次の記述のうち、最も不適当なものはどれか。,給水管と排水管を平行して埋設する部分については、給水管を排水管の上方に埋設し、両配管の水平実間隔を300mm確保した。,寒冷地での配管の地中埋設深さは、車両道路では管の上端より 600mm以上、それ以外では 300mm以上とし、かつ、凍結深度以上とした。,呼び径80の一般配管用ステンレス鋼鋼管を用いた給水管の横走り配管については、吊り金物による支持間隔を2.0mとした。,飲料用貯水槽の間接排水管の管径が65mmであったので、排水口空間を150mmとした。,3
令和7年,施工,21,,各種建築工事に関する次の記述のうち、最も不適当なものはどれか。,排水工事において、雨水用排水ます及びマンホールの底部には、排水管等に泥が詰まらないように、深さ100mmの泥だめを設けた。,外壁乾式工法による張り石工事において、石材の裏面と躯体コンクリート面との間隔(取付け代)を70mmとした。,セメントモルタルによるタイル後張り工法におけるタイル面の清掃において、モルタルによる汚れが著しかったので、監理者の承認を得て、30倍程度に希釈した工業用塩酸を用いて酸洗いを行った。,吹付け工法による断熱工事において、吹付け硬質ウレタンフォームの1層の吹付け厚さを30mm以下とした。,3
令和7年,施工,22,,鉄筋コンクリート造の建築物の耐震改修工事に関する次の記述のうち、最も不適当なものはどれか。,枠付き鉄骨ブレースの設置工事において、既存の柱や梁に施す目荒しについては、打継ぎ部の付着性能を向上させるため、電動ピックを用いて、柱や梁の主筋が露出する程度に全面にわたって行った。,コンクリート躯体の穿孔において、コアドリルの冷却に使用した水は、コンクリート中のアルカリ成分を含んでいるので、中和剤を使用して、アルカリ性を中和してから排水した。,現場打ち鉄筋コンクリート壁の増設工事において、既存構造体にあと施工アンカーが一定の間隔で多数打ち込まれる増設壁部分には、新設コンクリートの割裂防止のため、スパイラル筋による割裂補強筋を設けた。,あと施工アンカーの施工において、接着系アンカーを用いて上向き施工としたアンカー筋の養生は、アンカー筋が抜け出ないようにくさびを打って脱落防止の措置を施し、養生時間を24時間とした。,1
令和7年,施工,23,,外壁の改修工事に関する次の記述のうち、最も不適当なものはどれか。,コンクリート打放し仕上げ外壁の欠損部改修において、コンクリート表面の欠損が比較的深かったので、エポキシ樹脂モルタル充填工法を適用した。,タイル張り仕上げ外壁の改修において、植込み等により人が近づけないような安全上の配慮がなされている外壁面については、タイル張替え工法施工後の引張接着試験を省略した。,コンクリート打放し仕上げ外壁のひび割れ部改修において、幅が0.2mm以上0.5mm未満のひび割れに対しては、樹脂注入工法を適用し、高粘度形のエポキシ樹脂を使用した。,モルタル塗り仕上げ外壁のひび割れ部改修において、幅が1.0mmを超えるひび割れに対しては、Uカットシール材充填工法を適用した。,3
令和7年,施工,24,,建築工事に関する用語とその説明との組合せとして、最も不適当なものは、次のうちどれか。,スカラップ／溶接線の交差を避けるために一方の母材に設ける扇形の切欠き,チェッキング／充填したシーリング材や塗膜表面に生じる細かいひび割れ,バスダクト／騒音を吸収するため、空調ダクト系の分岐部などに挿入される箱型の装置,ラミネーション／圧延鋼材の欠陥で、鋼材に含まれる硫黄その他の不純物部分が熱応力で開裂する現象,3
令和7年,施工,25,,建築物の工事請負契約又は監理業務委託契約に関する次の記述のうち、民間(七会)連合協定「工事請負契約約款」(令和5年1月改正)又は四会連合協定「建築設計・監理等業務委託契約約款」(令和2年4月改正)に照らして、最も不適当なものはどれか。,工事請負契約において、受注者は、特許権、実用新案権、意匠権、商標権その他日本国の法令に基づき保護される第三者の権利の対象となっている工事材料を使用するときは、その使用に関する一切の責任を負わない。,工事請負契約において、発注者は、受注者が工事を完成しない間は、必要によって、書面をもって受注者に通知してこの工事を中止し又はこの契約を解除することができ、これによって生じる受注者の損害を賠償する。,監理業務委託契約において、受託者は、委託者の承諾を得て監理業務の一部について、他の建築士事務所の開設者に委託した場合、委託者に対し、当該他の建築士事務所の開設者の受託に基づく行為全てについて責任を負う。,監理業務委託契約において、委託者は、当該監理業務を原設計者と異なる建築士に委託したとき、監理業務の段階において、設計成果物について変更の必要が生じた場合には、原設計者が受託しない場合を除き、当該設計変更業務を原設計者に別途委託しなければならない。,1
